DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,pH,Temp,EC,DO,Alkalinity,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Ca,Mg,Na,K,Sr,Si,B,Be9,Al27,Si28,P31,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,d13C-DIC,dD,d18O,NH4-N,Ortho-P,FI,HIX,SUVA254,SamplingNote
MST,,,,,,pH,pH,degC,uS/cm,%,meq/kg,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,‰,‰,‰,mg/L,mg/L,nm/nm,nm/nm,au,
(Detection limit),,,,,,,,,,,0.2,0.00023,0.00026,0.0002,0.11,2.5,0.13,0.16,0.25,2.5,0.22,0.14,0.04,0.015,0.012,0.006,0.024,0.004,0.042,0.096,0.684,0.723,0.027,0.003,0.003,0.012,0.006,0.0014,0.003,0.006,0.045,0.015,0.057,0.342,0.003,0.0003,0.006,0.003,0.003,0.003,0.429,0.204,0.255,1.23,0.87,0.61,2.41,0.204,0.876,0.231,0.255,0.228,0.762,0.057,0.468,0.678,0.54,,0.4,0.1,0.01,0.01,,,,
(Lab Method),,,,,,PH_EC1,PH_EC2,OxyTem,PH_EC1,OxyTem,GA_titration,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ThermoQuest,WIA_LGR,WIA_LGR,SmartChem200,SmartChem200,Fluoromax4,Fluoromax4,UV_Vis,
8/24/2011 12:15,FLUME_HG,JEMEZ_S542,GRAB,Grab,Surface water,6.7,-9999,17,-9999,60.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
8/24/2011 12:45,FLUME_LJ,JEMEZ_S543,GRAB,Grab,Surface water,7,-9999,16.9,-9999,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
8/24/2011 13:45,FLUME_UJ,JEMEZ_S544,GRAB,Grab,Surface water,7,7,17.4,-9999,64.4,-0.1106,13.96738,4.002,0.212,0.09,0.8935,0.0635,0.08,0.0547,4.2574,0.5166,7.7948,0.9378,4.1572,1.8188,0.0333,7.2825,0.003,0.1602,37.7725,7282.5385,91.4598,1.5109,1.2198,0.3223,1.3598,91.1576,0.3525,0.0131,0.3415,1.7124,0.8572,12.4901,230.6641,0.9227,0.1863,0.1007,0.0015,0.2085,10.5763,144.0391,188.3589,36.6645,211.7275,34.4485,9.2669,35.758,6.1846,34.9522,7.4739,23.4693,5.0666,25.9875,4.1701,0.234,0.0561,30.3187,-11.8,-80.7,-11.9,-9999,-9999,1.39,7.784,0.049,"used bottles: 1L amber, 250ml HDPE"
8/23/2011 12:30,FLUME_RM,JEMEZ_S545,GRAB,Grab,Surface water,6.6,-9999,20,-9999,53.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
8/23/2011 12:45,FLUME_LJ,JEMEZ_S546,GRAB,Grab,Surface water,6.5,-9999,15,-9999,58.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
8/23/2011 13:30,FLUME_UR,JEMEZ_S547,GRAB,Grab,Surface water,6.5,-9999,14.8,-9999,62.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
8/24/2011 10:15,VGJJ7,JEMEZ_S548,GRAB,Grab,Surface water,6.5,-9999,16.3,-9999,33.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
8/31/2011 10:30,FLUME_UJ,JEMEZ_S549,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,7.32668,2.394,0.1461,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
8/31/2011 12:00,FLUME_LLJ,JEMEZ_S550,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,8.61699,5.493,0.2337,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
9/7/2011 13:00,FLUME_UR,JEMEZ_S551,GRAB,Grab,Surface water,7.2,-9999,13.3,-9999,64.1,-9999,14.71109,10.51,0.5912,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
9/7/2011 13:30,FLUME_LJ,JEMEZ_S552,GRAB,Grab,Surface water,7.4,-9999,14.3,-9999,64.6,-9999,9.38958,5.923,0.2569,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
9/7/2011 13:45,FLUME_RM,JEMEZ_S553,GRAB,Grab,Surface water,6.9,-9999,19.2,-9999,64.7,-9999,11.57739,4.447,0.1867,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
9/7/2011 12:30,FLUME_UJ,JEMEZ_S554,GRAB,Grab,Surface water,7.4,-9999,15.4,-9999,67.8,-9999,11.52685,3.427,0.1745,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
9/7/2011 11:30,FLUME_LJ,JEMEZ_S555,GRAB,Grab,Surface water,7.2,-9999,13.5,-9999,49.5,-9999,9.12964,1.38,0.1157,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
9/7/2011 10:45,FLUME_HG,JEMEZ_S556,GRAB,Grab,Surface water,7,-9999,12.7,-9999,59.9,-9999,15.89525,8.781,0.5226,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
9/7/2011 10:00,FLUME_LLJ,JEMEZ_S557,GRAB,Grab,Surface water,6.7,-9999,11,-9999,63.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
9/7/2011 9:00,VGJJ7,JEMEZ_S558,GRAB,Grab,Surface water,6.8,-9999,14.1,-9999,41.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
9/15/2011 14:00,FLUME_LLJ,JEMEZ_S559,GRAB,Grab,Surface water,6.9,6.6,10.6,-9999,69.5,0.43,7.32668,2.394,0.1461,0.0036,0.6976,0.065,0.08,0.125,2.3761,0.4944,5.0871,0.5033,2.7547,0.6547,0.023,4.4496,0.0017,0.0007,46.8486,4449.5907,67.2042,1.1866,0.7245,0.3447,0.6567,42.2455,0.223,0.0015,0.1463,1.207,0.6035,8.3161,133.9992,0.5411,0.49,0.003,0.0015,0.1872,6.209,88.4804,231.1741,21.8899,84.4911,18.9235,3.9484,23.7312,3.2323,23.1174,4.2041,11.6508,2.2913,11.4871,1.9333,0.234,0.0526,9.7993,-9.9,-82.2,-12,0.011,0.025,1.37,6.132,0.044,"used bottles: 1L amber, 250ml HDPE"
9/15/2011 13:30,FLUME_HG,JEMEZ_S560,GRAB,Grab,Surface water,7.1,6.8,12.1,-9999,69.5,-0.13,8.61699,5.493,0.2337,0.0394,0.8341,0.0401,0.08,0.1295,3.1641,0.4955,5.7023,0.9422,3.1122,1.7629,0.0317,5.2481,0.0049,0.1469,109.4201,5248.1117,74.3651,3.0192,0.8541,0.4032,1.7629,90.2716,0.2938,0.0797,1.0638,1.5906,0.6261,9.9491,534.9427,0.5846,0.4873,0.003,0.0015,0.1986,9.3818,339.4049,503.535,81.6598,316.1025,83.3822,12.563,87.0295,12.0463,68.9954,15.7038,41.9444,6.089,40.222,6.4436,0.234,0.0917,21.6814,-10.1,-75.2,-11,0.013,0.032,1.39,5.4,0.046,"used bottles: 1L amber, 250ml HDPE"
9/15/2011 13:00,FLUME_LJ,JEMEZ_S561,GRAB,Grab,Surface water,7.4,7.5,12.3,-9999,66.5,2.14,14.71109,10.51,0.5912,0.1878,1.5963,0.0255,0.0316,0.0883,5.9087,0.7048,22.7048,5.3924,6.4871,5.8181,0.1738,6.7262,0.0149,0.1768,20.1377,6726.2122,128.7998,1.0836,2.5147,0.3649,40.2755,185.0219,1.6969,1.0631,1.3391,2.0138,1.9524,25.2489,123.6887,1.9933,0.0001,0.003,0.0015,0.2678,111.4221,87.5021,101.9154,21.5689,159.4664,15.3435,29.5422,18.1955,2.234,16.7644,3.6289,13.4933,1.8809,10.6311,1.8226,0.234,0.0625,695.1101,-9999,-67.6,-10.1,0.021,0.074,1.53,10.381,0.014,"used bottles: 1L amber, 250ml HDPE"
9/15/2011 11:30,FLUME_UJ,JEMEZ_S562,GRAB,Grab,Surface water,7.1,6.9,11.4,-9999,77.3,-0.08,9.38958,5.923,0.2569,0.0516,0.5862,0.065,0.08,0.125,2.9036,0.4918,7.7214,0.8423,4.0913,1.9213,0.0309,6.885,0.003,0.2573,89.2534,6884.9742,78.4988,2.4123,1.37,0.4402,1.97,115.5872,0.3427,0.0197,0.9267,2.0906,0.7006,11.5587,383.9504,0.7689,0.0321,0.1005,0.0015,0.2071,9.7998,240.2203,365.8585,62.1155,260.3224,51.2604,10.7546,69.9554,9.3776,56.0849,12.6643,35.6813,6.6538,35.8823,6.4025,0.234,0.091,45.8328,-11.6,-77.6,-11.5,0.025,0.023,1.37,6.01,0.049,"used bottles: 1L amber, 250ml HDPE"
9/15/2011 10:45,FLUME_UR,JEMEZ_S563,GRAB,Grab,Surface water,7,7,9.7,-9999,73.9,0.25,11.57739,4.447,0.1867,0.1215,1.3727,0.065,0.08,0.125,8.7594,0.1452,6.5931,0.7417,5.0051,1.4855,0.0529,5.8563,0.0064,0.2726,33.0304,5856.305,89.7697,1.4793,1.2695,0.4519,2.8572,83.5891,0.4539,0.155,0.8156,1.692,0.8511,12.3611,125.637,0.6343,0.4559,0.003,0.0015,0.1854,11.0439,100.4083,163.1255,23.5063,149.9538,17.9337,6.1805,23.3036,2.3111,21.1759,4.1744,10.0104,1.4985,12.4624,1.8947,0.234,0.0611,14.2861,-6.5,-77.9,-11.6,0.169,0.056,1.38,8.855,0.045,"used bottles: 1L amber, 250ml HDPE"
9/15/2011 10:30,FLUME_LJ,JEMEZ_S564,GRAB,Grab,Surface water,7.2,7,10.2,-9999,77.8,0.15,11.52685,3.427,0.1745,0.1499,1.5898,0.065,0.08,0.125,5.3858,0.1956,6.4461,0.7991,5.285,1.8057,0.0408,5.831,0.0123,0.021,39.9072,5831.0466,117.021,1.8403,1.5133,0.4641,1.1802,71.1128,0.3771,0.093,1.0102,3.3106,1.2702,11.6021,112.0201,0.8892,0.113,0.1,0.0015,0.21,14.8027,116.0208,223.04,29.2052,130.4234,22.6041,7.7014,27.1049,3.7907,19.2034,3.7607,12.4022,1.7223,10.2518,2.1204,0.234,0.063,15.0027,-9999,-74.3,-10.9,0.013,0.056,1.36,6.593,0.047,"used bottles: 1L amber, 250ml HDPE"
9/15/2011 10:00,FLUME_RM,JEMEZ_S565,GRAB,Grab,Surface water,6.7,6.9,11.2,-9999,75.5,-0.16,9.12964,1.38,0.1157,0.4124,4.1263,0.065,0.08,0.2451,3.295,0.7437,5.2481,0.4494,5.127,0.6547,0.0219,7.5333,0.0014,0.021,16.368,7533.3494,225.6955,0.6517,1.3572,0.4504,0.3233,29.3811,0.2359,0.0015,0.918,2.2773,1.9215,11.4881,49.409,1.2708,0.0714,0.003,0.0015,0.2145,3.7819,34.6676,82.3484,9.4446,103.8708,7.6858,1.3375,12.0371,2.1588,6.5675,3.0499,6.903,1.6693,7.9298,1.1925,0.234,0.0411,6.5675,-9999,-79.8,-11.6,0.016,0.171,1.38,0.755,0.046,"used bottles: 1L amber, 250ml HDPE"
9/15/2011 15:00,VGJJ7,JEMEZ_S566,GRAB,Grab,Surface water,-9999,7.8,-9999,-9999,-9999,0.72,15.89525,8.781,0.5226,0.7344,1.9896,0.0413,0.0246,0.0748,1.919,0.428,8.6219,1.3686,10.793,1.9999,0.072,9.016,0.0112,0.281,92.9806,9015.9881,93.9209,3.573,3.0924,0.631,3.6983,136.8591,0.7324,0.724,1.776,2.9566,1.5149,17.5514,276.8525,1.8074,0.3886,0.003,0.0015,0.2497,37.7146,265.3605,372.9673,58.5047,224.6162,49.2066,16.8201,49.9379,8.0757,44.0875,8.6921,24.5511,4.3983,20.4766,3.7924,0.234,0.2089,212.0794,-9999,-67.2,-9.8,0.02,0.04,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
9/27/2011 14:30,FLUME_RM,JEMEZ_S567,GRAB,Grab,Surface water,6.5,7,12.6,-9999,58.7,0.04,1.39447,1.607,0.09548,0.1518,0.926,0.065,0.08,0.125,2.8967,0.7557,4.941,0.4623,3.3006,1.036,0.0241,8.2869,-9999,0.3028,15.6452,8286.9076,176.6393,1.0023,0.8842,0.0015,0.1615,12.1532,0.1676,0.1585,0.0957,1.8764,1.6856,5.9755,49.6609,0.4186,0.4037,0.003,0.0015,0.0505,3.987,46.33,110.8286,11.3049,0.4037,6.682,1.5787,13.0915,1.2011,9.7505,2.1096,6.46,1.9683,7.6914,1.3122,0.6561,0.1009,17.4299,-9999,-79.6,-11.7,0.054,0.18,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
8/31/2011 12:00,FLUME_LLJ,JEMEZ_S568,GRAB,Grab,Surface water,6.4,6.6,14.9,-9999,63.5,-0.05,1.40071,2.676,0.2985,0.0075,0.5798,0.065,0.08,0.125,2.4801,0.5359,4.5508,0.464,1.6883,0.6403,0.0224,4.6601,-9999,0.2073,15.6983,4660.1185,5.1933,0.6822,0.4384,0.0158,0.1876,15.327,0.1511,0.1817,0.1975,1.2391,0.158,4.0776,65.0639,0.0015,0.0001,0.003,0.0015,0.0395,6.6446,35.3458,87.5747,11.1566,18.6207,9.9028,2.6263,16.9423,1.4514,11.0085,1.5303,6.8125,0.9182,6.1411,1.086,0.4344,0.0987,26.6575,-9.9,-84.5,-12.1,0.16,0.049,1.37,5.443,0.021,"used bottles: 1L amber, 250ml HDPE"
9/27/2011 14:00,FLUME_LJ,JEMEZ_S569,GRAB,Grab,Surface water,6.9,7.4,10.1,-9999,66.8,0.08,1.45841,2.138,0.09078,0.0986,1.5133,0.065,0.08,0.125,4.6885,0.3193,5.8927,0.7663,3.3223,1.2855,0.0402,6.4172,-9999,0.0692,13.2496,6417.1722,45.0883,0.8998,0.703,0.0138,0.4252,36.5622,0.2462,0.262,0.1285,0.9628,0.705,5.9426,48.7468,0.0015,0.0989,0.003,0.0015,0.0198,12.2609,39.8478,63.1829,12.162,35.4971,3.613,2.2683,14.6834,2.3928,9.2747,1.1865,6.6248,1.0679,5.8041,0.4944,0.3955,0.0989,29.169,-9999,-78,-11.2,0.025,0.065,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
9/27/2011 10:15,FLUME_LLJ,JEMEZ_S570,GRAB,Grab,Surface water,6.6,6.4,9.3,-9999,59.6,-0.29,1.38121,5.23,0.3403,0.0778,0.541,0.065,0.08,0.125,3.7475,0.49,4.4304,0.4652,1.6592,0.6586,0.0218,4.6319,-9999,0.2568,17.6784,4631.9486,8.9775,0.8424,0.3694,0.0168,0.1876,1995.6851,0.1343,0.1126,0.0915,0.796,0.078,4.227,64.4917,0.0015,0.0988,0.003,0.0015,0.0198,5.3924,37.9247,108.4409,10.133,5.6591,6.7257,2.5579,17.6488,1.8765,8.3849,1.5703,7.7035,0.8099,7.6343,1.2839,0.2469,0.0988,21.6289,-9.9,-85,-12.4,0.036,0.032,1.35,1.686,0.013,"used bottles: 1L amber, 250ml HDPE"
8/31/2011 10:30,FLUME_UJ,JEMEZ_S571,GRAB,Grab,Surface water,6.9,7.2,13,-9999,66.5,0.14,1.3625,2.714,0.1492,0.1494,0.902,0.065,0.08,0.125,2.9651,0.7844,5.2062,0.8828,2.6701,1.3256,0.0322,8.3946,-9999,0.0394,22.1688,8394.5979,31.6275,1.0641,0.6148,0.2552,0.7193,50.861,0.2177,0.2739,0.1379,0.4897,0.3222,6.6211,140.8952,0.0015,0.2956,0.003,0.0015,0.0591,8.769,76.852,101.1884,22.76,84.2416,16.3557,3.4091,27.1938,3.7933,24.3365,4.6899,16.7498,1.8129,14.0895,2.4632,0.2168,0.0985,42.6627,-9.9,-84.1,-11.9,0.048,0.031,1.36,3.703,0.046,"used bottles: 1L amber, 250ml HDPE"
9/27/2011 11:30,FLUME_LJ,JEMEZ_S572,GRAB,Grab,Surface water,-9999,7.4,-9999,-9999,-9999,0.99,1.39525,7.085,0.4636,0.1156,0.7357,0.065,0.08,0.125,3.2487,0.4912,12.5135,1.9446,3.2513,2.1541,0.0809,6.3258,-9999,0.0295,13.3588,6325.7761,63.8471,0.721,1.5618,0.0914,0.8939,46.4116,0.555,0.6493,0.5422,1.4095,0.8447,10.0191,61.0968,0.1238,0.0982,0.003,0.0015,0.0589,47.4433,47.1486,48.9167,11.7872,54.6138,9.0859,9.7833,15.7162,1.7877,8.3099,1.4145,5.8641,0.6581,7.6027,1.0805,0.1866,0.0982,166.0025,-9999,-75.5,-10.9,0.047,0.073,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
9/27/2011 13:00,FLUME_UJ,JEMEZ_S573,GRAB,Grab,Surface water,7.1,7.1,9.5,-9999,66.1,-0.01,1.30948,2.891,0.1639,0.3367,3.9447,0.065,0.08,0.2375,3.5155,0.5261,4.8644,0.7605,2.6469,1.2832,0.028,8.2468,-9999,0.0691,14.5184,8246.8282,25.7775,0.4948,0.5837,0.0731,0.6025,31.0281,0.1896,0.4484,0.2449,1.919,0.1551,6.074,114.5667,0.0015,0.0001,0.003,0.0015,0.0198,7.6345,62.7154,81.5794,16.7899,66.9623,15.506,3.279,15.5455,3.1802,17.0862,3.7037,12.3456,1.6987,10.5283,2.6666,0.1383,0.0988,34.5675,-8.9,-84.2,-12.3,0.069,0.038,1.33,8.442,0.036,"used bottles: 1L amber, 250ml HDPE"
9/27/2011 13:30,FLUME_UR,JEMEZ_S574,GRAB,Grab,Surface water,6.7,6.8,9.5,-9999,64.1,-0.23,1.39369,5.938,0.3667,0.0332,1.369,0.065,0.08,0.125,7.0894,0.5886,6.3798,0.5986,2.7801,1.3181,0.0447,5.9164,-9999,0.3661,12.4659,5916.3549,13.2574,0.3938,0.6599,0.096,0.376,30.4945,0.2701,0.2889,0.1039,0.9216,0.283,6.4011,50.6551,0.0015,0.0989,0.003,0.0015,0.0099,7.9544,26.0201,33.9349,8.4392,41.7509,3.9773,1.4026,8.0237,0.8212,7.3707,1.4544,4.4224,0.3166,2.9186,0.7915,0.089,0.339,24.1403,-6.9,-80.5,-12,0.076,0.051,1.37,6.624,0.016,"used bottles: 1L amber, 250ml HDPE"
