DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,Temp,EC,DO,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,dD,d18O,NH4-N,Ortho-P,FI,HIX,UVA254,UVA280,SUVA254,SUVA280,SamplingNote
MST,,,,,,pH,degC,uS/cm,%,mg/L,mg/L,mg/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,‰,‰,mg/L,mg/L,nm/nm,nm/nm,au,au,au,au,
(Detection limit),,,,,,,,,,0.00023,0.00026,0.0002,2.37,0.82,3.34,1.9,0.51,0.84,1.45,0.00424,2.265,0.7582,0.0403,0.00424,0.66,3.2668,0.1443,0.4243,0.0106,0.1527,0.123,0.00212,0.1761,0.1252,0.00636,0.00212,0.01485,0.00849,0.2715,0.0127,0.7637,0.0764,0.0127,0.0382,0.1782,0.00636,0.0191,2.1001,4.5184,0.3606,0.6788,0.1909,0.9758,0.7849,0.0424,0.2969,0.0424,0.2969,0.0212,0.063,0.0212,0.0658,0.00212,0.1365,0.4,0.1,0.01,0.01,,,,,,,
(Lab Method),,,,,,PH_EC1,OxyTem,PH_EC1,OxyTem,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,WIA_LGR,WIA_LGR,SmartChem200,SmartChem200,Fluoromax4,Fluoromax4,UV_Vis,UV_Vis,UV_Vis,UV_Vis,
6/19/2012 9:15,FLUME_LR,JEMEZ_s776,GRAB,Grab,Surface water,-9999,8.8,-9999,67.1,6.051,1.595,0.2946,1.185,28,1.67,0.95,0.255,36.5,0.725,0.00212,1.1325,5326.1802,822.4307,33.13,12944,207.69,1036.16,9154.5,0.0053,0.252,0.0615,0.00106,160.14,0.0626,0.00318,1.94,1.25,0.00424,1.2,42.03,69.62,0.0382,0.0064,0.0191,0.0891,0.00318,12.43,78.26,174.06,14.53,0.76,9.6,2.32,17.18,0.0212,19.76,2.07,7.16,0.0106,9.84,1.69,0.0329,0.00106,11.69,-80.13,-11.48,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
6/19/2012 8:45,FLUME_RM,JEMEZ_s777,GRAB,Grab,Surface water,-9999,10.8,-9999,63.6,6.012,0.5534,0.1881,1.185,21.31,1.67,0.95,0.255,31.27,0.725,0.00212,1.1325,6006.2884,700.6017,10.13,11026,275.49,895.2,7950.31,0.0053,0.242,0.0615,0.00106,125.11,0.0626,0.00318,1.33,0.00742,1.54,0.75,31.39,20.52,0.0382,0.0064,0.0191,0.0891,0.00318,3.36,18.92,44.42,2.99,0.3394,0.0955,0.4879,2.95,0.0212,9.73,0.68,6.01,0.0106,0.0315,0.0106,0.0329,0.00106,0.0682,-78.93,-11.73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
6/19/2012 10:45,FLUME_UJ,JEMEZ_s778,GRAB,Grab,Surface water,-9999,13.1,-9999,60.1,4.917,2.015,0.2142,1.185,18.15,1.67,0.95,0.255,30.01,0.725,0.00212,1.1325,4043.8157,862.6409,69.12,10548,179.49,1483.53,7447.46,0.0053,0.142,0.0615,1.51,172.77,0.0626,0.00318,1.71,0.00742,0.00424,1.05,31.64,164.47,0.0382,0.0064,0.0191,0.0891,0.00318,8.62,136.23,299.14,34.96,0.3394,34.11,5.27,22.58,4.57,33.04,5.29,10.98,1.02,21.27,1.09,0.0329,0.00106,31.15,-85.75,-12.44,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
6/19/2012 11:30,FLUME_LJ,JEMEZ_s779,GRAB,Grab,Surface water,-9999,13.6,-9999,49.5,7.553,2.889,0.2973,1.185,15.07,1.67,0.95,0.255,21.16,0.725,0.00212,1.1325,5138.0911,1265.7963,41.53,15071.6559,221.25,1756,11657.26,0.0053,0.683,0.0615,34,284.02,0.0626,0.00318,2.18,0.00742,0.00424,0.98,56.79,165.68,0.0382,0.0064,0.0191,0.0891,0.00318,28.46,172.99,295.58,38.17,20.62,26.45,9.15,26.56,4.21,32.89,7,16.51,0.0106,20.7,1.8,0.0329,0.00106,47.21,-77.82,-10.92,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
6/19/2012 12:15,FLUME_HG,JEMEZ_s780,GRAB,Grab,Surface water,-9999,18.6,-9999,68.8,4.359,2.908,0.2867,1.185,30.53,1.67,0.95,0.255,26.49,0.725,0.00212,1.1325,3330.7076,978.7187,94.35,11512.9469,179.96,1064.87,7035.47,1.04,0.136,0.0615,1.89,182.85,0.0626,0.00318,1.43,1.26,0.00424,1.93,34.6,317.35,0.0382,0.0064,0.0191,0.0891,0.00318,8.14,238.55,441.49,63.27,77.37,49.94,3.1,50.85,11.75,46,8.45,24.05,4.28,28.85,2.55,0.0329,0.00106,23.71,-83.74,-11.82,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
6/19/2012 13:00,FLUME_ULJ,JEMEZ_s781,GRAB,Grab,Surface water,-9999,13.9,-9999,57.2,3.624,0.8102,0.1977,1.185,14.81,1.67,0.95,0.255,23.63,0.725,0.00212,1.1325,3010.7101,554.615,49.91,12052,153.58,775.94,5460.64,0.0053,0.128,0.0615,0.00106,105.79,0.0626,0.00318,1.57,0.00742,0.00424,0.74,25.45,85.01,0.0382,0.0064,0.0191,0.0891,0.00318,5.93,71.91,203.37,16.78,0.3394,5.9,2.43,10.48,0.0212,19.61,3.07,10.27,0.0106,8.75,0.0106,0.0329,0.00106,10.81,-88.76,-12.81,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
6/19/2012 13:15,FLUME_LLJ,JEMEZ_s782,GRAB,Grab,Surface water,-9999,16.8,-9999,51.8,3.824,0.9832,0.1632,1.185,1.67,1.67,0.95,0.255,22.82,0.725,0.00212,1.1325,3296.9857,591.0689,55.7,9478,170.86,908.82,6081.02,0.0053,0.168,0.0615,0.00106,120.21,0.0626,0.00318,1.38,0.00742,0.00424,0.5,27.89,86.61,0.0382,0.0064,0.0191,0.0891,0.00318,6.32,79.94,226.74,15.92,0.3394,19.74,0.69,23.44,3.16,18.47,2.07,10.14,0.0106,8.3,1.09,0.0329,0.00106,12.35,-87.05,-12.39,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
6/19/2012 14:00,VGJJ7,JEMEZ_s783,GRAB,Grab,Surface water,-9999,19.9,-9999,130.7,6.705,4.131,0.442,59.64,46.39,1.67,0.95,14.18,0.42,0.725,0.00212,1.1325,3136,1430.4485,42.32,15329,164.69,1560.2,7900.35,1.06,1.06,0.0615,3.89,220.16,0.0626,0.00318,1.88,0.00742,1.4,1.37,39.68,114.82,2.24,0.0064,0.0191,0.0891,0.00318,10.65,114.21,232.42,31.9,15.75,16.34,1.31,27.28,5.67,32.95,3.71,11.72,0.0106,11.55,1.79,0.0329,0.00106,126.79,-73.99,-9.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/2/2012 8:10,FLUME_RM,JEMEZ_s784,GRAB,Grab,Surface water,7.7,13.5,-9999,-9999,6.119,1.275,0.08129,1.185,14.69,1.67,0.95,0.255,29.29,0.725,0.01,18.036,5504,590.68,9.15,11370,356.71,811.88,3287,0.72,0.2,0.09,0.4,8.36,0.01,0.19,0.68,1.64,1.39,0.32,27.4,27.05,0.73,0.01,0.01,0.01,0.12,3.49,30.06,51.1,4.61,163.33,2.71,1,7.01,1,5.01,1,1,0.0106,2,0.0106,0.0329,0.02,14.33,-78.71,-11.52,-9999,-9999,1.39,4.913416,0.047,0.041,0.036862745,0.032156863,Tritium sample
7/2/2012 9:15,CowboySp,JEMEZ_s785,GRAB,Grab,Surface water,7,10,-9999,-9999,6.708,0.8126,0.3291,16.5,40.73,1.67,0.95,19.56,25.99,0.725,0.02,21.492,7407,853.94,87.4,27621,201.99,4657,3441,1.64,0.26,0.19,0.32,27.97,0.01,0.23,0.62,2.13,0.39,0.34,17.76,85.77,0.79,0.01,0.01,0.0891,0.11,5.82,52.74,200.39,9.95,103.48,6.07,1.99,14.93,1.99,11.94,2.98,10.95,1.99,10.95,0.99,0.0329,0.06,47.06,-88.57,-12.46,-9999,-9999,1.58,-0.50415,0.023,0.02,0.028304209,0.024612355,Tritium sample
7/3/2012 9:00,SouthSp,JEMEZ_s786,GRAB,Grab,Surface water,7.8,9.3,-9999,-9999,4.375,0.432,0.2431,1.185,11.51,1.67,0.95,16.27,26.26,0.725,0.00212,14.9894,4052,427.74,45.05,9816,244.46,658.83,4195,1.08,0.01,0.15,0.27,16.05,0.01,0.15,0.4,2.24,0.25,0.28,21.3,32.19,0.21,0.0064,0.0191,0.0891,0.05,1.93,30.18,134.9,4.83,104.62,4.73,1.01,4.02,1.01,6.04,0.0212,2.01,1.01,2.01,0.0106,0.01,0.03,17.02,-90.43,-13.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Tritium sample
7/3/2012 13:00,TopHGSp,JEMEZ_s787,GRAB,Grab,Surface water,7,13.3,-9999,-9999,4.061,1.181,0.5521,1.185,27.15,1.67,0.95,35.17,42.15,0.725,0.02,17.7708,2600,819.9,326.14,18581,280.12,904.48,4564,12.13,0.3,0.53,1.47,98.12,0.05,0.6,1.39,3.85,0.25,0.12,58.12,498.99,0.16,0.01,0.04,0.05,0.1,2.2,246.88,503,58.63,247.29,72.69,8.03,68.27,14.06,71.59,16.06,48.09,6.02,33.13,6.02,0.01,0.3,66.87,-90.04,-13.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Tritium sample
7/4/2012 10:20,TopUJSp,JEMEZ_s788,GRAB,Grab,Surface water,6.9,7,-9999,62,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.04,17.3,5511,1035.8,213.69,15241,232,648.24,6843,2.76,0.02,0.2,0.96,98,0.03,0.25,0.77,3.06,0.21,0.5,33.89,250.6,0.91,0.01,0.01,0.0891,0.08,5.47,160.4,486,35.78,74,26.1,6,51,6,32,8,31,3,20,2,0.01,0.05,48.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Tritium sample; No amber bottle. It broke during transportation
7/4/2012 11:40,SpringB,JEMEZ_s789,GRAB,Grab,Surface water,5.5,14.1,-9999,44.5,7.032,1.446,0.2666,1.185,26.09,1.67,0.95,14.54,35.87,0.725,0.13,18.0253,2976,472.37,378.8,25644,220.53,3870,2811,4.77,0.09,0.39,2.13,178.11,0.04,0.41,0.89,3.2,0.19,0.16,6.57,421.93,0.29,0.0064,0.02,0.03,0.15,1.79,432,1094.61,103.72,113.79,82.78,13.09,83.58,14.1,86.6,19.13,52.77,9.06,62.13,9.06,0.0329,0.21,115.4,-86.19,-12.49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Tritium sample
7/4/2012 12:00,FLUME_UJ,JEMEZ_s790,GRAB,Grab,Surface water,7.4,14.1,-9999,-9999,6.42,3.015,0.1527,1.185,10.76,1.67,0.95,0.255,18.27,0.725,0.00212,29.77,4260.7036,987.3788,148.63,11247,157.4,1729.68,8275.52,1.47,0.76,0.07,2.14,152.24,0.04,0.00318,4.79,1.3,0.35,0.41,34.7,251.15,0.0382,0.0064,0.0191,0.0891,0.00318,9.93,238.41,561.72,55.17,0.3394,33.09,6.64,55.43,7.31,45.33,8.79,27.18,0.87,25.6,5.13,0.0329,0.00106,42.69,-85.11,-12.31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Tritium sample
7/4/2012 13:20,FLUME_HG,JEMEZ_s791,GRAB,Grab,Surface water,7.1,19.5,-9999,57.2,5.795,4.503,0.1991,1.185,14.93,1.67,0.95,0.255,13.8,0.725,0.00212,32.77,3347.3156,1086.5621,156.94,12216.2043,163.66,1273.36,7682.23,1.8,0.65,0.29,2.54,165.61,0.05,0.00318,0.00106,1.82,0.35,0.46,38.55,453.98,0.0382,0.0064,0.0191,0.0891,0.00318,9.22,388.03,675.55,93.1,109.94,55.54,9.61,90.14,11.51,71.65,11.58,40.31,5.36,38.04,2.84,0.0329,0.00106,27.6,-82.16,-11.77,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Tritium sample
7/4/2012 14:00,FLUME_ULJ,JEMEZ_s792,GRAB,Grab,Surface water,7.2,15.7,-9999,53.5,4.229,2.237,0.1352,1.185,1.67,1.67,0.95,0.255,23.92,0.725,0.00212,30.65,2890.7533,572.222,97.61,11052.6543,147.61,1259.75,6206.74,1.17,0.61,4.1,2.5,69.96,0.06,0.00318,0.00106,1.66,0.21,0.55,28.4,136.26,0.0382,0.0064,0.0191,0.0891,0.00318,6.85,123.49,376.6,26.13,0.3394,15.84,4.53,26.29,5.21,31.05,5.3,13.06,0.0106,10.11,0.48,0.0329,0.00106,15.64,-85.66,-12.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/4/2012 14:50,FLUME_LLJ,JEMEZ_s793,GRAB,Grab,Surface water,7,17.2,-9999,53.5,4.809,2.424,0.125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00212,30.32,2987.1789,581.4258,87.34,7151,144.17,1380.51,6476.95,0.0053,0.62,0.16,0.00106,54.75,0.02,0.00318,0.00106,0.00742,0.22,0.65,29.53,131.84,0.0382,0.0064,0.0191,0.0891,0.00318,23.52,132.24,343.25,30.6,0.3394,21.35,6.75,27.93,3.8,30.96,3.6,10.75,0.0106,10.94,3.92,0.0329,0.00106,14.83,-85.43,-12.38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Tritium sample
7/6/2012 11:00,FLUME_UJ,JEMEZ_s794,GRAB,Grab,Surface water,7.9,15.4,-9999,63.1,6.146,4.648,0.217,1.185,10.27,1.67,0.95,0.255,29.86,0.725,0.00212,31.65,3982.2451,958.4838,173.06,16749.1099,166.71,1891.16,7694.09,2.03,0.8,0.32,2.77,191.66,0.06,0.00318,0.00106,1.34,0.38,0.45,33.93,336.43,0.0382,0.0064,0.0191,0.0891,0.00318,11.15,319.73,684.74,75.93,0.3394,36.65,11.42,65.63,8.61,65.23,7.58,25.74,3.71,36.14,4.7,0.0329,0.00106,53.54,-81.88,-11.92,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Tritium sample
7/6/2012 12:30,FLUME_LLJ,JEMEZ_s795,GRAB,Grab,Surface water,7.2,13.3,-9999,53.6,4.68,2.189,0.1127,29.22,73.48,1.67,0.95,26.26,17.64,0.725,0.00212,25.44,3027.4936,581.2216,76.16,11253.8709,132.58,1093.9,6254.92,0.0053,0.5,0.3,0.00106,58.4,0.02,0.00318,0.00106,2.42,0.17,0.17,27.31,114.26,0.0382,0.0064,0.0191,0.0891,0.00318,6.85,117.67,335.96,22.44,0.3394,16.75,2.17,27.73,3.85,20.99,3.24,14.69,0.0106,12.33,1.63,0.0329,0.00106,15.73,-85.66,-12.51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Tritium sample
7/10/2012 10:15,FLUME_UR,JEMEZ_s796,GRAB,Grab,Surface water,6.5,12.3,-9999,67.1,6.44,2.271,0.2052,1.185,16.79,1.67,0.95,0.255,71.07,0.725,0.00212,26.81,5088.901,766.8938,30.23,14365.8844,129.6,1483.18,11419.38,0.0053,0.71,0.03,3.16,65.33,0.03,0.00318,0.00106,12.63,0.33,0.33,55.43,85.5,0.0382,0.0064,0.0191,0.0891,0.00318,10.72,67.85,146.63,16.76,12.05,7.68,2.15,16.12,0.0212,21.57,3.11,5.07,0.0106,11.31,0.0106,0.0329,0.00106,15.97,-80.25,-11.85,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/10/2012 9:45,FLUME_LR,JEMEZ_s797,GRAB,Grab,Surface water,7.2,12.5,-9999,70.6,6.006,2.246,0.2687,1.185,22.69,1.67,0.95,0.255,41.83,0.725,0.00212,84.6,5040.5163,786.1554,95.33,13754.0042,180.21,1510.19,8897.57,1.2,1.83,0.96,2.88,276.38,0.09,0.00318,0.00106,52.26,1.6,0.65,41.74,125.88,0.0382,0.0064,0.0191,0.0891,0.00318,13.62,186.41,419.95,42.81,0.3394,15.99,6.47,32.84,4.7,33.05,3.04,13.03,0.42,14.1,0.54,0.0329,0.00106,17.58,-78.01,-11.32,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/10/2012 9:15,FLUME_RM,JEMEZ_s798,GRAB,Grab,Surface water,6.7,13.7,-9999,65.2,5.477,1.224,0.1838,1.185,18.67,1.67,0.95,0.255,31.86,0.725,0.01,17.32,5295,527,12.25,16261,236.14,973,6188,1.1,0.24,0.01,0.41,12.27,0.01,0.48,0.35,7.5,1.38,0.29,29.16,35,0.87,0.0064,0.02,0.01,0.18,4.36,30.89,58.57,6.5,20.27,6.13,2.49,7.33,1.34,6.81,1.82,6.05,2.07,6,1.83,0.02,0.019,4.17,-78.49,-11.56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/10/2012 10:45,FLUME_UJ,JEMEZ_s799,GRAB,Grab,Surface water,7.2,12.2,-9999,67.9,5.844,2.937,0.2296,1.185,1.67,1.67,0.95,0.255,28.96,0.725,0.00212,24.29,4028.5089,985.0341,144.37,17428.3963,111.27,1724.06,8291.88,1.85,0.71,0.09,2.39,163.76,0.05,1.2,0.00106,3.05,0.38,0.49,34.95,301.22,0.0382,0.0064,0.0191,0.0891,0.00318,10.27,272.36,606.28,64.17,4.4,49.58,6.36,61,8.69,55.76,11.73,29.46,3.47,31.31,4.44,0.0329,0.00106,48.78,-83.31,-12.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/10/2012 11:30,FLUME_LJ,JEMEZ_s800,GRAB,Grab,Surface water,7,14,-9999,65.7,8.003,4.237,0.3451,1.185,12.85,1.67,0.95,0.255,26.75,0.725,0.00212,31.93,4724.0273,1303.7429,65.83,13757.6412,139.76,2576.05,12124.47,0.0053,1.42,0.05,15.92,150.38,0.1,2.8,1.21,4.82,0.69,0.88,62.63,215.61,0.0382,0.0064,0.0191,0.0891,0.00318,34.98,214.99,371.19,57.41,44.28,43.97,11.12,52.7,6.81,46.83,6.54,17.34,0.45,20.02,3.05,0.0329,0.00106,63.03,-76.33,-11.17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/10/2012 12:00,FLUME_HG,JEMEZ_s801,GRAB,Grab,Surface water,7.1,13.3,-9999,65.3,4.893,3.75,0.2583,1.185,1.67,1.67,0.95,0.255,24.27,0.725,0.00212,31.6,3226.2835,1082.9443,148.96,12096.3659,106.86,1245.41,7450.9,1.86,0.73,0.09,2.82,174.54,0.05,0.00318,0.00106,2.64,0.27,1.25,37.41,464.89,0.0382,0.0064,0.0191,0.0891,0.00318,9.08,385.43,696.95,91.89,100.91,50.72,7.15,94.41,13.39,68.58,15.8,40.22,3.52,37.3,5.73,0.0329,0.00106,25.29,-81.73,-11.64,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/10/2012 12:30,FLUME_ULJ,JEMEZ_s802,GRAB,Grab,Surface water,7.1,11,-9999,66,4.383,1.091,0.2002,1.185,1.67,1.67,0.95,0.255,24.09,0.725,0.00212,23.82,2942.4325,575.1645,83,11268.4353,104.21,1087.39,5958.23,1.05,0.56,0.08,0.00106,47.18,0.02,0.00318,0.00106,2.01,0.2,0.51,27.19,143.67,0.0382,0.0064,0.0191,0.0891,0.00318,6.87,116.42,365.11,30.8,0.3394,11.5,0.99,16.84,4.06,23.75,3.76,12.73,0.54,14.32,1.93,0.0329,0.00106,15.53,-86.96,-12.53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/10/2012 13:30,VGJJ7,JEMEZ_s803,GRAB,Grab,Surface water,8.6,20.2,-9999,123,6.726,4.968,0.4417,46.9,28.71,1.67,0.95,0.255,0.42,0.725,0.00212,25.87,12081.9784,1288.0999,37.9,17867.2021,108.4,1201.88,7844.21,0.0053,1.14,0.1,2.98,103.42,0.12,0.00318,0.00106,3.85,0.99,0.33,36.75,122.91,0.0382,0.0064,0.0191,0.0891,0.00318,11.03,106.39,200.88,28.65,40.64,5.82,6.34,27.91,4.31,29.11,3.09,7.64,0.67,15.85,2.45,0.0329,0.00106,113.02,-72.38,-9.99,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/31/2012 9:45,FLUME_UR,JEMEZ_s804,GRAB,Grab,Surface water,7,12.9,-9999,61,6.158,2.727,0.9523,1.185,17.31,1.67,0.95,0.255,64.6,0.725,0.05,15.65,4695.86,643.01,26.16,13422.0866,45.41,1146.63,9769.36,0.0053,0.0764,0.0615,1.29,32.81,0.0626,0.00318,0.00106,0.56,0.75,0.1358,44.46,74.98,0.82,0.0064,0.0191,0.0891,0.00318,5.48,55.59,109.12,14.99,32.48,3.89,4.82,22.53,1.82,21.95,3.73,12.82,3.31,5.76,0.0106,0.0329,0.00106,13.42,-80.64,-11.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/31/2012 9:15,FLUME_LR,JEMEZ_s805,GRAB,Grab,Surface water,7.2,12.3,-9999,63.7,6.035,2.728,0.1491,1.185,23.4,1.67,0.95,0.255,48.97,0.725,0.04,19.49,5036.26,755.21,10.64,13374.8218,76.67,1255.43,8819.35,0.0053,0.55,0.0615,0.88,15.86,0.0626,0.00318,0.8,1.19,1.17,0.1358,37.56,60.31,0.96,0.0064,0.0191,0.0891,0.00318,9.86,47.99,70.13,7.31,33.76,6.82,2.98,16.24,1.82,13.09,1.91,9.43,1.1,7.47,0.0106,0.0329,0.00106,14.73,-77.59,-11.25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/31/2012 9:00,FLUME_RM,JEMEZ_s806,GRAB,Grab,Surface water,6.7,13.5,-9999,61.2,4.981,0.8592,0.03126,1.185,16.62,1.67,0.95,0.255,33.58,0.725,0.00212,29.49,5076,462,12.76,16490.92,169.31,455,6177,0.93,0.54,0.11,2.75,7.51,0.01,0.1,0.26,0.91,1.44,0.22,27.55,15,0.63,0.01,0.01,0.01,0.01,3.56,32.09,48.16,6.17,16.08,3.57,1.34,3.96,0.94,3.97,0.99,1.82,0.59,4.56,0.34,0.01,0.0095,4.18,-76.96,-11.34,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/31/2012 10:15,FLUME_UJ,JEMEZ_s807,GRAB,Grab,Surface water,7.3,15,-9999,59.6,5.63,2.703,0.1238,1.185,10.44,1.67,0.95,0.255,29.99,0.725,0.07,10.6,3792.5,820.32,21.81,16582.3765,58.36,1220.57,7731.18,0.79,0.0764,0.0615,0.00106,29.02,0.0626,0.00318,0.00106,0.00742,0.66,0.5,30.02,142.5,1.99,0.0064,0.0191,0.0891,0.00318,4.05,89.14,135,20.97,61.26,13,1.87,27.2,2.8,23.54,6.4,16.51,0.0106,15.69,2.33,0.0329,0.00106,25.16,-84.24,-12.11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/31/2012 11:30,FLUME_LJ,JEMEZ_s808,GRAB,Grab,Surface water,6.9,15.8,-9999,44.9,11.33,7.466,0.4947,1.185,14.75,1.67,0.95,0.255,28.68,0.725,0.06,14.12,4525.44,1583.89,12.9,14494.5043,107.22,2652.87,18154.5,0.97,1.11,0.0615,69.96,30.35,0.0626,0.00318,0.81,0.00742,1.53,0.1358,76.85,150.9,1.66,0.0064,0.0191,0.0891,0.00318,50.51,109.26,124.58,26.75,61.73,23.87,12.35,23.53,3.02,21.37,6.45,20.22,3.25,14.94,1.96,0.0329,0.00106,78.46,-74.24,-10.86,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/31/2012 11:45,FLUME_HG,JEMEZ_s809,GRAB,Grab,Surface water,7.5,18.8,-9999,58.1,5.3,4.144,0.1843,1.185,1.67,1.67,0.95,0.255,23.99,0.725,0.03,12.73,3229.98,1067.54,31.3,12286.6704,39.31,1345.2,7829.13,0.51,0.0764,0.0615,0.76,37.46,0.0626,0.00318,0.69,1.32,0.64,0.1358,36.93,273.17,0.51,0.0064,0.0191,0.0891,0.00318,4.01,150.15,189.61,37.36,149.86,33.96,4.8,44.13,7.17,46.45,10.13,29.38,3.78,23.06,4.25,0.0329,0.00106,14.9,-80.49,-11.69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/31/2012 12:30,FLUME_ULJ,JEMEZ_s810,GRAB,Grab,Surface water,7.2,14,-9999,55.9,4.04,1.672,0.1039,1.185,1.67,1.67,0.95,0.255,25.45,0.725,0.06,7.79,2773.25,492.67,46.16,10606.9679,12.86,816.5,5931.28,0.78,0.0764,0.0615,0.00106,17.15,0.0626,0.00318,0.00106,0.00742,0.52,0.1358,23.49,88.14,0.0382,0.0064,0.0191,0.0891,0.00318,2.04,63.63,150.15,14.71,0.3394,15.51,2.92,21.66,1.57,20.88,3.31,11.49,2.69,8.53,0.0106,0.0329,0.00106,8.33,-84.89,-12.31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/31/2012 13:15,VGJJ7,JEMEZ_s811,GRAB,Grab,Surface water,8.7,20.2,-9999,104.5,9.045,6.696,0.4195,47.87,34.54,1.67,0.95,0.255,12.65,0.725,0.04,16.53,11266.14,1409.84,28.92,17198.6856,67.23,1140.38,11616.09,0.0053,0.86,0.0615,1.9,45.42,0.0626,0.00318,0.74,0.00742,1.53,0.58,47.63,128.39,1.76,0.0064,0.0191,0.0891,0.00318,13.76,99.57,155.72,25.72,52.53,15.87,8.88,28.16,3.59,24.7,2.72,19.57,0.0106,19.85,0.0106,0.0329,0.00106,154.95,-71.29,-9.69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/12/2012 18:00,FLUME_LLJ,JEMEZ_s812,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-79.25,-11.49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
