DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,pH,EC,TIC,TOC,TN,F-,Cl-,NO2-,NO3-,SO4,PO4,Na23,Mg24,Al27,Si28,K39,Ca40,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,Y89,Cd111,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,Pb208,SamplingNote
MST,,,,,pH,uS/cm,mg/L,mg/L,mg/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,
(Detection limit),,,,,,,0.5,3.5,0.7,1.26,1.02,0.66,1.42,1.14,3.03,0,0,0,0.1,0.7,0.4,0.001,0.001,0.008,0.001,0.136,0.002,0.022,0.07,0.025,0.05,0.08,0.04,0.25,0.26,0.09,0.36,0.04,0.17,0.06,0.1,0.04,0.08,0.03,0.041,
(Lab Method),,,,,PH_EC1,PH_EC1,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,
5/26/2009,MG_S_SEEP,MG-240,GRAB,SW,5.59,142,5.37,5.71,0.71,10.43,95.45,-9999,-9999,131.77,0.38,6337.8,4832.6,127.9,16617,9059.1,40084.5,0.175,0.935,111.308,0.18,7.526,15.983,13.131,1154.673,0.04,237.669,510.987,127.549,714.986,166.566,39.611,213.902,31.491,194.096,35.056,150.127,20.202,192.71,23.173,0,
6/1/2009,MG_S_SEEP,MG-252,GRAB,SW,5.61,148,3.63,5.31,0.42,11.18,112.87,-9999,-9999,136.56,-9999,6311.8,4728.9,209.7,16422.6,5854.5,22179.1,0.285,69.252,451.127,2.513,6.609,17.59,25.603,1106.054,0,298.773,1028.887,133.162,674.712,207.756,36.011,199.842,37.594,207.756,43.53,175.702,24.139,150.969,27.305,0,
6/8/2009,MG_S_SEEP,MG-262,GRAB,SW,6,144,3.5,5.68,0.87,11.34,108.85,-9999,-9999,138.63,0.08,6654,4709.9,155.3,15572.7,11555.3,43357.5,0.337,19.521,591.241,0.597,5.712,17.777,12.065,939.973,0,252.53,659.384,119.651,561.178,119.852,38.28,174.366,32.468,178.174,36.677,133.881,19.18,149.113,23.85,0.842,
6/15/2009,MG_S_SEEP,MG-270,GRAB,SW,7.1,102,2.34,9.9,1.05,12.94,115.77,-9999,-9999,137.78,0.27,6580.6,4340.4,75.2,16441.5,3280.5,6641.6,0.286,10.621,644.06,0.4,3.86,23.902,23.522,864.08,0.06,250.023,528.049,125.612,582.054,170.616,39.404,191.818,26.802,163.815,36.003,97.209,11.761,130.012,17.482,0.24,
7/4/2009,MG_S_SEEP,MG-292,GRAB,SW,6.62,92,1.35,17.12,1.37,17.81,67.05,-9999,125.56,232.85,-9999,3863.1,2622.1,189.2,8266.7,3244.3,7637.2,0.38,7.926,202.165,0.314,4.864,32.426,53.524,1811.476,0.08,494.403,1130.922,212.173,1062.866,298.243,79.865,348.284,53.644,348.284,59.448,238.194,32.226,220.179,29.824,0.12,
2/1/2010,MG_S_SEEP,MG-378,GRAB,SW,6.02,26.2,1.88,15.97,0.15,4.55,26.16,-9999,31.29,4.91,30.35,397.5,562.1,36.5,953.6,4146.8,1513.7,0.165,8.07,19.734,0.163,0.97,6.103,3.152,275.035,0.02,155.585,313.178,52.196,248.936,60.829,14.575,45.571,7.087,48.984,5.842,20.879,2.489,25.697,2.389,0.142,
2/15/2010,MG_S_SEEP,MG-385,GRAB,SW,7.18,50.6,3.48,20.78,0.22,35.2,2353.46,8.31,47.79,-9999,-9999,3339.9,2459.9,1838,8199.8,2419.9,8163.3,0.806,6.44,737.98,0.41,4.78,33.999,8.82,1863.95,0.214,621.983,3459.907,281.992,1317.964,405.989,98.997,409.989,64.598,387.99,75.198,251.993,34.199,253.993,36.199,0.412,
3/23/2010,MG_S_SEEP,MG-393,GRAB,SW,5.95,61.1,2.3,10.97,0.38,28.02,68.11,-9999,14.39,141.27,-9999,3314.5,2390.5,2330.2,8657.9,1942.5,5092.1,0.691,10.185,775.395,0.729,5.986,58.657,8.979,3756.449,0.335,1323.797,5082.254,562.463,2531.083,771.378,169.743,829.633,127.759,771.378,150.258,466.041,69.504,468.049,73.321,0.55,
3/29/2010,MG_S_SEEP,MG-401,GRAB,SW,5.48,81.5,8.18,9,0.51,29.45,83.59,-9999,29.23,-9999,-9999,3933.1,2923.5,1356.6,-9999,2271.5,3870,0.745,7.361,801.334,0.574,5.763,43.958,5.826,2965.566,0.053,1041.103,4269.574,422.751,1977.044,614.146,209.903,595.216,103.269,586.804,123.25,370.17,56.156,391.202,54.053,0.328,
4/6/2010,MG_S_SEEP,MG-397,GRAB,SW,6.2,86.3,5.39,10.67,0.24,41.33,81.19,-9999,27.05,-9999,-9999,3828.6,2964.1,1160.9,-9999,2181.9,3993.3,0.683,7.328,734.853,0.628,5.228,39.11,6.134,2717.102,0.141,944.81,3849.228,370.514,1854.628,559.888,193.696,564.004,83.366,516.661,107.861,362.28,53.313,360.222,47.961,0.348,
4/12/2010,MG_S_SEEP,MG-405,GRAB,SW,5.85,78,2.81,11.04,0.68,45.3,84.49,-9999,-9999,169.64,-9999,3578.5,2725.4,1219.2,-9999,2205.3,3620.1,0.703,6.491,765.622,0.568,4.993,37.657,5.888,2683.838,0.327,957.028,3724.086,374.489,1703.925,543.009,176.426,501.399,80.931,513.882,109.642,337.04,51.596,347.443,60.959,0.368,
4/21/2010,MG_S_SEEP,MG-423,GRAB,SW,5.98,63.1,3.65,9.66,0.88,18.25,75.06,-9999,7.42,-9999,23.23,3311.1,2172.9,908.5,-9999,2131.5,3228.3,0.542,5.008,579.441,0.457,3.663,34.973,3.891,2483.319,0.019,776.037,2669.568,329.04,1558.283,492.525,114.44,426.303,75.741,455.275,95.815,306.276,45.528,331.109,45.321,0.221,
4/26/2010,MG_S_SEEP,MG-415,GRAB,SW,5.85,82.2,4.49,9.01,0.97,12.92,86.45,-9999,17.5,-9999,-9999,3894.5,2713.7,971.6,-9999,2195.9,3666.7,0.553,5.427,604.897,0.572,4.599,35.009,9.985,2465.162,0.112,718.833,2775.896,329.379,1603.391,430.885,123.051,470.245,73.748,464.03,92.185,333.522,49.925,327.307,47.646,0.218,
5/1/2010,MG_S_SEEP,MG-419,GRAB,SW,5.91,71.6,4.99,9.45,0.94,12.66,84.24,-9999,19.24,-9999,11.52,3893.6,2733.8,969.3,-9999,2195.3,3665.8,0.518,5.509,631.676,0.532,4.66,34.38,4.184,2692.39,0.028,842.925,3003.05,354.153,1663.068,540.549,125.714,478.417,81.807,486.701,113.08,312.731,51.777,362.437,53.226,0.217,
5/11/2010,MG_S_SEEP,MG-440,GRAB,SW,5.63,92.9,4.76,8.8,0.54,14.86,85.49,-9999,19.49,212.95,17.75,3414.6,3425.6,921,-9999,2523.1,3985,0.533,5.723,572.307,0.615,5.703,33.846,15.056,2358.972,0.077,724.102,2707.689,309.743,1446.152,471.794,110.154,428.717,71.59,469.743,97.231,303.589,47.795,307.692,46.154,0.215,
5/17/2010,MG_S_SEEP,MG-458,GRAB,SW,5.4,102.1,1.97,7.75,0.36,15.69,86.93,-9999,21.16,-9999,-9999,3656.3,3744.9,872.4,-9999,2572,3900.1,0.508,6.996,590.536,0.765,6.255,34.774,4.774,2386.836,0.21,767.491,2736.631,308.643,1471.197,485.598,101.091,446.503,76.132,425.927,94.033,308.643,45.885,320.988,46.502,0.321,
5/24/2010,MG_S_SEEP,MG-476,GRAB,SW,5.78,105.1,5.51,7.92,0.32,12,83.77,4.05,650.41,-9999,4.22,-9999,4125.7,1108.4,-9999,2750.4,27738.2,0.554,6.999,644.507,0.776,6.589,36.33,5.562,2216.774,0.144,685.558,2463.082,289.412,1375.221,400.251,88.014,373.567,68.761,416.671,90.108,295.57,44.13,322.253,48.441,0.314,
6/1/2010,MG_S_SEEP,MG-489,GRAB,SW,5.98,109.5,12.94,6.79,0.27,15.16,98.02,-9999,37.01,320.76,-9999,7690.4,4173.1,848.1,-9999,3147.8,4014.1,0.557,5.734,491.223,0.71,6.877,27.268,7.719,2225.54,0.078,629.567,1990.956,272.679,1299.234,366.913,86.215,451.123,65.964,417.038,91.227,284.709,42.305,316.789,51.729,0.329,
6/7/2010,MG_S_SEEP,MG-500,GRAB,SW,6,113.6,10.61,7.13,0.25,14.91,126.7,-9999,189.31,342.58,-9999,5939.5,5441.2,895,-9999,3316.2,5341.6,0.551,9.909,501.429,0.959,9.03,27.968,6.812,2157.543,0.09,647.263,1971.755,273.688,1402.403,439.5,87.7,403.541,72.318,411.531,90.297,283.677,39.955,311.645,50.143,0.262,
6/14/2010,MG_S_SEEP,MG-508,GRAB,SW,6.1,124.5,4.7,9.67,0.31,19.9,114.59,3.14,79.79,367.74,-9999,4281.1,4200.3,876.4,3438,3438,3655.1,0.525,22.059,544.51,1.403,7.234,28.617,7.273,2364.841,0.075,743.236,2404.586,317.962,1337.427,455.083,93.004,455.083,69.157,470.981,91.613,300.076,46.502,327.898,48.887,0.223,
6/21/2010,MG_S_SEEP,MG-516,GRAB,SW,7,140,8.1,6.79,0.74,13.78,107.31,2.4,-9999,349.4,2.83,15926.8,4896.2,1844.5,28767.3,4036,7525.2,0.78,69.802,979.231,2.808,12.868,65.512,14.487,6297.761,0.448,2768.675,6395.25,990.484,4601.46,1275.15,308.064,1374.589,226.173,1277.1,253.47,742.863,108.797,721.415,106.263,0.957,
7/29/2010,MG_S_SEEP,MG-562,GRAB,SW,6.1,128,2.01,13.15,0.59,10.17,93.39,-9999,-9999,386.6,-9999,19308.9,4926.6,1074.7,32578.8,3509.1,9257.2,0,21.334,925.12,0.439,8.254,36.088,13.139,2751.435,0.045,1056.71,4087.276,378.821,1808.371,516.392,130.793,624.057,90.718,590.163,123.416,386.796,77.758,434.647,83.54,0.327,
8/3/2010,MG_S_SEEP,MG-578,GRAB,SW,6,-9999,2.23,9.57,0.44,11.27,87.45,15.18,-9999,333.8,-9999,5359.4,4141.4,1469.4,20300.7,2781.2,6110.5,0.758,12.449,838.787,0.586,8.041,45.715,4.163,3642.909,0.077,1275.528,4867.416,494.905,2316.359,647.968,150.002,708.173,119.389,696.949,147.961,443.884,69.389,488.782,64.185,0.429,
8/8/2010,MG_S_SEEP,MG-594,GRAB,SW,6.4,111.4,2.15,8.57,0.3,6.57,80.93,-9999,-9999,287.02,-9999,5268,3829.4,1903.9,15358.3,2937.9,5551.7,0.848,7.312,897.252,0.448,7.909,47.293,5.195,3706.48,0.111,1235.493,4830.577,489.134,2329.209,646.102,160.007,716.991,123.549,738.258,144.816,470.905,67.851,488.121,70.889,0.397,
8/13/2010,MG_S_SEEP,MG-607,GRAB,SW,6.4,125,1.09,7.69,0.37,6.13,82.65,-9999,-9999,320.84,106.81,8171,5481,1576.3,20629.7,5824.9,17373.5,0.792,9.247,827.283,0.802,7.811,43.372,6.335,3202.708,0.072,1114.422,4086.213,421.673,1997.927,592.35,138.55,591.346,103.41,620.462,127.506,402.597,60.239,442.757,60.239,0.283,
8/18/2010,MG_S_SEEP,MG-622,GRAB,SW,6.1,116.4,3.31,8.15,0.42,-9999,78.42,5.71,-9999,285.03,-9999,5106.8,3688.3,1384.9,21683.7,3039.8,5471.6,0.805,14.052,862.491,1.039,7.189,42.768,1.853,3543.645,0.05,1252.495,4643.397,474.523,2280.967,636.43,160.89,729.095,113.03,689.382,142.56,446.01,67.207,460.267,68.022,0.384,
8/22/2010,MG_S_SEEP,MG-638,GRAB,SW,6.6,114.3,7.93,8.64,0.43,13.75,91.13,-9999,-9999,325.77,-9999,5330.2,3957.9,1066.4,23269.8,3222,5986.5,0.773,12.676,719.336,1.036,7.505,42.858,9.537,3350.194,0.053,1167.035,4235.531,447.699,2173.099,627.784,147.891,675.069,109.661,684.124,137.831,408.462,62.477,460.777,61.068,0.334,
8/28/2010,MG_S_SEEP,MG-654,GRAB,SW,6.6,128.6,4.88,8.03,0.44,13.8,94.13,-9999,-9999,335.29,-9999,5483.3,4082.4,964.6,13227.9,3302,6123.7,0.54,16.362,661.553,1.242,7.777,39.491,4.121,3040.112,0.056,1030.204,3747.115,418.142,1949.308,571.662,129.281,582.772,100.899,625.192,119.18,383.802,56.358,412.082,63.125,0.244,
9/2/2010,MG_S_SEEP,MG-671,GRAB,SW,6.6,123.1,4.54,8.74,0.55,11.43,89.35,-9999,3.81,339.11,-9999,6466.2,4675.9,1263.6,14027.6,2696,5981.7,0.621,3.449,781.999,0.433,7.157,34.284,5.303,2434.037,0.054,727.104,2775.838,313.835,1470.78,408.09,107.719,470.235,70.432,468.164,92.493,284.834,45.366,345.944,53.963,0.233,
9/8/2010,MG_S_SEEP,MG-685,GRAB,SW,6.5,-9999,6.32,9.25,0.19,7.68,66.47,3.68,-9999,57.42,-9999,5462.5,2210,384.1,9423.8,1522.4,6275.6,0.262,1.543,288.344,0.092,0.709,10.284,1.351,634.154,0.008,281.286,724.892,86.201,384.122,72.288,21.575,109.893,14.921,101.828,19.66,62.004,7.672,69.666,12.058,0.087,
9/12/2010,MG_S_SEEP,MG-695,GRAB,SW,6.5,133.3,3.7,8.3,0.51,10.58,90.24,-9999,-9999,354.33,-9999,6196.3,4512.1,1418.5,13993.7,2786.3,5967.6,0.765,11.167,1016.104,1.227,7.435,35.413,9.225,2635.834,0.068,867.209,3430.608,349.097,1730.395,465.798,108.653,533.203,85.111,528.173,108.653,333,47.385,373.242,58.451,0.259,
9/18/2010,MG_S_SEEP,MG-708,GRAB,SW,6.5,139.1,4.04,7.17,0.19,10.85,97.73,-9999,-9999,373.5,-9999,6495.7,4639.8,913.7,13392.1,2783.9,6263.7,0.576,7.461,646.936,0.61,7.103,29.127,6.04,2197.333,0.086,725.631,2401.736,286.164,1328.62,332.155,87.996,370.992,69.19,395.52,86.565,265.724,40.267,320.913,49.874,0.17,
9/22/2010,MG_S_SEEP,MG-717,GRAB,SW,6.6,123.8,4.71,7.05,0.36,10.66,93.9,5.4,-9999,355.48,-9999,6430.6,4807.1,727.7,13493.7,2909.6,6599.2,0.444,5.429,567.429,0.503,7.205,26.841,6.593,2163.577,0.046,640.909,2041.11,282.694,1357.338,377.605,81.44,382.708,63.887,407.201,90.829,286.776,42.353,331.68,51.946,0.109,
9/28/2010,MG_S_SEEP,MG-730,GRAB,SW,6.6,128.2,4.38,6.96,0.38,18.05,101.39,-9999,-9999,371.3,-9999,6180.9,4573.9,625.2,12567.8,2946.2,6551.7,0.447,6.94,568.53,0.432,6.333,24.684,3.824,1689.404,0.038,516.937,1760.217,214.463,1041.968,275.16,60.191,346.985,47.04,299.439,67.07,197.266,36.317,248.858,39.655,0.143,
10/2/2010,MG_S_SEEP,MG-743,GRAB,SW,6.6,83.6,4.33,6.72,0.36,9.93,103.95,17.19,8.08,366.5,6.48,6808.3,4498.3,271.4,12962,3363.6,6403,0.387,8.668,413.163,0.497,5.003,21.772,3.392,1670.88,0.022,603.542,1458.223,235.949,3068.344,298.733,71.291,326.075,54.481,369.619,94.379,199.493,32.101,194.43,44.354,0.263,
10/8/2010,MG_S_SEEP,MG-758,GRAB,SW,6.6,121.3,4.93,330.04,6.36,9.56,96.52,4.28,-9999,373.19,143.39,6524.5,4619.8,325,13079.3,3302.8,6706.9,0.334,24.851,359.178,1.167,5.292,19.518,3.984,1448.787,0.038,463.813,1428.665,192.165,3813.127,257.562,49.802,272.654,48.494,312.898,81.695,200.214,28.171,218.324,49.299,0.131,
2/2/2009,MG_WEIR,MG-12,GRAB,SW,7.1,-9999,4.86,6.01,1.42,-9999,15.64,0.71,0.25,5.92,0.03,4622.8,2074.7,1071.7,166179.4,986.5,5116.3,0.565,3.716,500.771,0.564,1.362,12.319,9.024,731.126,0.026,399.616,1342.067,120.185,490.756,127.196,32.35,139.214,24.237,144.222,26.841,86.834,13.22,88.236,12.82,0.511,
2/9/2009,MG_WEIR,MG-23,GRAB,SW,7.1,-9999,4.5,3.84,0.83,-9999,14.53,0.81,0.09,5.8,0.02,4550,2066.3,683.9,154719.4,901.8,5496.6,0.432,2.37,327.391,0.447,1.054,9.038,3.314,505.147,0.023,265.127,849.611,79.337,334.421,91.69,24.002,100.427,18.378,95.807,19.684,58.75,8.898,61.963,8.717,0.432,
2/16/2009,MG_WEIR,MG-34,GRAB,SW,7.1,-9999,2.1,8.54,0.49,6.66,63.1,-9999,1.41,24.44,0.12,4027.5,1903,2054.9,145997.7,935.2,4722.3,0.981,7.909,848.014,0.508,1.484,17.141,5.212,1082.571,0.015,648.54,2135.07,187.445,800.902,201.478,46.21,220.524,39.293,230.547,43.102,133.317,19.647,133.317,18.644,0.742,
2/23/2009,MG_WEIR,MG-49,GRAB,SW,7.2,-9999,2.56,12.29,0.83,14.88,66.99,-9999,-9999,20.73,0.08,3810.1,1682.1,2290.1,127679.3,1059.3,4560,1.201,8.636,1109.762,0.623,1.907,16.646,9.403,1220.738,0.047,701.168,2108.547,210.855,876.712,229.014,49.334,246.165,44.895,253.227,50.04,140.234,20.884,139.225,20.177,1.059,
3/2/2009,MG_WEIR,MG-64,GRAB,SW,7.2,-9999,2.98,8.6,0.35,7.11,68.26,-9999,-9999,28.32,0.1,2682.9,2037.4,1787.5,316705.5,756.5,4780.8,0.76,4.439,846.55,0.408,1.406,14.159,3.746,900.778,0.124,512.148,1677.033,163.686,666.796,171.72,38.863,180.758,32.536,181.762,35.65,106.446,15.565,95.199,16.77,0.402,
3/9/2009,MG_WEIR,MG-78,GRAB,SW,7.2,-9999,3.82,8.45,0.61,7.69,70.61,-9999,1.98,28.52,-9999,4155.3,2139.1,1134.3,331606.1,1074.6,5598.4,0.539,2.68,531.014,0.305,1.205,10.941,27.103,690.619,0.017,350.329,1174.454,117.445,471.789,117.445,30.215,133.506,23.891,136.518,26.5,79.301,11.945,68.359,13.15,0.261,
3/16/2009,MG_WEIR,MG-92,GRAB,SW,7.7,-9999,4.28,8.29,1.22,8.03,74.13,-9999,-9999,31.11,-9999,3659.6,2233.3,864.1,274004,1188.9,10021.8,0.457,2.336,430.023,0.329,1.133,9.733,3.238,429.021,0.015,232.553,718.71,70.568,283.675,70.969,19.045,79.89,14.635,82.597,16.239,47.413,6.916,50.52,7.077,0.2,
3/23/2009,MG_WEIR,MG-107,GRAB,SW,7.4,-9999,5.63,5.93,0.7,8.52,156.24,2.18,1.14,29.96,0.32,3069,2729.1,476.6,8107.2,839.7,86450.6,0.251,1.928,245.791,0.293,2.098,8.153,7.883,339.711,0.072,187.84,518.558,59.05,220.812,56.552,14.987,68.042,11.49,67.443,12.489,45.861,6.275,41.165,6.365,0.11,
3/30/2009,MG_WEIR,MG-121,GRAB,SW,7.8,-9999,5.5,5.32,0.36,4.91,40.05,-9999,-9999,15.51,-9999,4308.9,1314.4,335.1,13737.2,1443.9,7115.7,0.272,1.106,173.985,0.422,0.955,7.342,3.228,305.73,0.05,154.877,412.334,45.86,206.167,58.732,11.264,49.279,10.157,62.051,13.175,39.624,5.712,38.116,7.241,0.101,
4/6/2009,MG_WEIR,MG-135,GRAB,SW,7.7,-9999,5.45,4.6,0.37,-9999,936.85,-9999,50.05,408.28,-9999,6009.6,1695.5,262.8,10634.7,2561.3,8076.3,0.231,1.103,140.334,0.368,0.682,5.613,1.283,256.611,0.04,125.298,336.802,36.888,152.363,39.695,10.525,36.086,7.758,51.322,10.325,37.389,4.872,37.79,5.002,0.1,
4/13/2009,MG_WEIR,MG-150,GRAB,SW,7.31,-9999,4.83,7.09,0.6,18,112.36,-9999,46.05,84.74,-9999,4625.7,1832.2,472.6,12751,1164.5,16240.8,0.507,3.059,301.679,0.42,2.574,11.665,62.548,565.146,0,245.366,923.139,89.297,374.082,96.135,41.028,164.114,13.978,119.264,20.313,61.744,12.751,49.878,13.616,0.543,
4/20/2009,MG_WEIR,MG-163,GRAB,SW,7.15,86,6.38,5.91,0.7,10.33,81.68,-9999,10.05,31.32,234.49,5204.4,2053.9,57.6,13160.6,1182.5,17705.8,0.11,0.04,37.288,0.001,0,5.454,39.083,233.302,0,32.104,159.922,20.339,130.211,26.122,14.995,45.065,8.036,58.625,2.233,30.11,7.697,31.506,3.649,0.1,
4/27/2009,MG_WEIR,MG-180,GRAB,SW,7.3,89,6.11,5.2,0.63,-9999,808.3,-9999,27.36,390.5,-9999,5592,2155.5,32.3,13359.9,1301.4,21751.8,0.053,0,13.421,0,0.813,5.354,11.794,186.062,0.051,32.942,78.085,20.538,102.487,1.57,11.835,0,3.681,61.817,0,29.079,0,38.026,4.596,0.041,
5/4/2009,MG_WEIR,MG-195,GRAB,SW,7.2,92,5.2,5.75,0.7,15.73,80.25,-9999,55.32,93.38,304.66,6009.2,2208.7,43.6,12734.7,1538.1,19589.5,1.343,0.279,43.377,-0.004,1.791,7.919,347.218,193.606,-0.002,48.75,94.913,20.893,104.265,4.596,16.416,43.377,1.934,36.214,5.83,10.864,0,23.48,0,0.796,
5/11/2009,MG_WEIR,MG-211,GRAB,SW,7.33,96,6.58,4.7,0.49,11.68,80.88,-9999,76.28,86.23,-9999,6045.8,2280.3,23,13535.2,1658.9,18914.2,0.081,0,13.765,0.077,0.356,3.305,10.837,156.272,0,32.217,81.169,17.761,69.454,0,0,63.806,6.82,0,0,20.543,0,11.987,5.523,0,
5/18/2009,MG_WEIR,MG-223,GRAB,SW,7.18,101,5.71,11.82,0.91,10.41,73.38,-9999,1.81,25.76,-9999,6163.3,2313.7,15.6,13044.7,1629.6,42054.4,0.104,0,7.38,0.042,0.419,4.887,7.38,191.083,0,27.526,42.485,19.906,103.121,36.701,0.908,12.187,4.169,1.566,2.593,4.707,0,27.526,5.784,0,
5/26/2009,MG_WEIR,MG-238,GRAB,SW,7.32,97,7.28,4.28,0.42,10.86,75.97,-9999,-9999,24.57,-9999,6162.5,2213.7,22.9,12983.1,1561.6,40692.1,0.086,0,11.527,0.025,0.578,5.365,15.855,201.427,0,23.932,73.391,20.143,103.107,14.718,0,59.431,1.041,28.12,0,21.938,1.807,14.519,5.265,0,
6/1/2009,MG_WEIR,MG-250,GRAB,SW,7.05,100,6.07,4.38,0.46,12.11,86.11,-9999,-9999,27.32,-9999,6229.7,2243.5,41.1,12038.7,1654.6,23357,0.126,0,10.556,0.024,0.481,5.549,7.211,158.045,0,18.649,69.708,19.55,104.763,42.867,0,52.081,6.009,25.239,7.832,23.637,2.844,29.446,1.058,0,
6/8/2009,MG_WEIR,MG-260,GRAB,SW,7.17,100,7.46,4.27,1.58,12.09,73.38,-9999,2.94,27.76,0.19,6493.8,2264.8,26.5,12626.8,1761.7,42370.3,0.19,0.02,19.281,0.029,1.122,6.534,9.38,177.377,0,42.891,65.138,17.658,139.296,29.663,1.824,67.343,7.837,16.796,4.449,11.805,3.367,32.269,6.354,0.742,
6/15/2009,MG_WEIR,MG-268,GRAB,SW,6.63,108,8.83,5.12,1.09,18.17,79.83,-9999,4.27,27.74,-9999,6613,2357.5,34.4,12326.9,1914,9202.9,0.19,0,19.06,0.059,1.418,6.993,33.065,176.612,0.999,37.16,71.124,14.844,111.881,32.366,0,53.343,7.292,13.865,6.253,14.125,0,38.959,0,0,
6/22/2009,MG_WEIR,MG-275,GRAB,SW,6.78,108,9.39,3.76,0.72,13.36,74.67,-9999,6.36,27.84,0.09,6835,2392.3,40,12102,1801.2,11150,0.148,0.02,16.866,0.028,1.206,5.77,36.829,171.077,0.101,24.124,70.16,20.505,62.923,0,0,28.546,0.257,35.783,9.81,7.036,4.624,32.567,7.076,0.08,
6/29/2009,MG_WEIR,MG-281,GRAB,SW,6.72,108,7.94,4.16,0.56,17.19,81.27,-9999,21.83,81.7,-9999,7011.2,2511.2,33.8,12355,1816.1,15162.8,0.123,0,10.909,0.037,0.603,5.685,24.65,187.635,0.181,41.987,51.429,22.5,93.014,0,13.5,0,0,18.322,1.808,11.712,4.359,28.125,1.573,0.08,
7/4/2009,MG_WEIR,MG-290,GRAB,SW,7.1,88,6.04,10.14,1.04,17.92,79.4,-9999,117.25,49.01,-9999,6300,1928,129.8,10419.9,1786,10855.4,0.262,1.134,112.599,0.043,3.24,13.98,105.599,393.997,3.16,159.999,397.997,68.8,239.998,33.6,5.82,89.799,9.74,62.6,5.4,38.8,8.94,52.8,3.14,0.24,
7/9/2009,MG_WEIR,MG-299,GRAB,SW,-9999,-9999,7.88,8.32,2.05,29.41,66.37,-9999,16.74,-9999,-9999,6143.9,1845.2,180.3,10026.4,1629,11380.2,0.206,1.835,142.09,0.063,1.001,9.88,9.406,432.275,0.08,187.92,478.304,68.243,282.18,43.828,19.713,43.428,9.986,92.059,18.772,42.827,11.267,64.241,8.365,0.14,
7/14/2009,MG_WEIR,MG-307,GRAB,SW,-9999,-9999,9.97,5.76,1.85,19.71,139.77,-9999,32.77,52.52,-9999,6770.7,2305.8,40,10753.5,1817.4,10472.9,0.151,0.21,25.783,0.053,1.887,6.75,7.546,253.64,0.084,88.669,132.899,31.862,155.119,36.684,17.839,3.144,5.639,45.068,11.592,36.684,6.163,29.976,0,0.042,
7/19/2009,MG_WEIR,MG-312,GRAB,SW,6.72,104,9.6,5.03,2.1,12.37,55.79,31.85,13.55,3.73,-9999,6648.2,2256,44.7,10441.4,1824.7,10140.2,0.154,7.71,61.291,0.031,0.599,6.169,7.387,237.577,0.16,68.478,131.566,33.94,201.641,30.546,10.282,22.36,0,30.945,6.169,25.554,5.61,44.72,2.336,0.06,
7/24/2009,MG_WEIR,MG-318,GRAB,SW,6.4,103,8.88,4.98,0.5,30.99,87.98,33.23,15.56,36.45,-9999,6819.1,2266.3,34.6,10744.6,1766.5,9599.9,0.118,1.295,27.519,0.032,0.607,6.172,2.428,240.793,0.081,72.036,136.584,35.208,143.667,27.924,2.711,30.352,8.296,37.03,7.285,38.648,0,36.018,7.912,0.061,
7/29/2009,MG_WEIR,MG-322,GRAB,SW,6.85,113,10.39,4.89,0.76,12.69,66.85,36.85,17.09,-9999,-9999,7084,2551.9,35.9,10819.9,2031.3,10217.2,0.131,1.831,32.664,0.017,3.797,5.185,4.083,198.637,0.061,55.324,105.545,17.618,79.822,1.488,4.573,32.051,0,6.553,9.452,14.29,9.125,35.522,6.124,0.061,
8/13/2009,MG_WEIR,MG-328,GRAB,SW,6.35,130,8.44,6.95,3.58,-9999,87.06,-9999,242.34,86.74,-9999,7640.3,2763.5,44.1,10566.4,2560.3,10759.2,0.15,3.19,29.464,0.035,5.405,10.463,34.457,197.713,0.102,69.291,141.63,24.181,127.203,44.501,6.828,12.172,1.561,20.32,14.366,11.054,0,27.635,2.926,0.102,
8/23/2009,MG_WEIR,MG-331,GRAB,SW,6.81,114,9.12,4.78,1.7,16.12,-9999,3.61,59.26,73.64,-9999,7750.7,2670.6,46.8,11084,2208.8,11172.2,0.19,2.47,32.73,0.039,2.671,10.963,8.835,168.87,0.1,57.428,130.718,21.485,122.084,0,8.996,16.546,8.233,10.923,3.614,14.839,6.164,29.517,2.088,0.12,
