DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,pH,EC,TIC,TOC,TN,F-,Cl-,NO2-,NO3-,SO4,PO4,Na23,Mg24,Al27,Si28,K39,Ca40,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,Y89,Cd111,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,Pb208,SamplingNote
MST,,,,,pH,uS/cm,mg/L,mg/L,mg/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,
(Detection limit),,,,,,,0.5,3.5,0.7,1.26,1.02,0.66,1.42,1.14,3.03,0,0,0,0.1,0.7,0.4,0.001,0.001,0.008,0.001,0.136,0.002,0.022,0.07,0.025,0.05,0.08,0.04,0.25,0.26,0.09,0.36,0.04,0.17,0.06,0.1,0.04,0.08,0.03,0.041,
(Lab Method),,,,,PH_EC1,PH_EC1,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,
8/28/2009,MG_WEIR,MG-350,GRAB,SW,6.72,110,8.17,5.44,0.72,14.69,92.82,-9999,12.22,18.54,114.86,7218.8,2239.6,37.2,8898.5,2179.6,23890,0.202,0.948,32.594,0.003,36.254,8.193,20.436,227.961,0.18,73.387,156.173,27.395,134.777,10.198,9.858,53.991,5.119,27.595,7.459,38.793,0.768,37.793,2.34,0,
9/7/2009,MG_WEIR,MG-337,GRAB,SW,6.76,93.2,7.5,4.13,0.27,74.82,79.75,-9999,90.35,51.43,-9999,7105.7,2033.1,78.9,10165.4,1725.1,20122.6,0.17,3.45,60.59,0,1.812,8.812,27.96,243.567,2.58,86.154,190.627,23.954,132.05,11.736,13.97,12.058,0.515,32.61,11.635,31.402,0,44.889,4.469,0.181,
9/12/2009,MG_WEIR,MG-344,GRAB,SW,6.81,106,9.46,3.42,0.27,18.65,90.1,-9999,70.81,55.56,-9999,7054.8,2144.5,53.1,10341.7,1685.5,22055.5,0.11,0.72,38.882,0,0.601,5.492,0.401,181.982,0.06,70.147,132.478,21.846,115.843,16.074,9.42,37.479,2.044,26.656,9.019,23.449,6.915,34.873,5.492,0.02,
9/17/2009,MG_WEIR,MG-338,GRAB,SW,6.61,111.5,9.93,3.23,0.16,17.31,84.4,-9999,19.23,59.36,-9999,7442.6,2328.3,61.7,10487.4,1785,21219.3,0.35,18.01,35.82,0.073,0.995,7.148,17.134,202.981,0.259,83.382,208.951,26.069,117.411,27.462,6.229,29.85,6.627,31.442,8.955,12.378,0,27.064,7.781,1.035,
9/22/2009,MG_WEIR,MG-340,GRAB,SW,6.82,115,10.88,3.26,0.49,20.19,82.39,-9999,12.71,60.4,-9999,7685.5,2468.2,64.8,10374.4,1802,23154.2,0.57,13.85,38.528,0.065,1.204,6.927,12.642,214.713,0.181,79.664,177.188,25.685,132.841,42.341,20.267,22.475,0,36.12,17.538,31.304,4.615,17.378,6.803,0.682,
9/27/2009,MG_WEIR,MG-342,GRAB,SW,6.73,116,10.9,3.09,0.25,17.05,79.92,-9999,24.92,64.35,-9999,7576.9,2525.6,56.1,10543.6,1770,23791.2,0.77,12.11,39.087,0.02,1.002,7.525,11.826,183.811,0.2,77.573,157.953,19.203,84.389,35.078,11.225,57.128,1.283,27.662,9.541,6.234,6.915,58.33,0.261,0.922,
10/2/2009,MG_WEIR,MG-353,GRAB,SW,6.8,115.5,11.58,2.57,0.38,12.04,80.51,-9999,18.93,20.4,19.86,6703.3,2421.2,26.8,8884.3,1774.9,25095.1,0.18,2.23,35.417,0.036,0.4,5.863,8.404,142.669,0.14,60.029,86.042,16.628,61.43,20.41,14.327,0,0,9.685,10.025,3.882,4.862,14.367,0,0.02,
10/9/2009,MG_WEIR,MG-356,GRAB,SW,6.76,105,9.71,4.54,0.59,10.52,80.17,-9999,35.4,19.06,-9999,47229.1,8229,107.3,8024.8,1399.2,134262.6,3.829,5.418,51.733,0.919,34.828,25.643,61.937,186.769,0.815,181.677,148.071,43.586,165.791,57.721,8.432,36.458,12.159,41.957,11.65,15.072,8.351,270.887,7.21,0.91,
10/16/2009,MG_WEIR,MG-358,GRAB,SW,6.75,100,9.4,4.08,0.75,13.57,86.89,-9999,26.13,20.08,-9999,40660.9,5388.1,108.9,8150.6,1446.3,122783.9,2.637,0.807,71.917,0.058,1.998,17.22,77.511,194.976,0.999,114.069,189.382,28.367,142.237,49.943,7.751,52.939,12.506,27.369,3.766,16.581,14.783,4.195,6.033,0.39,
10/30/2009,MG_WEIR,MG-360,GRAB,SW,6.9,88,8.97,3.37,0.6,12.1,78.9,-9999,28.93,19.57,-9999,43316,5915.8,131.4,7562.8,1122.4,155817.2,2.701,0.096,56.821,0.095,1.601,10.124,53.68,158.259,0.2,85.032,155.058,19.227,90.834,60.042,0,44.417,10.244,31.412,11.444,16.606,0.4,43.616,4.722,0.6,
11/6/2009,MG_WEIR,MG-361,GRAB,SW,6.41,93.1,9.97,2.43,0.32,22.15,116.01,3.99,180.96,44.46,32.12,9418.4,2650.2,4.2,8664.1,1484,6890.5,0.06,0,5.565,0.12,0.458,1.674,7.239,60.762,0.041,3.66,5.816,4.261,70.688,16.845,1.584,14.238,2.359,18.349,2.477,1.955,0.157,11.33,6.861,0,
11/13/2009,MG_WEIR,MG-363,GRAB,SW,6.8,100.7,9.55,3.62,0.38,23.59,92.52,-9999,54.4,39.78,193.07,9439.6,2702.9,2.7,9112,1562.3,7125.8,0.033,0,5.258,0.064,0.842,2.674,10.816,47.871,0.101,1.462,5.488,5.128,15.323,6.84,4.81,6.139,2.523,4.62,0.006,2.624,2.123,5.007,6.548,0,
11/28/2009,MG_WEIR,MG-365,GRAB,SW,6.83,90.2,8.85,3.39,0.7,43.72,92.51,4.01,17.05,68.75,16.55,27253,2176.2,15.8,7466.8,1263.8,10828.2,0.367,0.519,13.856,0.345,0.962,4.452,7.187,113.2,0.545,17.469,31.345,12.278,27.352,24.357,4.752,9.284,0.845,14.774,1.276,12.678,1.12,7.946,0.477,0.613,
12/4/2009,MG_WEIR,MG-367,GRAB,SW,7.03,84,9.13,2.6,0.58,17.72,99.39,-9999,6.72,67.71,13.48,32749.1,2252.5,17.2,8044.6,1142.3,8654.1,1.259,0.261,15.385,1.193,0.579,4.223,2.755,87.687,0.182,20.112,35.598,13.073,45.653,291.618,13.414,19.267,8.829,14.561,12.349,13.374,10.719,12.007,10.981,0.296,
12/11/2009,MG_WEIR,MG-370,GRAB,SW,7.34,88.5,7.86,3.63,0.5,21.73,133.77,6.25,28.38,63.4,20.97,25155.1,2389,18.7,7909.8,1260.8,7536.5,0.223,0.339,20.678,0.165,0.618,4.758,2.63,102.185,0.217,13.069,47.579,10.74,34.731,12.587,0.95,13.25,0.391,4.116,0.733,14.294,0.371,8.532,1.066,0.243,
1/4/2010,MG_WEIR,MG-372,GRAB,SW,7.15,80.9,7.31,3.38,0.58,28.91,100.37,3.41,101,68.1,15.76,23948.7,2128.7,40.8,8494.9,1100.5,7356.8,0.207,0.198,26.107,0.171,0.5,5.623,3.615,127.724,0.067,23.296,59.042,13.756,53.419,25.304,5.603,4.86,1.811,15.925,4.097,10.282,0.86,14.499,0.775,0.164,
1/18/2010,MG_WEIR,MG-373,GRAB,SW,7.22,81.4,7.78,3.24,0.43,16.91,99.28,17.68,28.89,71.16,15.24,26511.3,2170.7,29.5,8421.7,1099.4,9018.3,0.225,0.131,22.712,0.195,0.629,5.668,2.613,58.489,0.038,8.663,37.184,7.397,8.04,7.296,1.25,0,0,14.994,0,4.603,0,3.035,0,0.137,
2/1/2010,MG_WEIR,MG-376,GRAB,SW,6.93,56.2,2.52,12.99,0.14,54.35,65.16,-9999,17.86,61.12,141.18,3539.3,1363.1,1828.3,7058.4,920.2,4994.7,0.791,4.085,586.512,0.328,0.882,16.645,4.186,855.498,0.013,398.424,1494.594,131.864,586.512,162.201,38.224,155.325,27.101,167.661,30.135,91.819,12.843,98.898,14.097,0.491,
2/8/2010,MG_WEIR,MG-380,GRAB,SW,7.11,50.5,2.66,11.16,0.16,17.76,61.29,-9999,21.77,-9999,-9999,3483.6,1411.5,1573.6,6887.1,866.9,5462.4,0.557,3.704,424.438,0.23,0.949,16.157,4.184,762.787,0.001,330.341,1419.465,131.135,504.521,138.743,32.834,140.945,27.629,161.767,29.631,85.488,10.631,94.097,12.333,0.424,
2/15/2010,MG_WEIR,MG-383,GRAB,SW,7.18,50.6,5.74,11.77,0.18,16.87,67.73,-9999,35.83,-9999,-9999,3235.3,1344,1431.9,6850,858.8,20472.9,0.601,3.076,515.251,0.21,1.015,15.018,4.913,774.873,0.04,291.576,1188.272,117.429,493.283,149.383,30.156,138.399,26.961,150.182,31.954,90.868,13.241,92.865,15.497,0.27,
2/22/2010,MG_WEIR,MG-386,GRAB,SW,6.85,58.5,4.25,9.51,0.14,11.64,67.34,-9999,15.81,-9999,-9999,3314.8,1405.8,1116.3,6729.5,816.7,7227.9,0.575,2.816,413.357,0.3,0.759,12.98,2.536,613.046,0.008,239.627,1022.409,96.45,397.382,101.842,22.365,95.651,19.41,132.793,22.365,81.074,8.986,73.685,8.846,0.262,
3/1/2010,MG_WEIR,MG-389,GRAB,SW,7.07,41.1,2.45,12.09,0.42,14.61,56.43,7.09,8.82,-9999,11.65,3008.1,1265.4,1303.5,6597.7,810.2,5400.6,0.531,2.727,461.236,0.223,0.72,16.965,3.59,772.068,0.043,296.795,1147.073,111.499,491.316,154.013,31.083,139.774,24.265,153.612,31.284,79.012,13.075,92.448,12.614,0.265,
3/17/2010,MG_WEIR,MG-390,GRAB,SW,6.75,41,2.06,14.2,0.7,6.53,55.13,-9999,25.7,-9999,-9999,2641.9,1196.9,1308.9,5704.1,830.6,4139.5,0.45,3.342,338.241,0.19,0.773,13.79,4.363,824.588,0.076,336.24,1238.883,116.483,508.362,156.712,32.023,158.713,23.417,150.507,28.62,98.47,13.289,103.274,12.249,0.3,
3/23/2010,MG_WEIR,MG-391,GRAB,SW,7.39,35.8,2.07,10.18,0.36,13.82,58.14,-9999,15.28,-9999,17.31,2837,1292.6,1252.7,6373.2,881.1,4409.4,0.529,3.356,475.494,0.222,0.923,12.127,4.235,777.173,0.023,307.673,1138.788,119.872,511.456,136.255,26.772,144.846,22.776,145.845,30.767,82.512,11.588,90.304,11.568,0.302,
3/29/2010,MG_WEIR,MG-399,GRAB,SW,7.06,231.5,6.74,9.02,0.19,9.74,55.33,-9999,17.42,-9999,-9999,2956.8,1345.3,935.6,-9999,882.8,3738.2,0.606,2.218,428.732,0.152,0.674,12.397,10.37,794.104,0.025,342.141,1248.179,123.973,473.083,165.368,104.965,156.498,26.611,150.795,34.214,90.393,12.587,87.647,15.227,0.281,
4/6/2010,MG_WEIR,MG-395,GRAB,SW,6.4,45.5,3.07,12.7,0.46,14.29,70.95,-9999,39.71,-9999,-9999,2916.4,1324.1,1070.8,-9999,970.7,3512.5,0.626,3.342,549.226,0.213,1.009,14.625,3.938,994.142,0.302,470.461,1775.406,170.09,721.658,217.136,116.87,188.61,24.055,194.784,45.343,122.405,18.329,126.237,18.393,0.456,
4/12/2010,MG_WEIR,MG-402,GRAB,SW,6.79,350,3.23,14.17,0.98,24.61,61.8,-9999,10.02,-9999,-9999,3028.2,1354.3,1120.8,-9999,982.1,3427.7,0.587,3.386,580.399,0.204,0.877,15.267,2.355,1055.654,0.024,515.209,1901.018,176.643,725.499,212.392,112.084,203.981,31.964,205.032,40.165,130.8,22.501,136.057,13.48,0.307,
4/21/2010,MG_WEIR,MG-421,GRAB,SW,7.01,46.7,3.53,9.12,0.95,46.7,66.01,-9999,12.13,-9999,16.65,3130.4,1396.3,988.6,-9999,1056.5,3480.5,0.575,2.966,514.874,0.192,0.972,18.021,2.595,1118.305,0.02,434.553,1697.023,163.112,747.596,238.901,55.812,178.146,33.364,189.473,42.837,138.604,22.448,143.547,18.927,0.251,
4/26/2010,MG_WEIR,MG-413,GRAB,SW,7.11,51.3,3.54,9.61,0.82,13.8,69.33,-9999,10.25,-9999,-9999,3601.3,1544,825.8,-9999,1115.6,3891.1,0.534,2.422,467.757,0.194,1.07,15.585,5.071,883.771,0.414,355.992,1517.106,134.325,579.522,180.066,63.52,115.697,26.906,166.613,37.255,109.281,15.192,113.421,16.744,0.337,
5/1/2010,MG_WEIR,MG-417,GRAB,SW,7.11,52.8,3.69,8.41,0.97,7.36,70.61,-9999,15.71,-9999,-9999,3684.6,1621.6,809.8,-9999,1080.4,4100.9,0.443,2.54,451.727,0.158,0.899,13.094,2.665,832.677,0,347.642,1440.531,126.151,526.668,191.516,52.459,145.094,26.229,169.658,32.266,113.869,16.362,102.003,15.009,0.231,
5/11/2010,MG_WEIR,MG-438,GRAB,SW,7.12,67.8,4.19,12.76,0.62,11,75.86,-9999,28.23,88.66,-9999,3259.7,1871.4,430.6,-9999,1206.9,4115.8,0.327,1.671,264.983,0.128,0.704,10.061,6.045,532.037,0.078,201.429,813.582,73.491,331.229,92.744,17.39,69.144,15.63,98.334,23.6,68.109,11.386,63.141,6.852,0.127,
5/17/2010,MG_WEIR,MG-456,GRAB,SW,6.56,76.1,3.58,10.35,0.92,21.63,87.25,-9999,43.87,-9999,-9999,3685.1,1993.7,281.6,-9999,1289.7,4438.4,0.21,1.61,152.843,0.118,0.839,10.224,3.285,412.206,0.265,179.371,534.643,51.832,220.387,74.891,15.509,39.384,8.469,51.832,15.08,56.525,8.122,47.547,6.53,0.241,
5/24/2010,MG_WEIR,MG-474,GRAB,SW,7.47,77.8,5.9,7.35,0,9.61,66.15,3.72,200.74,-9999,-9999,-9999,2168.3,208.6,-9999,1335.8,28933.2,0.171,1.409,126.62,0.088,0.783,11.864,4.828,300.698,0.064,123.143,351.837,37.638,132.552,54.207,0,9.103,5.646,44.389,10.269,25.979,5.278,32.524,1.6,0.072,
6/1/2010,MG_WEIR,MG-487,GRAB,SW,7.5,79.6,12.96,5.38,0,8.27,81.15,-9999,26.58,85.88,-9999,7381,2055.5,151.4,-9999,1526.4,3619.3,0.261,1.734,266.607,0.063,1.447,12.415,9.586,295.099,0.051,112.138,286.958,37.447,211.657,42.128,9.016,35.819,8.181,50.269,9.036,29.713,3.338,37.04,5.434,0.299,
6/7/2010,MG_WEIR,MG-498,GRAB,SW,7.3,77.7,11.87,5.37,0,17.96,80.37,10.53,108.34,83.11,-9999,4114.3,2136.2,145.8,-9999,1542.6,3465.7,0.183,0.577,82.574,0.062,0.696,8.504,3.081,295.787,0.026,100.034,230.057,40.465,170.694,34.714,13.762,50.941,11.79,51.147,11.482,32.454,2.855,36.563,4.724,0.191,
6/14/2010,MG_WEIR,MG-506,GRAB,SW,7,81.5,7.43,10.61,0.72,15.89,70.52,-9999,25,79.12,-9999,4842.5,2118.1,128.9,1506.9,1506.9,4130.3,0.13,0.583,84.724,0.069,1.114,9.824,3.853,278.38,0.143,104.292,213.828,38.126,132.533,49.624,5.588,55.474,8.634,45.993,10.147,30.46,7.524,35.907,6.818,0.094,
6/21/2010,MG_WEIR,MG-514,GRAB,SW,7.3,100.2,8.13,12.51,1.15,11.78,84.35,1.94,2.45,102.61,202.63,17634.5,2459.7,36.7,26382.3,1957.7,7478.3,0,1.202,34.525,0,2.593,7.337,7.847,207.936,0.789,61.204,141.436,25.305,116.13,30.013,7.435,56.3,12.653,26.09,5.63,27.659,7.258,25.109,4.845,0.167,
6/30/2010,MG_WEIR,MG-519,GRAB,SW,6.9,87.7,15.44,26.41,1.88,13.15,63.4,2.26,6.66,75.38,2.07,16262.5,2204.7,67.2,26901.8,1803.7,7221,0,1.521,58.279,0,2.527,8.357,34.77,302.261,3.418,107.47,192.617,35.758,186.295,10.866,14.856,61.242,14.362,40.499,7.073,32.794,6.322,37.536,8.416,0.012,
7/5/2010,MG_WEIR,MG-524,GRAB,SW,7.3,96.3,17.17,7.25,0.32,18.6,88.78,6.49,5.24,80.28,2.69,7253,2682.6,41.8,24839.1,2110.6,8266.5,3.305,0.331,42.411,0,3.584,11.429,7.965,242.92,0.078,92.987,142.367,29.867,130.619,14.396,6.411,52.765,11.131,56.947,8.94,33.65,6.75,37.832,8.184,0.157,
7/12/2010,MG_WEIR,MG-527,GRAB,SW,7.1,89.4,10.05,9.2,0.66,15.89,86.39,1.13,0.86,61.82,204.59,12904.6,2378.7,74.6,24580.1,3254.5,8087.7,0,1.461,81.164,0,6.846,11.014,79.577,303.623,0.911,113.71,210.353,37.903,192.493,41.078,19.071,75.806,11.927,38.895,11.847,39.292,6.529,36.316,3.929,1.324,
7/19/2010,MG_WEIR,MG-531,GRAB,SW,6.7,88.7,22.24,6.44,0.28,12.63,67.29,-9999,-9999,63.01,-9999,17479.9,2508.5,52.6,36234,1746.4,9038.6,0,0.449,54.971,0,1.13,5.457,2.838,265.926,0,97.44,186.942,38.301,200.437,0.617,8.653,68.268,11.828,45.049,9.248,33.538,6.866,31.355,7.502,0,
7/24/2010,MG_WEIR,MG-545,GRAB,SW,7.2,85.6,7.54,11.94,0.76,12.85,65.58,-9999,-9999,43.32,-9999,27911.3,2432.3,318.4,34889.1,3323.7,9888.6,0,4.438,197.232,0,4.916,16.459,40.999,654.786,0.118,306.496,786.141,98.715,495.568,110.856,29.057,194.247,27.863,132.748,24.878,88.963,21.694,98.317,21.096,0.601,
7/29/2010,MG_WEIR,MG-560,GRAB,SW,7.1,61.1,2.98,14.61,0.45,9.29,48.07,-9999,-9999,40.32,-9999,18035.8,1755.9,1303,43445.4,1412.7,7772.3,0,17.579,963.77,0,1.385,16.382,9.181,1484.564,0.018,750.264,2115.105,247.427,1107.437,283.344,76.623,351.187,69.439,353.183,65.848,213.506,40.905,223.483,47.291,0.503,
8/3/2010,MG_WEIR,MG-576,GRAB,SW,7.2,-9999,3.3,12.15,0.57,6.38,70.47,19.95,-9999,50.49,-9999,4040.6,1816.9,907.4,10469.8,1413.1,5015.9,0.599,4.532,441.101,0.154,1.777,22.106,27.657,1029.572,5.047,476.429,1665.484,157.464,661.147,166.548,38.861,163.52,33.31,186.736,31.392,110.023,12.718,111.032,13.93,0.605,
8/8/2010,MG_WEIR,MG-592,GRAB,SW,7.4,66.1,2.47,13.37,0.61,-9999,59.39,-9999,-9999,38.46,-9999,3503.1,1492.2,1462,14853.2,1704,4423.9,0.743,3.781,578.741,0.171,2.521,17.342,7.34,1421.646,0.132,585.799,1845.116,207.702,912.475,237.949,51.421,231.9,44.968,274.247,53.337,146.198,21.173,144.181,14.519,0.351,
8/13/2010,MG_WEIR,MG-605,GRAB,SW,7.6,70.7,3.07,8.6,0.28,3.91,55.02,-9999,-9999,57.85,-9999,4357.4,1946.2,646.4,13657.3,1280.6,5749.4,0.631,2.501,367.049,0.138,0.732,11.596,0,760.315,0,370.074,1179.8,118.988,514.272,131.089,37.814,143.189,23.697,142.181,26.52,82.283,11.798,85.208,13.008,1.069,
8/18/2010,MG_WEIR,MG-620,GRAB,SW,7.3,64.4,4.96,12.2,0.78,-9999,62.54,-9999,-9999,45.45,-9999,4022.7,1684,875.5,16232.3,1826,5195.2,0.81,6.178,432.157,0.188,10.55,33.477,150.139,1186.909,7.071,525.486,1704.279,177.529,809.533,209.992,45.853,187.674,37.23,245.497,39.868,124.778,16.536,119.705,15.825,0.728,
8/22/2010,MG_WEIR,MG-636,GRAB,SW,7.4,77,5.97,8.71,0.45,9.08,66.38,-9999,-9999,61.93,-9999,4438,1814.7,447.2,20710.8,1420.7,6134.3,0.811,2.241,289.143,0.077,2.691,11.206,0.564,668.33,0,307.152,909.449,98.949,444.22,120.059,26.013,108.053,17.008,114.056,22.311,71.035,9.335,61.13,7.854,0.106,
8/28/2010,MG_WEIR,MG-652,GRAB,SW,7.2,88.9,6.9,7.31,0.29,10.04,75.33,7.84,-9999,67.73,-9999,4880.4,1998.2,284.5,9080.8,1372,6740.6,0.355,2.956,188.653,0.084,0.524,9.069,0,472.137,0,189.662,632.543,63.96,310.723,60.127,14.326,65.171,11.299,89.585,15.637,51.552,4.812,48.626,4.57,0.052,
9/2/2010,MG_WEIR,MG-669,GRAB,SW,7.1,83.5,7.74,7.38,0.55,5.43,74.84,-9999,3.31,68.44,-9999,6334.5,2356.5,137.2,10009.7,1629.6,6529,0.158,0.905,116.551,0.067,4.126,8.293,12.996,323.867,0.052,95.922,304.27,36.615,171.216,21.763,10.304,41.257,5.518,59.1,8.468,29.602,2.094,45.073,10.294,0.027,
9/8/2010,MG_WEIR,MG-683,GRAB,SW,6.5,-9999,4.24,8.86,0.42,10.5,88.94,4.1,-9999,337.79,-9999,6104,4609.6,1983.6,14460.2,2736.3,5851.4,0.996,9.693,1411.024,0.883,7.802,41.819,6.534,3139.016,0.06,1145.179,4488.691,436.599,2167.659,575.657,137.012,649.275,100.305,624.736,128.833,404.902,56.032,461.139,65.643,0.331,
9/12/2010,MG_WEIR,MG-693,GRAB,SW,7.3,105.3,7.15,6.95,0.19,5.74,73.87,3.74,-9999,74.75,-9999,5782.4,2345.9,78.6,9260.1,1544.2,6852.5,0.072,0.345,75.899,0.057,0.878,7.005,2.039,302.789,0.011,98.406,195.804,31.086,132.218,6.964,5.884,49.96,8.105,35.325,7.822,21.801,2.574,39.262,9.74,-0.004,
9/18/2010,MG_WEIR,MG-706,GRAB,SW,7.3,99.8,7.56,8.34,0.34,9.29,77.55,-9999,-9999,73.85,-9999,6221.5,2421.8,55.8,9332.2,1595.9,7056.6,0.09,0.507,61.893,0.044,0.577,5.749,1.34,238.364,-0.002,76.215,130.947,24.45,96.676,5.811,4.327,9.79,1.942,30.998,6.384,9.299,0,21.893,6.015,0,
9/22/2010,MG_WEIR,MG-715,GRAB,SW,7.2,86.5,8.89,6.06,0,7.56,78.48,6.86,-9999,68.72,-9999,6384.5,2428.2,89.4,9566.3,1697.6,7368.3,0.112,1.575,106.358,0.049,0.627,6.392,1.094,280.212,0,87.745,196.353,31.294,102.267,4.592,3.917,22.908,1.793,37.43,7.435,13.602,5.522,25.976,4.479,0.016,
9/28/2010,MG_WEIR,MG-728,GRAB,SW,7.2,149.6,8.83,6.88,0.39,9.88,69.02,6.2,-9999,56.99,-9999,5542.6,2191.7,128.5,8514.1,1596.2,6764.9,0.113,1.99,136.814,0.056,0.614,8.219,1.171,323.378,0,118.157,268.445,35.654,137.85,20.522,0.157,26.223,7.038,44.672,7.38,13.474,1.233,33.892,4.996,0.036,
10/2/2010,MG_WEIR,MG-741,GRAB,SW,6.7,78,8.55,5.54,0.33,8.49,69.94,-9999,5.72,59.85,-9999,6171.4,2288.7,52.9,8869,1277.2,7254.5,0.149,0.503,63.003,0.055,0.61,5.36,1.851,261.925,0.014,85.252,175.965,34.182,356.986,31.552,3.125,40.148,8.272,79.589,33.373,30.642,1.507,37.519,21.439,0.011,
10/8/2010,MG_WEIR,MG-756,GRAB,SW,6.7,75.9,8.55,12.43,0.35,8.83,76.9,6.69,-9999,46.35,-9999,6204.1,2346.9,52.8,8756.8,1318.4,7530.6,0.222,1.204,66.544,0.057,0.617,5.144,1.909,248.008,0.013,83.894,175.545,31.741,428.657,26.128,-0.512,41.845,8.308,64.196,33.374,29.802,4.736,36.13,19.392,0.01,
10/24/2010,MG_WEIR,MG-771,GRAB,SW,-9999,91.9,20.17,5,0.28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
10/31/2010,MG_WEIR,MG-777,GRAB,SW,-9999,85.8,5.44,4.07,0.34,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
11/7/2010,MG_WEIR,MG-783,GRAB,SW,-9999,87.2,5.39,4.06,0.31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
11/14/2010,MG_WEIR,MG-788,GRAB,SW,-9999,75.1,4.99,3.47,0.17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
