,SampleCode (na),location (na),record count (na),SiteCode (na),sampling_date_JD (na),evaporated (na),bad_filters  (na),storage_time_days (na),Li7 (nM ),B11 (nM ),Ca43 (nM ),Rb85 (nM ),Sr88 (nM ),In115 (nM ),Na23 (nM ),Mg25 (nM ),Al27 (nM ),Si28 (nM ),P31 (nM ),Ca44 (nM ),Mn55 (nM ),Fe56 (nM ),Fe57 (nM ),Co59 (nM ),Ni60 (nM ),Cu63 (nM ),Cu65 (nM ),Zn64 (nM ),Zn66 (nM ),Rb85 (nM ).1,Sr88 (nM ).1,Mo98 (nM ),In115 (nM ).1,Ba138 (nM),Sample id (na),descp no (na),date (na),time (na),year (na),month (na),day (na),hour (na),minute (na),filter pore-size (na),method  (na),method No. (na),DateTime
372,1595.0,0.0,373.0,ERCZO_Elder_Creek_,999.66875,0.0,0.0,298.33125,143.43,3526.8,372359.43,3.15,1811.64,0.0,345718.9,200087.05,263.22,260318.92,33.27,398818.41,4.52,155.91,154.9,0.18,4.13,1.53,1.14,14.63,14.86,0.0,1900.8,0.0,0.0,224.02,1595K,0.0,9/26/2010,16:03,2010.0,9.0,26.0,16.0,3.0,0.45,Control,1,2010-09-26 16:03:00
373,1596.0,0.0,374.0,ERCZO_Elder_Creek_,1000.66875,0.0,0.0,297.33125,139.44,3455.18,368303.79,3.11,1774.83,0.0,329529.56,197688.86,92.5,260889.13,26.91,364598.89,1.75,13.26,13.38,0.1,6.44,1.45,1.53,14.12,14.33,0.0,1915.79,0.0,0.0,222.73,1596K,0.0,9/27/2010,16:03,2010.0,9.0,27.0,16.0,3.0,0.45,Control,1,2010-09-27 16:03:00
374,1597.0,0.0,375.0,ERCZO_Elder_Creek_,1001.66875,0.0,0.0,296.33125,138.35,3389.96,359893.1,3.06,1722.84,0.0,341670.68,189352.49,35.05,196260.56,29.93,384531.97,1.14,14.82,13.07,0.06,2.5,1.03,0.9,8.56,9.28,0.0,1864.39,0.0,0.0,220.35,1597K,0.0,9/28/2010,16:03,2010.0,9.0,28.0,16.0,3.0,0.45,Control,1,2010-09-28 16:03:00
375,1598.0,0.0,376.0,ERCZO_Elder_Creek_,1002.66875,0.0,0.0,295.33125,137.82,3420.6,358267.65,3.01,1722.73,0.0,341760.45,193239.84,65.93,262808.76,31.58,392683.08,0.63,12.39,9.98,0.09,1.21,1.03,0.81,10.49,10.98,0.0,1899.2,0.0,0.0,222.45,1598K,0.0,9/29/2010,16:03,2010.0,9.0,29.0,16.0,3.0,0.45,Control,1,2010-09-29 16:03:00
376,1599.0,0.0,377.0,ERCZO_Elder_Creek_,1003.66875,0.0,0.0,294.33125,146.15,3564.81,370027.79,3.16,1831.26,0.0,353661.41,201490.87,39.98,268837.46,29.73,404954.57,1.11,14.41,12.54,0.11,4.89,1.94,1.49,7.48,9.19,0.0,1936.51,0.0,0.0,235.53,1599K,0.0,9/30/2010,16:03,2010.0,9.0,30.0,16.0,3.0,0.45,Control,1,2010-09-30 16:03:00
377,1600.0,0.0,378.0,ERCZO_Elder_Creek_,1004.66875,0.0,0.0,293.33125,137.93,3387.1,353490.53,2.95,1775.62,0.0,349641.03,200263.26,69.84,273193.45,136.11,391643.36,4.42,16.15,15.87,0.18,2.31,2.84,2.46,21.73,23.49,0.0,1912.33,0.0,0.0,222.42,1600K,0.0,10/1/2010,16:03,2010.0,10.0,1.0,16.0,3.0,0.45,Control,1,2010-10-01 16:03:00
378,1675.0,0.0,379.0,ERCZO_Elder_Creek_,1011.0,0.0,0.0,60.0,103.14,3113.99,365740.5,2.28,1609.01,-2.56,362289.5,213999.02,49.3,,661.55,398276.53,16.53,41.72,37.71,0.21,0.02,4.92,3.81,151.81,137.99,0.0,1971.2,0.0,184.28,142.66,1675K,0.0,10/8/2010,,2010.0,10.0,8.0,0.0,0.0,0.45,Ref,9,2010-10-08 00:00:00
379,1726.0,0.0,380.0,ERCZO_Elder_Creek_,1027.622222,0.0,0.0,43.37777778,81.34,3066.26,221027.47,2.03,1009.6,0.0,227278.73,124286.77,167.21,,618.68,226845.79,8.76,127.21,127.0,0.3,0.04,7.72,6.95,70.59,67.1,0.0,977.98,0.0,0.0,77.42,1726K,0.0,10/24/2010,14:56:05,2010.0,10.0,24.0,14.0,56.0,0.2,MB,6,2010-10-24 14:56:00
380,1727.0,0.0,381.0,ERCZO_Elder_Creek_,1028.622222,0.0,0.0,42.37777778,86.91,3191.22,273426.83,2.1,1136.87,0.0,254450.28,140679.41,571.84,,171.29,275913.95,7.4,247.69,257.86,0.21,0.02,3.66,3.54,38.52,37.98,0.0,1196.55,0.0,0.0,90.27,1727K,0.0,10/25/2010,14:56:24,2010.0,10.0,25.0,14.0,56.0,0.2,MB,6,2010-10-25 14:56:00
381,1728.0,0.0,382.0,ERCZO_Elder_Creek_,1029.622222,0.0,0.0,41.37777778,90.76,3355.3,274777.88,1.9,1262.06,0.0,288694.05,167195.61,54.21,,201.41,286209.06,8.46,35.52,31.96,0.31,0.11,4.99,4.63,62.87,55.18,0.0,1335.58,0.0,0.0,93.56,1728K,0.0,10/26/2010,14:56:25,2010.0,10.0,26.0,14.0,56.0,0.2,MB,6,2010-10-26 14:56:00
382,1729.0,0.0,383.0,ERCZO_Elder_Creek_,1030.622222,0.0,0.0,40.37777778,92.2,3506.87,323394.31,1.81,1423.93,0.0,277854.56,176237.93,49.19,,255.58,330811.73,4.94,16.42,19.01,0.15,0.06,2.8,2.58,71.71,67.27,0.0,1506.31,0.0,0.0,100.82,1729K,0.0,10/27/2010,14:56:28,2010.0,10.0,27.0,14.0,56.0,0.2,MB,6,2010-10-27 14:56:00
383,1730.0,0.0,384.0,ERCZO_Elder_Creek_,1031.622222,0.0,0.0,39.37777778,88.62,3807.32,281298.61,2.09,1266.56,0.0,263994.44,146881.64,87.17,,416.68,271427.14,0.93,69.93,69.52,0.16,0.06,9.8,9.64,83.36,82.43,0.0,1231.5,0.0,0.0,82.29,1730K,0.0,10/28/2010,14:56:23,2010.0,10.0,28.0,14.0,56.0,0.2,MB,6,2010-10-28 14:56:00
384,1731.0,0.0,385.0,ERCZO_Elder_Creek_,1032.622222,0.0,0.0,38.37777778,91.6,2736.69,197995.3,2.05,974.82,0.0,249052.02,131517.19,317.07,,124.88,246917.54,3.1,136.66,136.03,0.26,0.03,5.38,5.41,62.78,57.29,0.0,1086.04,0.0,0.0,77.81,1731K,0.0,10/29/2010,14:56:16,2010.0,10.0,29.0,14.0,56.0,0.2,MB,6,2010-10-29 14:56:00
385,1732.0,0.0,386.0,ERCZO_Elder_Creek_,1033.622222,0.0,0.0,37.37777778,97.3,2971.24,288653.0,2.12,1285.18,0.0,262631.41,147178.88,89.6,,92.9,266165.39,3.98,139.78,142.94,0.19,0.03,4.74,4.87,27.65,26.16,0.0,1254.33,0.0,0.0,85.4,1732K,0.0,10/30/2010,14:56:15,2010.0,10.0,30.0,14.0,56.0,0.2,MB,6,2010-10-30 14:56:00
386,1733.0,0.0,387.0,ERCZO_Elder_Creek_,1034.622222,0.0,0.0,36.37777778,102.87,2972.75,244811.01,2.14,1366.88,0.0,276402.43,154133.32,36.84,,62.28,288848.63,2.01,24.48,29.02,0.12,0.04,2.05,2.31,36.69,34.45,0.0,1297.05,0.0,0.0,86.84,1733K,0.0,10/31/2010,14:56:13,2010.0,10.0,31.0,14.0,56.0,0.45,Control,1,2010-10-31 14:56:00
387,1734.0,0.0,388.0,ERCZO_Elder_Creek_,1035.622222,0.0,0.0,35.37777778,104.92,3430.55,254955.8,2.13,1304.62,0.0,284236.13,162193.08,30.81,,68.77,312219.75,1.6,16.35,17.41,0.15,0.01,2.07,1.89,36.78,34.2,0.0,1409.38,0.0,0.0,97.15,1734K,0.0,11/1/2010,14:56:15,2010.0,11.0,1.0,14.0,56.0,0.45,Control,1,2010-11-01 14:56:00
388,1735.0,0.0,389.0,ERCZO_Elder_Creek_,1036.622222,0.0,0.0,34.37777778,107.15,3728.62,300911.53,2.2,1531.63,0.0,284544.68,161969.13,41.81,,64.98,293190.54,1.1,23.15,23.15,0.16,0.02,1.88,1.93,37.04,32.83,0.0,1366.67,0.0,0.0,99.64,1735K,0.0,11/2/2010,14:56:12,2010.0,11.0,2.0,14.0,56.0,0.45,Control,1,2010-11-02 14:56:00
389,1736.0,0.0,390.0,ERCZO_Elder_Creek_,1037.622222,0.0,0.0,33.37777778,112.17,3819.91,305151.25,2.38,1508.82,0.0,300044.04,164409.76,54.48,,74.99,314698.29,4.17,18.32,19.04,0.12,0.01,1.85,1.95,33.95,34.01,0.0,1459.1,0.0,0.0,109.1,1736K,0.0,11/3/2010,14:56:10,2010.0,11.0,3.0,14.0,56.0,0.45,Control,1,2010-11-03 14:56:00
390,1737.0,0.0,391.0,ERCZO_Elder_Creek_,1038.622222,0.0,0.0,32.37777778,105.53,3507.79,271158.61,2.28,1449.77,0.0,283947.15,162437.01,52.75,,69.25,312323.42,2.35,20.96,20.66,0.13,0.04,1.79,1.97,56.11,52.41,0.0,1380.58,0.0,0.0,103.17,1737K,0.0,11/4/2010,14:56:17,2010.0,11.0,4.0,14.0,56.0,0.45,Control,1,2010-11-04 14:56:00
391,1738.0,0.0,392.0,ERCZO_Elder_Creek_,1039.622222,0.0,0.0,31.37777778,95.89,3131.6,281151.55,2.2,1195.99,0.0,303483.38,169230.08,48.21,,67.48,321539.92,1.64,21.96,20.57,0.08,0.02,2.38,2.35,23.91,23.95,0.0,1433.55,0.0,0.0,99.93,1738K,0.0,11/5/2010,14:56:11,2010.0,11.0,5.0,14.0,56.0,0.45,Control,1,2010-11-05 14:56:00
392,1739.0,0.0,393.0,ERCZO_Elder_Creek_,1040.622222,0.0,0.0,30.37777778,108.23,3876.62,294099.22,2.26,1519.86,0.0,296572.08,170514.39,23.69,,87.49,332187.38,1.04,14.83,15.75,0.07,0.01,2.06,2.04,39.68,37.44,0.0,1520.92,0.0,0.0,106.06,1739K,0.0,11/6/2010,14:56:14,2010.0,11.0,6.0,14.0,56.0,0.2,MB,6,2010-11-06 14:56:00
393,1740.0,0.0,394.0,ERCZO_Elder_Creek_,1041.622222,0.0,0.0,29.37777778,96.49,3025.47,235262.94,2.22,1125.0,0.0,263042.92,143803.29,69.05,,262.78,272788.23,6.96,36.91,32.57,0.26,0.02,3.87,3.77,113.39,108.01,0.0,1202.74,0.0,0.0,94.25,1740K,0.0,11/7/2010,14:56:19,2010.0,11.0,7.0,14.0,56.0,0.2,MB,6,2010-11-07 14:56:00
394,1741.0,0.0,395.0,ERCZO_Elder_Creek_,1042.622222,0.0,0.0,28.37777778,111.87,3509.6,269095.13,2.25,1376.46,0.0,276556.79,162240.84,61.57,,73.54,300803.59,1.5,31.32,33.14,0.1,0.02,2.49,2.73,26.17,23.93,0.0,1367.3,0.0,0.0,98.04,1741K,0.0,11/8/2010,14:56:19,2010.0,11.0,8.0,14.0,56.0,0.45,Control,1,2010-11-08 14:56:00
395,1742.0,0.0,396.0,ERCZO_Elder_Creek_,1043.622222,0.0,0.0,27.37777778,116.32,3865.03,323295.28,2.31,1533.08,0.0,281946.93,159430.06,21.27,,241.66,293020.75,10.05,20.28,23.1,0.18,0.04,3.36,3.15,47.35,44.32,0.0,1359.79,0.0,0.0,100.12,1742K,0.0,11/9/2010,14:56:16,2010.0,11.0,9.0,14.0,56.0,0.2,MB,6,2010-11-09 14:56:00
396,1743.0,0.0,397.0,ERCZO_Elder_Creek_,1044.622222,0.0,0.0,26.37777778,103.7,3042.07,245681.76,2.08,1143.41,0.0,265080.04,143782.58,53.16,,78.56,266018.41,2.49,41.16,41.79,0.16,0.02,2.38,2.07,27.99,24.63,0.0,1264.71,0.0,0.0,90.82,1743K,0.0,11/10/2010,14:56:22,2010.0,11.0,10.0,14.0,56.0,0.45,Control,1,2010-11-10 14:56:00
397,1744.0,0.0,398.0,ERCZO_Elder_Creek_,1045.622222,0.0,0.0,25.37777778,117.48,3692.62,279005.33,2.32,1537.27,0.0,288757.35,167457.13,59.7,,72.8,312214.83,2.32,39.48,42.17,0.11,0.03,2.86,2.25,34.27,36.22,0.0,1365.75,0.0,0.0,100.1,1744K,0.0,11/11/2010,14:56:25,2010.0,11.0,11.0,14.0,56.0,0.45,Control,1,2010-11-11 14:56:00
398,1745.0,0.0,399.0,ERCZO_Elder_Creek_,1046.622222,0.0,0.0,24.37777778,98.01,2898.11,263396.77,1.74,1071.0,0.0,280700.54,153364.02,57.18,,70.71,300709.18,1.91,33.45,38.12,0.16,0.05,2.34,2.17,26.07,24.74,0.0,1346.1,0.0,0.0,103.31,1745K,0.0,11/12/2010,14:56:24,2010.0,11.0,12.0,14.0,56.0,0.45,Control,1,2010-11-12 14:56:00
399,1746.0,0.0,400.0,ERCZO_Elder_Creek_,1047.622222,0.0,0.0,23.37777778,96.33,3017.26,279003.88,1.78,1139.46,0.0,254990.13,159960.14,62.33,,62.28,301676.94,1.91,33.65,31.59,0.08,0.02,1.88,1.8,26.41,24.17,0.0,1338.0,0.0,0.0,99.3,1746K,0.0,11/13/2010,14:56:22,2010.0,11.0,13.0,14.0,56.0,0.45,Control,1,2010-11-13 14:56:00
400,1747.0,0.0,401.0,ERCZO_Elder_Creek_,1048.622222,0.0,0.0,22.37777778,115.82,3768.55,311355.49,2.33,1535.47,0.0,291251.28,168292.04,229.46,,55.04,310524.74,3.35,57.29,54.44,0.17,0.04,2.64,2.25,64.73,58.84,0.0,1395.44,0.0,0.0,103.2,1747K,0.0,11/14/2010,14:56:31,2010.0,11.0,14.0,14.0,56.0,0.45,Control,1,2010-11-14 14:56:00
401,1748.0,0.0,402.0,ERCZO_Elder_Creek_,1049.622222,0.0,0.0,21.37777778,105.03,3261.76,281790.86,2.15,1246.65,0.0,292722.62,173212.97,241.92,,71.7,318025.81,3.06,30.84,30.16,0.18,0.01,1.53,1.8,53.53,50.1,0.0,1457.78,0.0,0.0,99.8,1748K,0.0,11/15/2010,14:56:23,2010.0,11.0,15.0,14.0,56.0,0.45,Control,1,2010-11-15 14:56:00
402,1801.0,0.0,403.0,ERCZO_Elder_Creek_,1055.48125,1.0,0.0,818.51875,144.8,9740.3,445164.03,3.11,2306.49,0.0,412853.53,230357.63,3292.17,351089.89,669.66,424050.74,27.09,254.32,226.33,0.3,1.24,-60.43,-45.78,19.79,20.39,3.08,1720.88,1.67,0.0,141.15,1801 K,0.0,11/21/2010,11:33:27,2010.0,11.0,21.0,11.0,33.0,0.4,MB,3,2010-11-21 11:33:00
403,1802.0,0.0,404.0,ERCZO_Elder_Creek_,1056.48125,1.0,0.0,817.51875,139.7,13552.92,479008.81,2.36,1942.74,0.0,471853.19,266236.16,320.97,352910.57,135.34,469167.76,6.45,121.46,140.86,0.3,0.58,-36.93,-28.14,19.41,21.13,2.97,2115.81,2.13,0.0,171.2,1802 K,0.0,11/22/2010,11:33:24,2010.0,11.0,22.0,11.0,33.0,0.45,Control,1,2010-11-22 11:33:00
404,1804.0,0.0,405.0,ERCZO_Elder_Creek_,1058.48125,1.0,0.0,815.51875,122.6,8447.75,342338.11,2.07,1603.28,0.0,447007.42,250345.9,1738.25,416330.4,564.78,457766.05,17.9,264.38,237.47,0.4,0.37,-44.53,-39.51,243.26,275.05,3.17,1829.04,1.71,0.0,146.28,1804 K,0.0,11/24/2010,11:33:56,2010.0,11.0,24.0,11.0,33.0,0.4,MB,3,2010-11-24 11:33:00
405,1805.0,0.0,406.0,ERCZO_Elder_Creek_,1059.48125,1.0,0.0,814.51875,188.6,15497.68,482861.79,3.23,2042.28,0.0,520054.91,288069.72,6820.01,493662.5,525.09,560747.69,24.24,401.36,400.74,0.48,2.93,-58.54,-46.78,26.17,29.98,4.26,2297.32,1.76,0.0,145.23,1805 K,0.0,11/25/2010,11:33:17,2010.0,11.0,25.0,11.0,33.0,0.4,MB,3,2010-11-25 11:33:00
406,1806.0,0.0,407.0,ERCZO_Elder_Creek_,1060.48125,1.0,0.0,813.51875,137.0,14375.97,423552.27,2.11,1630.77,0.0,368216.66,205120.15,99.05,322511.08,333.11,365335.49,1.41,66.67,62.35,0.19,0.07,-21.03,-16.52,10.62,11.37,2.38,1773.34,1.51,0.0,116.54,1806 K,0.0,11/26/2010,11:33:55,2010.0,11.0,26.0,11.0,33.0,0.45,Control,1,2010-11-26 11:33:00
407,1807.0,0.0,408.0,ERCZO_Elder_Creek_,1061.48125,1.0,0.0,812.51875,118.7,14699.92,347731.73,2.01,1439.85,0.0,338116.2,182488.18,228.03,281362.95,111.66,346374.4,2.66,118.5,110.23,0.19,0.62,-24.32,-22.88,19.86,19.92,2.19,1394.74,1.37,0.0,106.97,1807 K,0.0,11/27/2010,11:33:12,2010.0,11.0,27.0,11.0,33.0,0.45,Control,1,2010-11-27 11:33:00
408,1808.0,0.0,409.0,ERCZO_Elder_Creek_,1062.48125,1.0,1.0,811.51875,147.0,19790.15,410369.46,2.72,1622.36,0.0,375593.57,204683.74,3421.34,334909.19,457.8,369899.23,16.37,164.61,157.27,0.25,1.06,-38.71,-31.71,18.73,21.46,2.86,1522.8,1.58,0.0,102.6,1808 K,0.0,11/28/2010,11:33:11,2010.0,11.0,28.0,11.0,33.0,0.4,MB,3,2010-11-28 11:33:00
409,1809.0,0.0,410.0,ERCZO_Elder_Creek_,1063.48125,1.0,1.0,810.51875,139.6,21629.74,434604.26,3.05,2360.58,0.0,584655.59,309288.25,2777.42,542071.7,942.42,570120.17,13.6,258.46,248.22,0.35,1.45,-42.99,-33.67,594.48,655.25,3.52,2443.69,2.51,0.0,170.88,1809 K,0.0,11/29/2010,11:33:55,2010.0,11.0,29.0,11.0,33.0,0.4,MB,3,2010-11-29 11:33:00
410,1810.0,0.0,411.0,ERCZO_Elder_Creek_,1064.48125,1.0,1.0,809.51875,165.3,54980.78,397902.55,2.35,1615.37,0.0,339678.8,179011.44,359.58,308889.48,86.16,350840.95,3.37,74.48,71.03,0.18,1.73,-21.79,-18.68,13.68,16.62,2.18,1388.26,1.4,0.0,110.05,1810 K,0.0,11/30/2010,11:33:12,2010.0,11.0,30.0,11.0,33.0,0.45,Control,1,2010-11-30 11:33:00
411,1811.0,0.0,412.0,ERCZO_Elder_Creek_,1065.48125,1.0,1.0,808.51875,109.8,20256.08,286888.92,1.84,1525.67,0.0,403719.68,221840.76,94.04,356503.68,165.18,413950.03,2.67,40.14,37.63,0.24,-0.77,-16.55,-13.05,2.68,4.33,2.6,1783.39,1.62,0.0,120.41,1811 K,0.0,12/1/2010,11:33:11,2010.0,12.0,1.0,11.0,33.0,0.45,Control,1,2010-12-01 11:33:00
412,1812.0,0.0,413.0,ERCZO_Elder_Creek_,1066.48125,1.0,1.0,807.51875,107.8,71831.05,305846.09,2.76,1641.54,0.0,364760.28,208193.66,3863.25,333181.13,730.71,368303.55,10.99,199.52,196.65,0.22,1.29,-32.58,-30.21,7.22,9.7,2.84,1595.27,1.36,0.0,108.36,1812 K,0.0,12/2/2010,11:33:13,2010.0,12.0,2.0,11.0,33.0,0.4,MB,3,2010-12-02 11:33:00
413,1813.0,0.0,414.0,ERCZO_Elder_Creek_,1067.48125,1.0,1.0,806.51875,220.3,-734669.54,418263.87,4.02,2225.93,0.0,615477.78,348583.6,9438.04,592552.99,1018.87,613970.83,18.77,435.26,386.67,0.48,5.44,-68.21,-51.76,47.19,50.54,4.89,2766.45,3.23,0.0,160.73,1813 K,0.0,12/3/2010,11:33:14,2010.0,12.0,3.0,11.0,33.0,0.4,MB,3,2010-12-03 11:33:00
414,1814.0,0.0,415.0,ERCZO_Elder_Creek_,1068.48125,1.0,1.0,805.51875,218.6,-20975.07,381683.68,3.15,2203.37,0.0,559398.88,278729.78,214.48,473552.31,476.62,521985.58,6.01,97.46,87.67,0.33,2.31,-38.47,-33.63,15.32,17.31,3.72,2207.86,2.07,0.0,156.42,1814 K,0.0,12/4/2010,11:33:14,2010.0,12.0,4.0,11.0,33.0,0.45,Control,1,2010-12-04 11:33:00
415,1815.0,0.0,416.0,ERCZO_Elder_Creek_,1069.48125,1.0,1.0,804.51875,241.5,-29309.81,482474.96,3.23,1986.15,0.0,437227.73,230301.43,137.5,381187.97,540.43,409943.39,1.93,70.01,69.89,0.22,2.16,-27.58,-21.67,2.57,4.66,2.71,1793.88,1.61,0.0,114.25,1815 K,0.0,12/5/2010,11:33:16,2010.0,12.0,5.0,11.0,33.0,0.45,Control,1,2010-12-05 11:33:00
416,1816.0,0.0,417.0,ERCZO_Elder_Creek_,1070.48125,1.0,1.0,803.51875,243.7,-23442.32,352880.4,4.3,1667.45,0.0,420489.06,238930.49,10120.76,411617.84,1037.44,432910.05,115.55,2686.17,2626.01,1.41,8.19,-85.24,-64.82,32.95,35.65,4.48,1855.71,1.63,0.0,129.64,1816 K,0.0,12/6/2010,11:33:21,2010.0,12.0,6.0,11.0,33.0,0.4,MB,3,2010-12-06 11:33:00
417,1817.0,0.0,418.0,ERCZO_Elder_Creek_,1071.48125,1.0,1.0,802.51875,260.2,-23167.71,368324.81,3.69,2005.5,0.0,539314.36,290153.29,6795.35,503408.83,873.05,502892.08,37.22,1016.33,975.7,0.68,8.49,-63.97,-54.58,37.4,38.72,4.14,2205.12,1.83,0.0,136.97,1817 K,0.0,12/7/2010,11:33:27,2010.0,12.0,7.0,11.0,33.0,0.4,MB,3,2010-12-07 11:33:00
418,1818.0,0.0,419.0,ERCZO_Elder_Creek_,1072.48125,1.0,1.0,801.51875,232.8,-25002.57,405024.1,3.1,1739.59,0.0,356344.36,194218.52,179.58,341881.99,289.55,366531.6,1.71,112.23,112.72,0.22,2.14,-30.15,-24.68,4.76,5.25,2.74,1503.9,1.32,0.0,107.27,1818 K,0.0,12/8/2010,11:33:21,2010.0,12.0,8.0,11.0,33.0,0.45,Control,1,2010-12-08 11:33:00
419,1819.0,0.0,420.0,ERCZO_Elder_Creek_,1073.48125,1.0,1.0,800.51875,156.4,-11386.03,281005.62,2.58,1716.5,0.0,430839.74,246517.63,733.35,369820.69,802.68,434840.68,3.59,266.35,272.24,0.32,3.54,-44.45,-30.86,11.72,10.25,3.26,1907.88,1.54,0.0,123.22,1819 K,0.0,12/9/2010,11:33:27,2010.0,12.0,9.0,11.0,33.0,0.45,Control,1,2010-12-09 11:33:00
420,1820.0,0.0,421.0,ERCZO_Elder_Creek_,1074.48125,1.0,1.0,799.51875,134.2,-10378.62,253460.67,2.35,1527.55,0.0,354059.58,189094.92,334.3,344278.55,586.1,357769.45,1.96,100.16,98.98,0.23,4.34,-29.26,-19.78,15.65,19.92,2.73,1384.59,1.33,0.0,92.82,1820 K,0.0,12/10/2010,11:33:21,2010.0,12.0,10.0,11.0,33.0,0.45,Control,1,2010-12-10 11:33:00
421,1821.0,0.0,422.0,ERCZO_Elder_Creek_,1075.48125,1.0,1.0,798.51875,183.5,-15034.9,371517.09,4.05,2266.69,0.0,514918.29,281729.19,5419.74,512117.01,695.71,505134.25,9.94,191.35,175.71,0.32,6.98,-71.44,-55.99,14.87,15.54,4.02,2192.06,1.6,0.0,154.36,1821 K,0.0,12/11/2010,11:33:27,2010.0,12.0,11.0,11.0,33.0,0.4,MB,3,2010-12-11 11:33:00
422,1822.0,0.0,423.0,ERCZO_Elder_Creek_,1076.48125,1.0,1.0,797.51875,171.5,-25765.11,351888.87,2.86,1614.43,0.0,326236.41,166325.6,384.21,284526.5,116.31,307702.23,3.0,253.73,233.57,0.3,4.39,-50.93,-40.63,29.94,28.08,2.17,1606.45,1.76,0.0,97.37,1822 K,0.0,12/12/2010,11:33:27,2010.0,12.0,12.0,11.0,33.0,0.4,MB,3,2010-12-12 11:33:00
423,1849.0,0.0,424.0,ERCZO_Elder_Creek_,1081.0,0.0,0.0,74.0,52.21,1748.02,223580.82,2.82,1144.73,30.2,214271.63,130568.63,430.52,,283.85,219536.49,15.45,42.83,46.72,0.14,-3.06,-0.94,1.54,59.0,52.39,0.0,1122.58,0.0,-71.47,86.82,1849 K,0.0,12/17/2010,,2010.0,12.0,17.0,0.0,0.0,0.45,Ref,9,2010-12-17 00:00:00
424,1853.0,0.0,425.0,ERCZO_Elder_Creek_,1081.0,0.0,0.0,74.0,56.18,1852.78,231322.16,3.79,1145.37,53.48,216208.72,131181.63,721.34,,420.68,225553.85,19.74,406.29,384.51,0.43,6.15,18.3,20.61,107.64,101.99,0.0,1130.97,0.0,-71.47,92.84,1853 K,0.0,12/17/2010,,2010.0,12.0,17.0,0.0,0.0,1.0,Ref,9,2010-12-17 00:00:00
425,1906.0,0.0,426.0,ERCZO_Elder_Creek_,1130.0,0.0,0.0,44.0,76.46,2166.19,342018.77,2.32,1525.59,3.59,272670.24,170640.41,31.45,,442.74,292893.4,14.68,24.97,22.84,0.26,4.76,2.65,4.43,108.01,113.58,0.0,1465.53,0.0,0.0,106.44,1906 K,0.0,2/4/2011,,2011.0,2.0,4.0,0.0,0.0,0.45,Ref,9,2011-02-04 00:00:00
426,1964.0,0.0,427.0,ERCZO_Elder_Creek_,1130.638889,0.0,0.0,62.36111111,69.34,2190.23,305721.71,2.29,1414.99,4.69,276828.22,159673.9,376.56,,259.01,284795.58,51.41,20.35,13.53,0.25,4.69,1.5,2.73,15.08,10.77,0.0,1426.92,0.0,0.0,109.32,1964 K,0.0,2/4/2011,15:20:59,2011.0,2.0,4.0,15.0,20.0,0.45,MB,2,2011-02-04 15:20:00
427,1973.0,0.0,428.0,ERCZO_Elder_Creek_,1154.672222,0.0,0.0,70.32777778,119.2,1046.19,240395.07,1.95,1130.18,0.0,242673.27,136991.64,229.33,242009.43,55.53,248736.36,2.6,21.12,33.82,0.1,5.06,1.44,1.24,29.11,32.56,0.0,1211.88,0.0,0.0,79.29,1973 K,0.0,2/28/2011,16:08:45,2011.0,2.0,28.0,16.0,8.0,0.45,Control,1,2011-02-28 16:08:00
428,1974.0,0.0,429.0,ERCZO_Elder_Creek_,1156.672222,0.0,0.0,68.32777778,121.42,1179.32,248840.68,1.84,1129.42,0.0,241272.19,136900.94,99.33,236545.18,52.92,244125.46,1.16,10.09,25.04,0.13,6.22,1.0,1.46,35.96,40.33,0.0,1188.58,0.0,0.0,76.79,1974 K,0.0,3/2/2011,16:08:45,2011.0,3.0,2.0,16.0,8.0,0.45,Control,1,2011-03-02 16:08:00
429,1975.0,0.0,430.0,ERCZO_Elder_Creek_,1158.672222,0.0,0.0,66.32777778,127.55,1438.15,261488.81,1.99,1193.45,0.0,243022.85,140295.02,318.24,240547.58,23.02,249639.52,3.07,24.84,25.91,0.14,3.02,0.48,1.26,30.11,33.13,0.0,1202.35,0.0,0.0,78.07,1975 K,0.0,3/4/2011,16:08:45,2011.0,3.0,4.0,16.0,8.0,0.45,Control,1,2011-03-04 16:08:00
430,1979.0,0.0,431.0,ERCZO_Elder_Creek_,1165.0,0.0,0.0,28.0,63.81,1063.38,266124.14,2.35,1060.26,0.0,231162.93,130464.91,920.97,,386.64,228973.84,30.47,326.01,333.32,0.53,12.59,3.32,4.31,184.29,206.57,0.0,1119.34,0.0,0.0,81.03,1979 K,0.0,3/11/2011,,2011.0,3.0,11.0,0.0,0.0,0.4,Ref,9,2011-03-11 00:00:00
431,1983.0,0.0,432.0,ERCZO_Elder_Creek_,1165.0,0.0,0.0,28.0,70.09,1506.32,253844.03,2.52,1153.36,4.22,233506.33,133694.85,617.78,,126.36,236343.3,19.42,262.65,270.96,0.35,3.06,6.98,7.18,72.99,75.31,0.0,1166.33,0.0,0.0,78.01,1983 K,0.0,3/11/2011,,2011.0,3.0,11.0,0.0,0.0,0.1,Ref,9,2011-03-11 00:00:00
