,SampleCode (na),location (na),record count (na),SiteCode (na),sampling_date_JD (na),evaporated (na),bad_filters  (na),storage_time_days (na),Li7 (nM ),B11 (nM ),Ca43 (nM ),Rb85 (nM ),Sr88 (nM ),In115 (nM ),Na23 (nM ),Mg25 (nM ),Al27 (nM ),Si28 (nM ),P31 (nM ),Ca44 (nM ),Mn55 (nM ),Fe56 (nM ),Fe57 (nM ),Co59 (nM ),Ni60 (nM ),Cu63 (nM ),Cu65 (nM ),Zn64 (nM ),Zn66 (nM ),Rb85 (nM ).1,Sr88 (nM ).1,Mo98 (nM ),In115 (nM ).1,Ba138 (nM),Sample id (na),descp no (na),date (na),time (na),year (na),month (na),day (na),hour (na),minute (na),filter pore-size (na),method  (na),method No. (na),DateTime
150,693.0,0.0,151.0,ERCZO_Elder_Creek_,622.5854167,1.0,0.0,588.4145833,91.27,3408.3,433447.67,3.73,2064.4,-16.42,387693.69,227563.44,110.6,,425.6,420272.16,4.24,64.0,61.54,0.25,4.03,7.23,6.48,74.31,79.3,0.0,2159.3,0.0,0.0,157.14,693K,0.0,9/14/2009,2:03:21 PM,2009.0,9.0,14.0,14.0,3.0,0.45,Control,1,2009-09-14 14:03:00
151,695.0,0.0,152.0,ERCZO_Elder_Creek_,624.5854167,1.0,0.0,586.4145833,104.57,4283.01,514373.34,3.89,2635.78,-7.05,395772.13,236029.33,93.49,,475.49,444788.17,3.81,57.86,53.78,0.19,1.31,8.25,6.62,407.77,450.66,0.0,2342.77,0.0,0.0,170.68,695K,0.0,9/16/2009,2:03:22 PM,2009.0,9.0,16.0,14.0,3.0,0.45,Control,1,2009-09-16 14:03:00
152,696.0,0.0,153.0,ERCZO_Elder_Creek_,625.5854167,1.0,0.0,585.4145833,96.34,3553.27,471042.62,3.51,2403.76,-11.35,405951.65,238658.03,80.96,,240.12,445772.83,2.8,54.57,49.57,0.14,1.23,4.01,8.26,61.71,67.4,0.0,2335.75,0.0,0.0,167.76,696K,0.0,9/17/2009,2:03:29 PM,2009.0,9.0,17.0,14.0,3.0,0.45,Control,1,2009-09-17 14:03:00
153,697.0,0.0,154.0,ERCZO_Elder_Creek_,626.5861111,1.0,0.0,584.4138889,90.98,3472.36,432456.87,3.4,2265.71,-10.48,389429.25,228395.17,39.21,,140.97,426200.01,1.98,38.75,43.13,0.14,0.65,2.87,2.87,52.6,58.08,0.0,2218.51,0.0,0.0,161.76,697K,0.0,9/18/2009,2:04:17 PM,2009.0,9.0,18.0,14.0,4.0,0.45,Control,1,2009-09-18 14:04:00
154,698.0,0.0,155.0,ERCZO_Elder_Creek_,627.5868056,1.0,0.0,583.4131944000001,89.38,3662.22,442892.46,3.44,2240.96,-9.6,385687.3,224943.85,36.8,,137.78,417755.22,2.14,24.58,23.87,0.13,2.26,3.94,3.67,64.08,79.04,0.0,2208.02,0.0,0.0,159.76,698K,0.0,9/19/2009,2:05:18 PM,2009.0,9.0,19.0,14.0,5.0,0.45,Control,1,2009-09-19 14:05:00
155,699.0,0.0,156.0,ERCZO_Elder_Creek_,628.5868056,1.0,0.0,582.4131944000001,109.73,4093.86,516791.29,4.01,2623.71,-8.73,459178.47,266138.22,98.68,,868.01,491341.92,3.32,61.67,61.65,0.15,0.92,4.22,4.22,67.0,70.87,0.0,2597.57,0.0,0.0,193.87,699K,0.0,9/20/2009,2:05:16 PM,2009.0,9.0,20.0,14.0,5.0,0.45,Control,1,2009-09-20 14:05:00
156,701.0,0.0,157.0,ERCZO_Elder_Creek_,630.5868056,1.0,0.0,580.4131944000001,90.71,3553.97,447145.23,3.45,2256.79,-6.98,387340.21,225148.85,40.46,,202.18,425181.67,71.84,24.82,28.18,0.13,0.9,2.9,2.72,95.05,101.85,0.0,2201.81,0.0,0.0,167.41,701K,0.0,9/22/2009,2:05:14 PM,2009.0,9.0,22.0,14.0,5.0,0.45,Control,1,2009-09-22 14:05:00
157,702.0,0.0,158.0,ERCZO_Elder_Creek_,631.5868056,0.0,0.0,202.4131944,139.5,4529.1,430298.6,3.5,2087.3,-19.6,336872.2,209061.3,20.2,,132.7,379227.4,2.1,11.8,13.8,0.5,0.0,2.5,2.8,49.2,49.8,0.0,1838.7,0.0,-94.4,162.3,702K,0.0,9/23/2009,2:05:16 PM,2009.0,9.0,23.0,14.0,5.0,0.45,Control,1,2009-09-23 14:05:00
158,703.0,0.0,159.0,ERCZO_Elder_Creek_,632.5868056,0.0,0.0,201.4131944,137.4,4505.0,435618.7,3.5,2089.9,-19.6,364928.2,217553.0,19.3,,169.5,398606.0,1.7,13.0,14.8,0.6,0.0,1.6,2.5,32.9,33.8,0.0,2010.1,0.0,-94.4,167.5,703K,0.0,9/24/2009,2:05:18 PM,2009.0,9.0,24.0,14.0,5.0,0.45,Control,1,2009-09-24 14:05:00
159,704.0,0.0,160.0,ERCZO_Elder_Creek_,633.5868056,1.0,0.0,577.4131944000001,92.56,3790.1,468670.37,3.38,2329.75,-4.36,408751.4,240677.32,28.41,,189.14,448883.99,1.64,15.23,17.66,0.14,1.39,2.79,2.27,34.13,38.01,0.0,2336.15,0.0,0.0,164.39,704K,0.0,9/25/2009,2:05:13 PM,2009.0,9.0,25.0,14.0,5.0,0.45,Control,1,2009-09-25 14:05:00
160,705.0,0.0,161.0,ERCZO_Elder_Creek_,634.5868056,1.0,0.0,576.4131944000001,93.72,3631.01,459252.77,3.45,2294.98,-3.49,404590.96,234544.08,34.03,,203.72,435619.21,1.26,14.84,15.79,0.12,1.48,3.37,2.97,192.41,212.2,0.0,2283.62,0.0,0.0,167.31,705K,0.0,9/26/2009,2:05:22 PM,2009.0,9.0,26.0,14.0,5.0,0.45,Control,1,2009-09-26 14:05:00
161,706.0,0.0,162.0,ERCZO_Elder_Creek_,640.5138889,0.0,0.0,193.48611110000002,130.9,4265.4,476470.1,3.5,2164.2,-10.4,371707.8,220753.2,40.2,,980.0,404619.4,14.7,31.9,32.7,0.2,0.0,4.1,6.8,219.8,201.2,0.0,1993.0,0.0,-50.0,165.4,706K,0.0,10/2/2009,12:20:00 PM,2009.0,10.0,2.0,12.0,20.0,0.45,Ref,9,2009-10-02 12:20:00
162,742.0,0.0,163.0,ERCZO_Elder_Creek_,640.5236111,0.0,0.0,193.4763889,125.4,4108.8,440272.4,3.0,1964.0,-19.6,339962.8,199189.2,18.2,,264.1,405859.1,2.3,13.1,15.4,0.7,0.0,1.3,2.3,53.2,48.2,0.0,1718.2,0.0,-94.4,150.9,742K,0.0,10/2/2009,12:34:50 PM,2009.0,10.0,2.0,12.0,34.0,0.45,Control,1,2009-10-02 12:34:00
163,743.0,0.0,164.0,ERCZO_Elder_Creek_,641.5243056,0.0,0.0,192.4756944,122.2,3991.3,417538.6,2.8,1999.1,-19.6,336563.2,199044.7,32.1,,131.1,385526.9,1.2,9.3,12.0,0.5,0.0,1.2,1.7,35.6,31.7,0.0,1679.4,0.0,-94.4,152.4,743K,0.0,10/3/2009,12:35:11 PM,2009.0,10.0,3.0,12.0,35.0,0.45,Control,1,2009-10-03 12:35:00
164,744.0,0.0,165.0,ERCZO_Elder_Creek_,642.5243056,0.0,0.0,191.4756944,120.8,3910.2,427689.3,2.9,2027.5,-19.6,362999.4,225802.0,69.1,,189.2,356902.2,1.7,11.1,10.5,0.6,0.0,1.9,1.5,53.8,57.6,0.0,2019.7,0.0,-94.4,157.6,744K,0.0,10/4/2009,12:35:11 PM,2009.0,10.0,4.0,12.0,35.0,0.45,Control,1,2009-10-04 12:35:00
165,745.0,0.0,166.0,ERCZO_Elder_Creek_,643.5243056,0.0,0.0,190.4756944,112.0,3718.7,403211.2,2.6,1967.8,-19.6,342630.3,209924.1,15.9,,96.6,326181.9,1.0,11.2,8.1,0.5,0.0,1.5,1.6,88.9,97.5,0.0,1665.3,0.0,-94.4,145.6,745K,0.0,10/5/2009,12:35:21 PM,2009.0,10.0,5.0,12.0,35.0,0.45,Control,1,2009-10-05 12:35:00
166,746.0,0.0,167.0,ERCZO_Elder_Creek_,644.5243056,0.0,0.0,189.4756944,93.9,3146.5,352368.3,2.3,1700.7,-19.6,300373.2,181055.4,23.8,,91.1,342268.9,1.2,6.5,6.6,0.4,0.0,1.1,1.4,114.1,102.1,0.0,1633.2,0.0,-94.4,128.2,746K,0.0,10/6/2009,12:35:11 PM,2009.0,10.0,6.0,12.0,35.0,0.45,Control,1,2009-10-06 12:35:00
167,747.0,0.0,168.0,ERCZO_Elder_Creek_,645.5243056,0.0,0.0,188.4756944,117.7,3958.2,429343.2,2.7,2000.4,-19.6,323798.9,190825.9,22.7,,103.5,384219.2,1.2,16.5,19.7,0.4,0.0,1.1,1.5,35.6,33.2,0.0,1717.2,0.0,-94.4,148.4,747K,0.0,10/7/2009,12:35:17 PM,2009.0,10.0,7.0,12.0,35.0,0.45,Control,1,2009-10-07 12:35:00
168,748.0,0.0,169.0,ERCZO_Elder_Creek_,646.5243056,0.0,0.0,187.4756944,111.8,3839.9,415670.9,2.6,1990.6,-19.6,332810.2,189797.3,19.3,,83.9,394417.5,1.0,8.0,10.0,0.5,0.0,1.1,1.6,42.2,36.8,0.0,1773.4,0.0,-94.4,145.4,748K,0.0,10/8/2009,12:35:17 PM,2009.0,10.0,8.0,12.0,35.0,0.45,Control,1,2009-10-08 12:35:00
169,749.0,0.0,170.0,ERCZO_Elder_Creek_,647.5243056,0.0,0.0,186.4756944,113.3,3903.9,413236.9,2.7,1965.0,-19.6,326424.9,195424.4,39.7,,92.3,375539.5,1.5,8.7,8.8,0.5,0.0,0.9,1.5,31.2,31.2,0.0,1767.3,0.0,-94.4,148.9,749K,0.0,10/9/2009,12:35:16 PM,2009.0,10.0,9.0,12.0,35.0,0.45,Control,1,2009-10-09 12:35:00
170,750.0,0.0,171.0,ERCZO_Elder_Creek_,648.5243056,0.0,0.0,185.4756944,121.5,4215.6,455544.5,2.9,2098.4,-19.6,362301.7,216808.7,50.0,,243.6,414113.2,1.2,11.8,12.5,0.5,0.0,1.8,1.7,32.2,30.5,0.0,2269.7,0.0,-94.4,155.7,750K,0.0,10/10/2009,12:35:13 PM,2009.0,10.0,10.0,12.0,35.0,0.45,Control,1,2009-10-10 12:35:00
171,751.0,0.0,172.0,ERCZO_Elder_Creek_,649.5243056,0.0,0.0,184.4756944,119.5,4105.7,436695.1,2.8,2086.8,-19.6,356279.3,210343.2,33.0,,135.4,419256.9,1.2,10.0,9.0,0.4,0.0,1.1,1.7,40.6,36.7,0.0,2053.2,0.0,-94.4,152.6,751K,0.0,10/11/2009,12:35:14 PM,2009.0,10.0,11.0,12.0,35.0,0.45,Control,1,2009-10-11 12:35:00
172,752.0,0.0,173.0,ERCZO_Elder_Creek_,650.5243056,0.0,0.0,183.4756944,113.8,3957.7,399197.9,2.7,1914.9,-19.6,343966.9,207599.8,22.9,,96.2,389692.0,1.1,9.4,11.8,0.4,0.0,1.1,1.4,34.9,34.6,0.0,1861.5,0.0,-94.4,150.3,752K,0.0,10/12/2009,12:35:18 PM,2009.0,10.0,12.0,12.0,35.0,0.45,Control,1,2009-10-12 12:35:00
173,755.0,0.0,174.0,ERCZO_Elder_Creek_,653.5243056,0.0,0.0,180.4756944,108.1,6968.1,285706.8,3.1,1288.6,-19.6,301897.7,157124.1,269.8,,878.1,272113.5,4.9,269.8,301.9,0.8,0.0,8.4,8.1,42.7,47.4,0.0,1400.1,0.0,-94.4,111.2,755K,0.0,10/15/2009,12:35:21 PM,2009.0,10.0,15.0,12.0,35.0,0.45,Control,1,2009-10-15 12:35:00
174,757.0,0.0,175.0,ERCZO_Elder_Creek_,655.0243056,0.0,0.0,178.9756944,119.4,5769.6,332037.4,3.0,1575.8,-19.6,302077.1,174048.1,119.1,,296.5,305434.4,2.6,82.3,87.0,0.7,0.0,4.7,3.9,69.4,70.1,0.0,1518.9,0.0,-94.4,127.3,757K,0.0,10/17/2009,12:35:16 AM,2009.0,10.0,17.0,0.0,35.0,0.45,Control,1,2009-10-17 00:35:00
175,759.0,0.0,176.0,ERCZO_Elder_Creek_,657.5243056,0.0,0.0,176.4756944,119.3,5639.4,347962.1,2.9,1680.8,-19.6,299364.0,177344.3,60.1,,214.1,322113.4,2.0,42.2,52.1,0.6,0.0,4.4,4.2,44.7,50.2,0.0,1585.4,0.0,-94.4,127.9,759K,0.0,10/19/2009,12:35:18 PM,2009.0,10.0,19.0,12.0,35.0,0.45,Control,1,2009-10-19 12:35:00
176,761.0,0.0,177.0,ERCZO_Elder_Creek_,659.5243056,0.0,0.0,174.4756944,122.3,5521.0,358818.4,2.9,1752.6,-19.6,315571.7,193346.7,61.8,,183.5,330533.8,3.1,27.8,31.1,0.6,0.0,3.5,3.6,50.3,51.9,0.0,1662.8,0.0,-94.4,140.0,761K,0.0,10/21/2009,12:35:14 PM,2009.0,10.0,21.0,12.0,35.0,0.45,Control,1,2009-10-21 12:35:00
177,762.0,0.0,178.0,ERCZO_Elder_Creek_,660.5236111,0.0,0.0,173.4763889,125.4,5452.9,363774.4,3.1,1826.6,-19.6,323968.0,186231.8,52.1,,289.7,339059.6,2.1,27.6,32.7,0.7,0.0,3.2,4.3,40.5,41.3,0.0,1685.3,0.0,-94.4,135.4,762K,0.0,10/22/2009,12:34:48 PM,2009.0,10.0,22.0,12.0,34.0,0.45,Control,1,2009-10-22 12:34:00
178,763.0,0.0,179.0,ERCZO_Elder_Creek_,661.5243056,0.0,0.0,172.4756944,122.8,5257.1,376522.3,3.2,1793.9,-19.6,315189.6,185642.3,55.2,,704.0,331780.0,2.7,34.6,40.8,0.6,0.0,3.7,3.9,93.3,96.5,0.0,1685.0,0.0,-94.4,134.3,763K,0.0,10/23/2009,12:35:16 PM,2009.0,10.0,23.0,12.0,35.0,0.45,Control,1,2009-10-23 12:35:00
179,813.0,0.0,180.0,ERCZO_Elder_Creek_,666.5541667,0.0,0.0,167.4458333,118.7,5029.5,391892.3,2.7,1913.7,-19.6,329598.1,200584.7,49.7,,405.5,369272.3,524.6,16.3,16.4,0.3,0.0,2.9,3.0,18.0,17.8,0.0,1884.2,0.0,-94.4,146.2,813K,0.0,10/28/2009,1:18:03 PM,2009.0,10.0,28.0,13.0,18.0,0.45,Control,1,2009-10-28 13:18:00
180,814.0,0.0,181.0,ERCZO_Elder_Creek_,667.5541667,0.0,0.0,166.4458333,117.7,4921.1,408072.5,2.7,1896.5,-19.6,331211.6,206143.1,18.5,,445.9,365306.8,2.1,20.6,17.8,0.6,0.0,2.8,2.2,39.9,44.2,0.0,1937.8,0.0,-94.4,147.3,814K,0.0,10/29/2009,1:18:40 PM,2009.0,10.0,29.0,13.0,18.0,0.45,Control,1,2009-10-29 13:18:00
181,815.0,0.0,182.0,ERCZO_Elder_Creek_,668.5541667,0.0,0.0,165.4458333,121.5,5160.4,418432.7,2.8,1972.1,-19.6,343306.7,207818.5,44.3,,268.4,379979.9,4.1,21.0,20.9,0.2,0.0,3.0,2.7,29.1,31.1,0.0,2085.4,0.0,-94.4,152.4,815K,0.0,10/30/2009,1:18:36 PM,2009.0,10.0,30.0,13.0,18.0,0.45,Control,1,2009-10-30 13:18:00
182,816.0,0.0,183.0,ERCZO_Elder_Creek_,669.5541667,0.0,0.0,164.4458333,119.3,5214.8,409841.6,2.9,1975.6,-19.6,324137.6,201237.1,12.2,,374.3,355173.3,1.9,18.5,17.7,0.1,0.0,3.3,3.0,133.6,139.8,0.0,1914.4,0.0,-94.4,152.1,816K,0.0,10/31/2009,1:18:36 PM,2009.0,10.0,31.0,13.0,18.0,0.45,Control,1,2009-10-31 13:18:00
183,817.0,0.0,184.0,ERCZO_Elder_Creek_,670.5541667,0.0,0.0,163.4458333,122.4,5163.6,403332.7,2.7,1934.3,-19.6,318961.9,190148.0,10.6,,398.1,365812.8,1.6,17.1,18.6,0.1,0.0,2.6,2.5,86.1,102.0,0.0,1852.8,0.0,-94.4,163.6,817K,0.0,11/1/2009,1:18:34 PM,2009.0,11.0,1.0,13.0,18.0,0.45,Control,1,2009-11-01 13:18:00
184,818.0,0.0,185.0,ERCZO_Elder_Creek_,671.5541667,0.0,0.0,162.4458333,124.6,5311.6,430905.8,2.9,2031.9,-19.6,329216.3,204848.6,46.0,,357.2,339356.9,2.0,19.2,18.5,0.1,0.0,1.7,2.1,101.2,98.6,0.0,1742.5,0.0,-94.4,147.1,818K,0.0,11/2/2009,1:18:38 PM,2009.0,11.0,2.0,13.0,18.0,0.45,Control,1,2009-11-02 13:18:00
185,819.0,0.0,186.0,ERCZO_Elder_Creek_,672.5541667,0.0,0.0,161.4458333,117.8,5137.1,404161.3,2.6,1921.4,-19.6,333288.5,200098.4,11.9,,422.8,352860.7,1.5,14.3,16.2,0.5,0.0,1.8,3.0,187.4,192.3,0.0,1711.9,0.0,-94.4,153.7,819K,0.0,11/3/2009,1:18:35 PM,2009.0,11.0,3.0,13.0,18.0,0.45,Control,1,2009-11-03 13:18:00
186,820.0,0.0,187.0,ERCZO_Elder_Creek_,673.5541667,0.0,0.0,160.4458333,119.7,4913.1,383874.7,2.5,1863.2,-19.6,339312.4,211742.3,28.3,,328.0,336640.6,1.4,41.9,49.9,0.0,0.0,5.7,3.9,75.3,71.9,0.0,1666.3,0.0,-94.4,152.1,820K,0.0,11/4/2009,1:18:35 PM,2009.0,11.0,4.0,13.0,18.0,0.45,Control,1,2009-11-04 13:18:00
187,821.0,0.0,188.0,ERCZO_Elder_Creek_,674.5541667,0.0,0.0,159.4458333,124.8,5146.0,419936.4,3.1,2035.3,-19.6,343557.6,209087.9,18.0,,598.3,372816.1,1.1,20.2,21.1,0.1,0.0,2.0,1.9,33.8,38.1,0.0,1933.1,0.0,-94.4,151.5,821K,0.0,11/5/2009,1:18:30 PM,2009.0,11.0,5.0,13.0,18.0,0.45,Control,1,2009-11-05 13:18:00
188,822.0,0.0,189.0,ERCZO_Elder_Creek_,675.5541667,0.0,0.0,158.4458333,123.1,4979.4,382634.7,3.4,1845.9,-19.6,324934.2,192628.0,57.5,,1631.4,341405.3,2.3,78.0,91.1,0.1,0.0,3.4,4.4,89.8,96.0,0.0,1723.1,0.0,-94.4,150.0,822K,0.0,11/6/2009,1:18:28 PM,2009.0,11.0,6.0,13.0,18.0,0.45,Control,1,2009-11-06 13:18:00
189,823.0,0.0,190.0,ERCZO_Elder_Creek_,676.5541667,0.0,0.0,157.4458333,114.7,5001.0,376988.6,2.7,1828.0,-19.6,307187.4,187222.2,26.8,,603.4,363474.1,1.2,39.1,42.9,0.1,0.0,3.2,3.0,19.5,22.5,0.0,1954.2,0.0,-94.4,128.7,823K,0.0,11/7/2009,1:18:24 PM,2009.0,11.0,7.0,13.0,18.0,0.45,Control,1,2009-11-07 13:18:00
190,824.0,0.0,191.0,ERCZO_Elder_Creek_,677.5541667,0.0,0.0,156.4458333,109.0,4850.1,367484.3,2.2,1746.8,-19.6,282333.5,174021.9,35.5,,569.1,326456.4,1.5,54.3,66.1,0.1,0.0,3.0,3.4,69.7,81.3,0.0,1639.0,0.0,-94.4,125.4,824K,0.0,11/8/2009,1:18:22 PM,2009.0,11.0,8.0,13.0,18.0,0.45,Control,1,2009-11-08 13:18:00
191,825.0,0.0,192.0,ERCZO_Elder_Creek_,678.5541667,0.0,0.0,155.4458333,109.9,5628.2,383485.9,2.3,1865.0,-19.6,310337.9,193287.2,23.0,,490.8,362511.6,1.3,36.2,40.6,0.4,0.0,2.1,2.6,17.2,18.4,0.0,1796.2,0.0,-94.4,127.2,825K,0.0,11/9/2009,1:18:25 PM,2009.0,11.0,9.0,13.0,18.0,0.45,Control,1,2009-11-09 13:18:00
192,826.0,0.0,193.0,ERCZO_Elder_Creek_,679.5541667,0.0,1.0,154.4458333,816.6,1158.5,1287479.7,14.3,4586.4,-19.6,317654.0,346380.1,367.5,,530.1,1170013.9,3.1,12.1,13.0,0.2,0.0,4.2,4.6,65.9,63.2,0.0,4187.6,0.0,-94.4,1164.4,826K,0.0,11/10/2009,1:18:27 PM,2009.0,11.0,10.0,13.0,18.0,0.45,Control,1,2009-11-10 13:18:00
193,827.0,0.0,194.0,ERCZO_Elder_Creek_,680.5541667,0.0,0.0,153.4458333,102.6,4484.5,335195.8,2.2,1597.3,-19.6,279631.0,179062.3,32.5,,296.6,306249.1,0.8,24.8,28.8,0.1,0.0,1.5,2.4,13.5,16.5,0.0,1504.3,0.0,-94.4,124.0,827K,0.0,11/11/2009,1:18:33 PM,2009.0,11.0,11.0,13.0,18.0,0.45,Control,1,2009-11-11 13:18:00
194,828.0,0.0,195.0,ERCZO_Elder_Creek_,681.5541667,0.0,0.0,152.4458333,117.5,5363.6,406139.3,2.5,1890.3,-19.6,334880.3,197896.4,28.6,,353.0,385173.3,1.2,30.0,33.8,0.1,0.0,2.6,3.3,87.2,104.7,0.0,2013.4,0.0,-94.4,142.0,828K,0.0,11/12/2009,1:18:39 PM,2009.0,11.0,12.0,13.0,18.0,0.45,Control,1,2009-11-12 13:18:00
195,829.0,0.0,196.0,ERCZO_Elder_Creek_,682.5541667,0.0,0.0,151.4458333,110.2,5071.6,398163.5,2.4,1938.2,-19.6,308048.5,189556.7,35.9,,279.5,368162.5,0.9,22.3,26.7,0.1,0.0,1.7,2.4,15.5,21.2,0.0,1856.5,0.0,-94.4,131.8,829K,0.0,11/13/2009,1:18:36 PM,2009.0,11.0,13.0,13.0,18.0,0.45,Control,1,2009-11-13 13:18:00
196,830.0,0.0,197.0,ERCZO_Elder_Creek_,683.5541667,0.0,0.0,150.4458333,113.7,5107.2,394970.9,2.4,1932.5,-19.6,336693.3,211526.4,16.8,,359.7,344513.1,1.3,20.5,20.0,0.1,0.0,1.5,1.9,19.0,20.3,0.0,1784.1,0.0,-94.4,136.1,830K,0.0,11/14/2009,1:18:34 PM,2009.0,11.0,14.0,13.0,18.0,0.45,Control,1,2009-11-14 13:18:00
197,831.0,0.0,198.0,ERCZO_Elder_Creek_,684.5541667,0.0,0.0,149.4458333,112.7,5218.4,401063.0,2.5,1922.5,-19.6,337260.8,205569.7,15.7,,366.6,339261.9,1.5,15.0,19.6,0.0,0.0,2.0,1.8,28.9,30.9,0.0,1695.6,0.0,-94.4,140.2,831K,0.0,11/15/2009,1:18:33 PM,2009.0,11.0,15.0,13.0,18.0,0.45,Control,1,2009-11-15 13:18:00
198,832.0,0.0,199.0,ERCZO_Elder_Creek_,685.5541667,0.0,0.0,148.4458333,108.9,5044.9,392757.6,2.3,1966.8,-19.6,308715.0,198290.5,20.6,,317.3,346259.0,0.7,15.4,17.5,0.1,0.0,1.4,1.9,14.2,18.1,0.0,1662.4,0.0,-94.4,131.6,832K,0.0,11/16/2009,1:18:35 PM,2009.0,11.0,16.0,13.0,18.0,0.45,Control,1,2009-11-16 13:18:00
199,834.0,0.0,200.0,ERCZO_Elder_Creek_,687.5548611,0.0,0.0,146.4451389,103.9,4458.7,358604.0,2.2,1745.4,-19.6,290998.7,177959.8,37.1,,506.2,310861.1,1.3,51.1,53.6,0.1,0.0,2.3,3.0,69.2,71.7,0.0,1598.7,0.0,-94.4,115.1,834K,0.0,11/18/2009,1:19:13 PM,2009.0,11.0,18.0,13.0,19.0,0.45,Control,1,2009-11-18 13:19:00
200,835.0,0.0,201.0,ERCZO_Elder_Creek_,688.5548611,0.0,0.0,145.4451389,109.2,5543.5,384026.1,2.3,1901.2,-19.6,304171.8,188425.7,30.3,,423.0,339890.8,1.0,29.4,37.8,0.0,0.0,2.0,2.6,12.0,15.7,0.0,1660.0,0.0,-94.4,125.9,835K,0.0,11/19/2009,1:19:29 PM,2009.0,11.0,19.0,13.0,19.0,0.45,Control,1,2009-11-19 13:19:00
201,886.0,0.0,202.0,ERCZO_Elder_Creek_,715.6458333,0.0,0.0,118.35416670000001,88.7,3515.7,228536.2,2.1,1033.0,-19.6,222725.0,120787.9,441.7,,211.4,214962.3,8.9,80.2,86.7,0.2,0.0,3.8,4.6,20.2,23.6,0.0,1064.2,0.0,-94.4,76.4,886K,0.0,12/16/2009,3:30:00 PM,2009.0,12.0,16.0,15.0,30.0,0.45,Ref,9,2009-12-16 15:30:00
202,916.0,0.0,203.0,ERCZO_Elder_Creek_,715.6861111,0.0,0.0,118.3138889,90.8,3539.8,236955.5,2.0,1021.0,-19.6,205061.4,116151.9,152.0,,211.8,207220.9,5.2,78.4,92.7,0.1,0.0,3.8,4.0,28.3,32.6,0.0,986.5,0.0,-94.4,74.7,916K,0.0,12/16/2009,4:28:06 PM,2009.0,12.0,16.0,16.0,28.0,0.45,MB,2,2009-12-16 16:28:00
203,917.0,0.0,204.0,ERCZO_Elder_Creek_,716.6868056,0.0,0.0,117.31319440000001,94.0,3563.5,267436.6,1.9,1175.4,-19.6,230527.5,134956.2,61.5,,30.9,225647.4,0.5,21.7,26.9,0.2,0.0,1.3,2.3,15.4,18.6,0.0,1108.6,0.0,-94.4,79.0,917K,0.0,12/17/2009,4:29:14 PM,2009.0,12.0,17.0,16.0,29.0,0.45,Control,1,2009-12-17 16:29:00
204,918.0,0.0,205.0,ERCZO_Elder_Creek_,717.6868056,0.0,0.0,116.31319440000001,100.6,3881.0,283842.8,2.1,1313.3,-19.6,246656.7,149777.9,30.2,,22.4,247512.2,0.2,16.3,16.5,0.2,0.0,1.5,0.9,7.2,9.6,0.0,1255.3,0.0,-94.4,86.0,918K,0.0,12/18/2009,4:29:12 PM,2009.0,12.0,18.0,16.0,29.0,0.45,Control,1,2009-12-18 16:29:00
205,919.0,0.0,206.0,ERCZO_Elder_Creek_,718.6868056,0.0,0.0,115.31319440000001,107.4,4316.6,299872.9,2.3,1340.2,-19.6,258746.7,151088.0,82.1,,184.6,255256.5,2.8,20.7,25.6,0.1,0.0,1.4,2.4,42.6,41.5,0.0,1245.7,0.0,-94.4,98.2,919K,0.0,12/19/2009,4:29:00 PM,2009.0,12.0,19.0,16.0,29.0,0.45,MB,2,2009-12-19 16:29:00
206,920.0,0.0,207.0,ERCZO_Elder_Creek_,719.6868056,0.0,0.0,114.31319440000001,101.0,3983.5,287905.1,2.1,1318.6,-19.6,239525.0,143478.6,55.8,,25.3,252135.3,0.6,22.1,27.0,0.1,0.0,1.4,1.7,3.5,4.4,0.0,1205.7,0.0,-94.4,92.3,920K,0.0,12/20/2009,4:29:00 PM,2009.0,12.0,20.0,16.0,29.0,0.45,Control,1,2009-12-20 16:29:00
207,921.0,0.0,208.0,ERCZO_Elder_Creek_,720.6861111,0.0,0.0,113.3138889,91.8,3544.3,250251.2,1.9,1097.7,-19.6,233513.5,133244.9,66.4,,37.4,216350.6,0.8,53.0,56.0,0.2,0.0,2.4,2.9,14.9,14.9,0.0,1008.2,0.0,-94.4,77.1,921K,0.0,12/21/2009,4:28:30 PM,2009.0,12.0,21.0,16.0,28.0,0.45,Control,1,2009-12-21 16:28:00
208,922.0,0.0,209.0,ERCZO_Elder_Creek_,721.6861111,0.0,0.0,112.3138889,99.8,3448.7,266357.7,2.0,1225.8,-19.6,227956.0,130813.4,89.1,,200.3,221677.1,2.1,42.8,52.3,0.2,0.0,1.5,2.6,18.9,21.4,0.0,1065.5,0.0,-94.4,80.6,922K,0.0,12/22/2009,4:28:26 PM,2009.0,12.0,22.0,16.0,28.0,0.45,MB,2,2009-12-22 16:28:00
209,923.0,0.0,210.0,ERCZO_Elder_Creek_,722.6868056,0.0,0.0,111.31319440000001,97.7,3094.1,268832.4,1.8,1226.0,-19.6,238849.5,144360.5,40.4,,22.8,245443.2,0.7,10.1,13.5,0.2,0.0,1.2,1.6,5.3,7.8,0.0,1230.1,0.0,-94.4,80.1,923K,0.0,12/23/2009,4:29:16 PM,2009.0,12.0,23.0,16.0,29.0,0.45,Control,1,2009-12-23 16:29:00
