SiteCode,date collected (yyyy-mm-dd),time collected (hhmm),DateTime,SampleCode,pH (pH),EC (uS/cm),acid-neutralizing capacity (ueq/L),acidity (ueq/L),alkalinity (ueq/L),H+ (ueq/L),NH4+ (ueq/L),Ca++ (ueq/L),Mg++ (ueq/L),Na+ (ueq/L),K+ (ueq/L),Cl- (ueq/L),NO3- (ueq/L),SO4-- (ueq/L),PO4--- (ueq/L),Si (umol/L),cation sum,anion sum,charge balance,total N (umol/L),total dissolved N (umol/L),particulate N (umol/L),dissolved org N (umol/L),inorganic N (umol/L),total P (umol/L),total dissolved P (umol/L),particulate P (umol/L),dissolved org P (umol/L),inorganic P (umol/L),delta 18O (per mill),delta 18O std dev,delta D (per mill),delta D std dev,D excess (per mill),tritium (TU),tritium std dev,total org C (mg/L),dissolved org C (mg/L),particulate org C (mg/L)
GREEN LAKE 4,9/2/2004,855,,988,6.17,19.9,59.65,NP,NP,0.68,0.66,124.55,27.44,19.36,6.34,2.76,15.11,110.18,NP,30.22,179.03,187.71,-0.02,17.73,19.54,NP,3.77,15.78,0.19,0.11,0.08,0.11,NP,-14.56,NP,NP,NP,NP,NP,NP,NP,0.36,NP
GREEN LAKE 4,9/9/2004,900,,989,6.33,20.2,64.61,NP,NP,0.47,1.21,126.15,27.54,19.7,6.42,2.57,14.08,110.93,NP,30.75,181.49,192.19,-0.03,16.83,17.83,NP,2.54,15.29,0.33,0.09,0.24,0.09,NP,-14.5,NP,NP,NP,NP,NP,NP,NP,0.39,NP
GREEN LAKE 4,9/16/2004,840,,990,6.34,21.1,65.88,NP,NP,0.46,NP,133.88,28.71,20.75,6.44,2.45,15.16,112.12,NP,30.94,190.24,195.61,-0.01,19.52,18.07,1.46,2.91,15.16,0.16,0.09,0.07,0.09,NP,-14.34,NP,NP,NP,NP,NP,NP,NP,0.35,NP
GREEN LAKE 4,9/23/2004,845,,991,6.49,21.4,65.3,NP,NP,0.32,NP,136.98,29.24,21.18,6.91,2.62,15.35,112.01,NP,29.14,194.62,195.29,0,16.83,17.17,NP,1.82,15.35,0.16,0.11,0.05,0.11,NP,-14.06,NP,NP,NP,NP,NP,NP,NP,0.33,NP
GREEN LAKE 4,9/30/2004,840,,992,6.66,21.3,62.05,NP,NP,0.22,NP,139.82,29.75,21.79,6.83,2.79,15.97,114.99,NP,29.38,198.41,195.8,0.01,19.13,17.18,1.94,1.22,15.97,0.16,0.1,0.06,0.1,NP,-13.94,NP,NP,NP,NP,NP,NP,NP,0.33,NP
GREEN LAKE 4,10/7/2004,830,,993,6.56,21.7,59.6,NP,NP,0.28,NP,141.32,29.48,22.18,7.47,2.99,16.95,115.96,NP,30.12,200.73,195.5,0.01,19.84,18.34,1.5,1.39,16.95,0.1,0.08,0.02,0.08,NP,-13.97,NP,NP,NP,NP,NP,NP,NP,0.35,NP
GREEN LAKE 4,10/14/2004,900,,994,6.78,22.2,61.29,NP,NP,0.17,NP,145.76,30.83,23.14,7.67,3.13,18.1,113.28,NP,31.97,207.57,195.8,0.03,23.12,22,1.12,3.91,18.1,0.14,NP,0.14,NP,NP,-13.89,NP,NP,NP,NP,NP,NP,NP,0.33,NP
GREEN LAKE 4,10/21/2004,830,,995,6.65,22.7,63.78,NP,NP,0.22,NP,148.15,31.77,23.53,7.72,3.51,19.89,118.76,NP,33.51,211.4,205.93,0.01,22.32,24.8,NP,4.92,19.89,0.12,0.07,0.05,0.07,NP,-13.91,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,11/11/2004,1040,,996,6.29,33.2,47.71,NP,NP,0.51,NP,214.87,45.25,29.88,7.57,5.25,31.27,213.9,NP,46.4,298.08,298.13,0,33.29,35.43,NP,4.16,31.27,0.05,NP,0.05,NP,NP,-13.73,NP,NP,NP,NP,NP,NP,NP,3.93,NP
GREEN LAKE 4,12/17/2004,1230,,997,6.57,33.1,103.89,NP,NP,0.27,9.98,193.86,39.72,42.15,15.6,12.97,27.27,148.53,0.25,44.16,301.58,292.91,0.01,50.21,48.32,1.89,11.07,37.25,0.25,0.23,0.01,0.15,0.08,-14.2,NP,NP,NP,NP,NP,NP,NP,0.71,NP
GREEN LAKE 4,1/27/2005,1210,,998,6.58,34.6,110.84,NP,NP,0.26,2.62,196.31,39.18,44.58,19.28,14.81,27.37,146.26,0.22,41.73,302.24,299.5,0,52.13,53.37,NP,23.39,29.98,0.22,0.2,0.02,0.13,0.07,-14.32,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,3/3/2005,1150,,999,6.65,29.7,90.55,NP,NP,0.22,2.3,187.72,38.54,31.06,10.43,5.58,23.4,143.85,NP,40.53,270.28,263.38,0.01,32.62,32.25,0.36,6.55,25.7,0.19,0.14,0.04,0.14,NP,-14.26,NP,NP,NP,NP,NP,NP,NP,1.06,NP
GREEN LAKE 4,3/23/2005,1230,,1000,6.49,32.1,93.29,NP,NP,0.32,1.85,197.41,39.04,39.32,13.15,12.69,25.26,149.07,0.2,40.29,291.09,280.51,0.02,35.24,33.55,1.69,6.45,27.11,0.14,0.1,0.04,0.04,0.07,-14.35,NP,NP,NP,NP,NP,NP,NP,1.16,NP
GREEN LAKE 4,4/14/2005,1050,,1001,6.47,28.6,82.05,NP,NP,0.34,0.74,178.04,36.06,29.27,9.31,5.13,22.47,138.97,0.15,36.44,253.77,248.77,0.01,27.12,26.78,0.34,3.57,23.21,0.1,0.08,0.01,0.03,0.05,-14.15,NP,NP,NP,NP,NP,NP,NP,0.77,NP
GREEN LAKE 4,5/12/2005,1115,,1002,6.48,46.9,105,NP,NP,0.33,38.43,270.41,51.35,43.93,14.55,10.77,71.95,218.59,0.15,39.22,419,406.46,0.02,121.11,119.86,1.25,9.49,110.37,0.17,0.08,0.1,0.03,0.05,-18.33,NP,NP,NP,NP,NP,NP,NP,1.46,NP
GREEN LAKE 4,5/19/2005,1355,,1003,6.36,21.1,93.46,NP,NP,0.44,6.7,123.8,41.36,13.75,22.28,4.82,20.24,65.67,0.39,21.7,208.32,184.58,0.06,37.37,37.19,0.18,10.25,26.94,0.27,0.19,0.09,0.06,0.13,-14.58,NP,NP,NP,NP,NP,NP,NP,6.21,NP
GREEN LAKE 4,5/26/2005,1020,,1004,6.35,21,58.78,NP,NP,0.45,3.73,123,27.57,18.27,13.61,4.94,30.34,78.32,0.22,29.83,186.63,172.6,0.04,37.99,39.11,NP,5.05,34.06,0.23,0.2,0.03,0.12,0.07,-15.61,NP,NP,NP,NP,NP,NP,NP,1.67,NP
GREEN LAKE 4,6/3/2005,1025,,1005,6.29,17.34,45.56,NP,NP,0.51,2.34,96.71,23.68,16.14,10.97,4.94,34.13,62.56,0.34,28.17,150.35,147.52,0.01,43.53,42.03,1.5,5.56,36.47,0.31,0.27,0.03,0.16,0.11,-16.21,NP,NP,NP,NP,NP,NP,NP,1.29,NP
GREEN LAKE 4,6/9/2005,940,,1006,6.24,19.03,45.44,NP,NP,0.58,1.2,110.83,25.63,18.53,9.16,4.94,36.26,70.81,NP,31.2,165.92,157.44,0.03,42.54,41.67,0.88,4.22,37.45,0.17,0.08,0.1,0.08,NP,-16.07,NP,NP,NP,NP,NP,NP,NP,1.19,NP
GREEN LAKE 4,6/16/2005,1035,,1007,6.33,19.14,50.41,NP,NP,0.47,0.54,110.63,25.57,18.96,8.75,4.8,33.82,72.89,0.18,34.82,164.91,162.1,0.01,36.58,35.81,0.77,1.45,34.36,0.14,0.1,0.04,0.04,0.06,-16.02,NP,NP,NP,NP,NP,NP,NP,1.2,NP
GREEN LAKE 4,6/23/2005,930,,1008,6.27,12.86,36.87,NP,NP,0.54,NP,71.56,16.02,13.18,6.44,2.91,23.95,41.72,0.18,26.08,107.74,105.62,0.01,25.39,25.37,0.03,1.42,23.95,0.23,0.16,0.07,0.1,0.06,-16.22,NP,NP,NP,NP,NP,NP,NP,0.82,NP
GREEN LAKE 4,6/30/2005,930,,1009,6.24,15.42,48.75,NP,NP,0.58,NP,89.22,19.22,16.18,6.04,2.76,19.68,57.21,NP,28.03,131.23,128.4,0.01,24.96,20.91,4.05,1.24,19.68,0.24,0.11,0.13,0.11,NP,-15.52,NP,NP,NP,NP,NP,NP,NP,0.73,NP
GREEN LAKE 4,7/7/2005,915,,1010,6.22,13.71,40.14,NP,NP,0.6,0.67,79.49,16.68,14.57,5.5,2.31,16.4,51.47,0.19,26.23,117.51,110.51,0.03,22,20.21,1.79,3.14,17.07,0.28,0.15,0.13,0.09,0.06,-15.74,NP,NP,NP,NP,NP,NP,NP,0.62,NP
GREEN LAKE 4,7/14/2005,845,,1011,6.27,12.41,46.88,NP,NP,0.54,0.75,73.9,15.45,13.4,4.83,2.28,13.13,46.28,0.16,25.29,108.87,108.74,0,17.07,16.27,0.8,2.39,13.88,0.12,0.06,0.06,0.01,0.05,-16.07,NP,NP,NP,NP,NP,NP,NP,0.7,NP
GREEN LAKE 4,7/21/2005,945,,1012,6.28,11.67,43.23,NP,NP,0.52,NP,70.81,14.63,13.14,4.63,1.92,10.14,44.2,0.22,25.28,103.73,99.72,0.02,12.68,12.23,0.45,2.09,10.14,0.12,0.08,0.04,0,0.07,-16.31,NP,NP,NP,NP,NP,NP,NP,0.67,NP
GREEN LAKE 4,7/28/2005,945,,1013,6.31,11.8,44.82,NP,NP,0.49,0.81,70.86,14.63,12.88,4.35,1.64,9.63,43.97,0.16,25.01,104.02,100.21,0.02,16.33,13.93,2.4,3.49,10.44,0.16,0.08,0.08,0.03,0.05,-16.24,NP,NP,NP,NP,NP,NP,NP,0.5,NP
GREEN LAKE 4,8/4/2005,900,,1014,6.34,12.11,41.29,NP,NP,0.46,1.47,73.75,15.09,12.83,4.4,2.12,9.31,48.01,NP,25.38,108,100.72,0.03,16.45,16.64,NP,5.86,10.78,NP,NP,NP,NP,NP,-16,NP,NP,NP,NP,NP,NP,NP,0.88,NP
GREEN LAKE 4,8/11/2005,825,,1015,6.3,12.96,48.28,NP,NP,0.5,1.55,81.39,17.12,14.14,4.55,2.06,8.93,53.72,0.23,28.47,119.24,113.22,0.03,16.2,16.5,NP,6.01,10.48,0.21,0.16,0.05,0.08,0.08,-15.51,NP,NP,NP,NP,NP,NP,NP,0.58,NP
GREEN LAKE 4,8/18/2005,910,,1016,6.26,14.16,49.51,NP,NP,0.55,0.72,86.63,17.47,15.09,5.5,1.83,10.85,58.86,NP,30.2,125.96,121.06,0.02,18.53,15,3.53,3.43,11.58,NP,NP,NP,NP,NP,-15.17,NP,NP,NP,NP,NP,NP,NP,0.55,NP
GREEN LAKE 4,8/25/2005,910,,1017,6.38,14.45,50.11,NP,NP,0.42,0.38,91.07,18.31,15.88,5.34,1.83,10.63,63.61,0.26,31.09,131.4,126.43,0.02,13.52,13.73,NP,2.72,11.01,0.34,0.16,0.17,0.08,0.09,-14.98,NP,NP,NP,NP,NP,NP,NP,0.46,NP
GREEN LAKE 4,9/1/2005,850,,1018,6.42,14.92,58.42,NP,NP,0.38,0.69,93.26,18.85,16.31,5.52,2.4,8.71,65.71,0.4,31.38,135.02,135.63,0,14.14,12.65,1.49,3.26,9.4,0.23,0.22,0.01,0.09,0.13,-14.77,NP,NP,NP,NP,NP,NP,NP,0.51,NP
GREEN LAKE 4,9/8/2005,840,,1019,6.56,15.41,59.18,NP,NP,0.28,1.66,96.16,19.74,16.96,5.45,2.26,7.26,70.08,0.4,31.76,140.25,139.17,0,12.72,12.66,0.06,3.74,8.92,0.35,0.14,0.22,NP,0.13,-14.71,NP,NP,NP,NP,NP,NP,NP,0.82,NP
GREEN LAKE 4,9/15/2005,850,,1020,6.28,16.1,57.39,NP,NP,0.52,1.47,96.96,20.07,16.62,5.83,2.09,7.29,70.39,0.21,31.73,141.47,137.37,0.01,12.14,11.89,0.25,3.12,8.76,0.14,0.12,0.02,0.05,0.07,-14.49,NP,NP,NP,NP,NP,NP,NP,0.86,NP
GREEN LAKE 4,9/22/2005,845,,1021,6.42,16.53,54.55,NP,NP,0.38,0.81,99.75,21.03,17.49,5.52,2.03,6.9,75.14,0.24,32.35,144.98,138.86,0.02,13.13,11.63,1.5,3.92,7.71,0.17,0.09,0.08,0.01,0.08,-14.25,NP,NP,NP,NP,NP,NP,NP,0.9,NP
GREEN LAKE 4,9/29/2005,830,,1022,6.37,17.03,61.21,NP,NP,0.43,0.52,104.24,21.37,18.05,6.14,2.09,7.21,77.39,0.24,33.34,150.75,148.13,0.01,12.14,11.41,0.73,3.68,7.73,0.15,0.08,0.07,0.01,0.08,-13.98,NP,NP,NP,NP,NP,NP,NP,0.88,NP
GREEN LAKE 4,10/6/2005,820,,1023,6.44,18.73,67.22,NP,NP,0.36,0.7,112.28,23.25,19.14,6.44,2.28,8.64,87.96,0.19,34.59,162.17,166.3,-0.01,12.84,11.89,0.95,2.55,9.34,0.14,0.07,0.07,0.01,0.06,-13.68,NP,NP,NP,NP,NP,NP,NP,0.76,NP
GREEN LAKE 4,10/13/2005,1045,,1024,6.42,19.38,66.9,NP,NP,0.38,0.54,117.37,24.22,19.44,6.44,2.43,8.85,91.36,0.23,35.06,168.39,169.77,0,14.06,13.09,0.97,3.7,9.4,0.16,0.08,0.08,NP,0.08,-13.59,NP,NP,NP,NP,NP,NP,NP,1,NP
GREEN LAKE 4,10/20/2005,820,,1025,6.45,20.5,67.92,NP,NP,0.35,NP,123.85,24.42,20.53,6.57,2.62,10.37,92.67,0.16,34.49,175.73,173.75,0.01,14.01,13.19,0.83,2.82,10.37,0.17,0.08,0.09,0.03,0.05,-13.59,NP,NP,NP,NP,NP,NP,NP,0.7,NP
GREEN LAKE 4,11/3/2005,1045,,1026,6.47,21.1,71.85,NP,NP,0.34,0.69,132.68,26.27,21.75,7.14,2.85,11.74,101.48,0.21,36.84,188.86,188.13,0,16.93,16.35,0.58,3.93,12.43,0.18,0.07,0.11,NP,0.07,-13.51,NP,NP,NP,NP,NP,NP,NP,0.87,NP
GREEN LAKE 4,11/10/2005,1045,,1027,6.62,21.1,69.71,NP,NP,0.24,NP,135.38,27.11,21.97,6.88,2.79,12.14,102.73,0.25,37.2,191.58,187.63,0.01,17.78,16.35,1.42,4.21,12.14,0.11,0.1,0.01,0.01,0.08,-13.48,NP,NP,NP,NP,NP,NP,NP,0.96,NP
GREEN LAKE 4,1/13/2006,1300,,1028,6.57,26.8,87.03,NP,NP,0.27,2.37,167.02,32.21,28.19,9.64,3.64,19.42,123.46,0.28,47.71,239.69,233.83,0.01,26.04,25.33,0.71,3.55,21.78,0.16,0.17,NP,0.08,0.09,-14.2,NP,NP,NP,NP,NP,NP,NP,0.49,NP
GREEN LAKE 4,2/24/2006,1300,,1029,6.59,27.6,91.25,NP,NP,0.26,1.01,174.5,33.18,29.1,9.36,4.91,19.84,126.67,0.26,50.43,247.4,242.93,0.01,25.31,25.38,NP,4.54,20.85,0.19,0.12,0.07,0.03,0.09,-14,NP,NP,NP,NP,NP,NP,NP,1.07,NP
GREEN LAKE 4,3/28/2006,1320,,1030,6.55,28.2,87.13,NP,NP,0.28,0.66,173.1,33.59,29.88,9.26,4.99,19.84,123.5,NP,49.48,246.78,235.46,0.02,23.91,24.24,NP,3.73,20.5,0.05,NP,0.05,NP,NP,-17.56,NP,NP,NP,NP,NP,NP,NP,1.03,NP
GREEN LAKE 4,4/21/2006,1115,,1031,6.49,26,85.49,NP,NP,0.32,1.12,164.47,31.98,27.06,8.98,4.68,19.05,121.13,NP,43.74,233.93,230.35,0.01,24.09,23.53,0.55,3.37,20.17,0.06,NP,0.06,NP,NP,-13.95,NP,NP,NP,NP,NP,NP,NP,1.06,NP
GREEN LAKE 4,5/10/2006,1100,,1032,6.56,26.1,86.89,NP,NP,0.28,1.44,166.12,32.08,26.79,8.98,4.06,17.82,121.21,NP,43.5,235.69,229.99,0.01,22.02,21.73,0.29,2.47,19.26,NP,NP,NP,NP,NP,-14,NP,NP,NP,NP,NP,NP,NP,1.49,NP
GREEN LAKE 4,5/18/2006,1400,,1033,6.57,26.5,86.71,NP,NP,0.27,0.72,167.12,33.09,27.06,10.38,4.48,20.39,120.96,NP,45.35,238.63,232.54,0.01,23.95,23.82,0.13,2.72,21.1,0.06,NP,0.06,NP,NP,-14.23,NP,NP,NP,NP,NP,NP,NP,1.99,NP
GREEN LAKE 4,5/25/2006,1410,,1034,6.41,20.9,60.22,NP,NP,0.39,1.53,123,26.88,20.57,11.43,4.94,31.24,86.38,NP,34.2,183.81,182.78,0,37.7,36.29,1.41,3.52,32.77,0.26,0.18,0.08,0.18,NP,-15.51,NP,NP,NP,NP,NP,NP,NP,2.02,NP
GREEN LAKE 4,6/1/2006,935,,1035,6.26,19.21,51.83,NP,NP,0.55,1.07,111.98,24.81,18.62,9.74,4.94,32.58,75.43,NP,33.69,166.77,164.77,0.01,38.7,37.88,0.82,4.23,33.65,0.17,0.11,0.06,0.11,NP,-15.98,NP,NP,NP,NP,NP,NP,NP,1.83,NP
GREEN LAKE 4,6/8/2006,840,,1036,6.4,17.22,48.07,NP,NP,0.4,0.5,102.94,23.23,18.01,7.42,4.77,27.71,67.48,NP,34.36,152.5,148.02,0.01,34.6,34.64,NP,6.44,28.2,0.21,0.2,0.01,0.2,NP,-16.61,NP,NP,NP,NP,NP,NP,NP,1.28,NP
GREEN LAKE 4,6/16/2006,940,,1037,6.28,15.04,47.75,NP,NP,0.52,NP,89.62,19.69,16.88,5.98,2.82,21.56,58.42,NP,29.76,132.7,130.55,0.01,22.53,22.08,0.44,0.52,21.56,0.17,0.17,NP,0.17,NP,-16.99,NP,NP,NP,NP,NP,NP,NP,0.76,NP
GREEN LAKE 4,6/22/2006,925,,1038,6.25,14.66,50.28,NP,NP,0.56,NP,88.17,18.59,16.22,5.6,2.59,19.05,53.9,NP,27.95,129.15,125.82,0.01,22.06,21.41,0.65,2.36,19.05,0.17,0.15,0.02,0.15,NP,-17.14,NP,NP,NP,NP,NP,NP,NP,0.77,NP
GREEN LAKE 4,6/29/2006,920,,1039,6.4,13.09,47.42,NP,NP,0.4,NP,79.94,17.14,14.62,4.96,2.2,16.1,49.84,NP,28.13,117.06,115.56,0.01,19.93,18.67,1.25,2.58,16.1,0.14,0.1,0.04,0.1,NP,-17.5,NP,NP,NP,NP,NP,NP,NP,0.53,NP
GREEN LAKE 4,7/6/2006,905,,1040,6.67,12.56,48.02,NP,NP,0.21,0.9,75.3,16,13.88,4.55,1.72,12.22,48.68,NP,27.11,110.84,110.64,0,15.98,15.39,0.59,2.27,13.13,0.25,0.17,0.08,0.17,NP,NP,NP,NP,NP,NP,NP,NP,NP,0.4,NP
GREEN LAKE 4,7/13/2006,915,,1041,6.6,12.7,41.93,NP,NP,0.25,NP,78.44,17.23,14.22,5.11,2.31,14.63,55.57,NP,39.29,115.26,114.44,0,17.99,14.03,3.96,NP,14.63,0.31,0.19,0.11,0.19,NP,-15.93,NP,NP,NP,NP,NP,NP,NP,0.73,NP
GREEN LAKE 4,7/20/2006,920,,1042,6.6,12.39,43.73,NP,NP,0.25,NP,77.3,16.27,13.66,5.24,2.48,11.32,49.34,NP,32.1,112.72,106.88,0.03,17.16,15.49,1.67,4.17,11.32,0.24,0.16,0.08,0.16,NP,-16.15,NP,NP,NP,NP,NP,NP,NP,1.17,NP
GREEN LAKE 4,7/27/2006,950,,1043,6.52,13.62,52.34,NP,NP,0.3,0.7,78.34,16.39,14.53,5.11,2.91,6.9,51.01,NP,32.1,115.38,113.16,0.01,9.16,9,0.17,1.39,7.61,0.24,NP,0.24,NP,NP,-16.06,NP,NP,NP,NP,NP,NP,NP,1.03,NP
GREEN LAKE 4,8/3/2006,930,,1044,6.63,13.2,57.37,NP,NP,0.23,0.74,78.74,16.54,15.05,5.06,2.09,3.76,51.95,NP,31.6,116.36,115.16,0.01,8.14,5.53,2.61,1.04,4.49,0.26,NP,0.26,NP,NP,-15.81,NP,NP,NP,NP,NP,NP,NP,1.08,NP
GREEN LAKE 4,8/10/2006,945,,1045,6.59,14.01,57.32,NP,NP,0.26,0.51,82.19,16.78,16.22,5.24,1.81,4.63,54.49,NP,32.7,121.21,118.24,0.01,6.41,7.01,NP,1.86,5.14,0.2,NP,0.2,NP,NP,-15.71,NP,NP,NP,NP,NP,NP,NP,0.76,NP
GREEN LAKE 4,8/17/2006,920,,1046,6.62,14.12,62.09,NP,NP,0.24,NP,82.04,16.72,16.75,4.86,1.55,1.29,57.23,NP,33.33,120.61,122.17,-0.01,5.27,4.24,1.03,2.95,1.29,0.23,NP,0.23,NP,NP,-15.65,NP,NP,NP,NP,NP,NP,NP,0.91,NP
GREEN LAKE 4,8/24/2006,1025,,1047,6.68,14.97,65.11,NP,NP,0.21,1.63,86.58,17.76,17.75,5.55,2,0.16,58.71,NP,32.66,129.48,125.99,0.01,7.08,5.26,1.82,3.47,1.79,0.3,0.08,0.22,0.08,NP,-15.44,NP,NP,NP,NP,NP,NP,NP,0.74,NP
GREEN LAKE 4,8/31/2006,930,,1048,6.59,15.31,66.66,NP,NP,0.26,0.57,92.91,19.18,17.92,5.34,1.58,0.19,62.83,NP,32.55,136.19,131.27,0.02,6.16,4.56,1.6,3.79,0.77,0.19,0.06,0.13,0.06,NP,-15.38,NP,NP,NP,NP,NP,NP,NP,0.91,NP
GREEN LAKE 4,9/7/2006,920,,1049,6.6,15.99,67.22,NP,NP,0.25,0.53,95.56,19.2,18.62,5.65,1.86,0.19,67.52,NP,33.12,139.81,136.79,0.01,3.94,3.9,0.03,3.17,0.73,0.16,0.07,0.09,0.07,NP,-15.21,NP,NP,NP,NP,NP,NP,NP,0.83,NP
GREEN LAKE 4,9/14/2006,850,,1050,6.6,17.25,66.35,NP,NP,0.25,0.69,103.44,20.54,19.44,5.98,1.61,1.08,74.02,NP,32.32,150.35,143.05,0.02,7.98,6.69,1.29,4.92,1.77,0.25,0.22,0.03,0.22,NP,-14.87,NP,NP,NP,NP,NP,NP,NP,0.67,NP
GREEN LAKE 4,9/26/2006,1000,,1051,6.63,19.41,72.28,NP,NP,0.23,1.14,115.17,23.08,21.49,6.78,2.79,3.34,84.18,0.17,32.93,167.89,162.76,0.02,10.38,10.22,0.16,5.74,4.48,0.23,0.13,0.1,0.07,0.06,-14.78,NP,NP,NP,NP,NP,NP,NP,1.24,NP
GREEN LAKE 4,10/5/2006,845,,1052,6.72,19.67,67.9,NP,NP,0.19,1.52,117.86,23.58,21.4,6.34,2.09,4.69,87.57,0.23,33.21,170.89,162.48,0.03,8.84,9.25,NP,3.04,6.21,0.19,0.11,0.08,0.04,0.08,-14.71,NP,NP,NP,NP,NP,NP,NP,1.01,NP
GREEN LAKE 4,11/21/2006,1255,,1053,6.73,22.9,76.04,NP,NP,0.19,1.26,143.16,28.25,24.14,7.6,2.71,9.81,107.83,0.31,36.51,204.6,196.69,0.02,15.32,13.64,1.68,2.57,11.07,0.15,0.14,NP,0.04,0.1,-14.62,NP,NP,NP,NP,NP,NP,NP,1.12,NP
GREEN LAKE 4,12/19/2006,1355,,1054,6.72,28.4,96.56,NP,NP,0.19,2.43,166.02,32.34,31.88,8.8,5.81,12.58,121.98,NP,42.15,241.66,236.93,0.01,23.7,23.25,0.44,8.24,15.01,0.3,0.19,0.11,0.19,NP,-15.17,NP,NP,NP,NP,NP,NP,NP,1.54,NP
GREEN LAKE 4,3/6/2007,1300,,1055,6.79,27.4,91.95,NP,NP,0.1622,0.9475,168.4631,32.412,27.099,9.4113,3.2719,12.0474,123.7123,0.3777,37.7325,238.495,231.3594,0.0152,16.579,16.6325,u,3.6375,12.995,0.184,0.1743,0.0097,0.0484,0.1259,-15.287,0.0782,-110.7128,0.201,11.5835,NP,NP,NP,0.7663,NP
GREEN LAKE 4,3/22/2007,1200,,1056,6.79,28.6,91.73,NP,NP,0.1622,1.3416,172.5549,32.667,30.8398,10.5621,5.9515,12.4022,124.6284,0.2518,38.9814,248.1276,234.964,0.0272,19.8055,17.974,1.8315,4.2301,13.7439,0.1421,0.1195,0.0226,0.0355,0.0839,-15.2556,0.0254,-110.4388,0.1896,11.6057,NP,NP,NP,0.5938,NP
GREEN LAKE 4,4/12/2007,1045,,1057,6.59,27.8,90.05,NP,NP,0.257,1.9046,166.7665,32.3297,29.7088,10.4598,4.7951,11.87,121.0473,u,37.0991,241.4265,227.7624,0.0291,21.2171,18.6758,2.5414,4.9012,13.7746,0.1324,0.0807,0.0517,0.0807,u,-15.299,0.0459,-110.7138,0.0889,11.6779,NP,NP,NP,0.5088,NP
GREEN LAKE 4,5/10/2007,1330,,1058,6.16,19.14,53.77,NP,NP,0.6918,19.9562,94.7605,27.3116,12.6143,19.7177,9.703,36.9003,45.4916,0.4068,14.6894,175.052,146.2717,0.0896,69.5612,67.411,2.1502,10.5546,56.8565,0.4875,0.1259,0.3616,u,0.1356,-16.4909,0.0131,-117.6447,0.1237,14.2822,NP,NP,NP,5.173,NP
GREEN LAKE 4,5/17/2007,1300,,1059,6.62,21.3,61.76,NP,NP,0.2399,2.8448,119.1118,26.818,18.53,11.6618,5.7823,25.5302,79.0118,0.5133,29.5339,179.2062,172.5977,0.0188,33.9053,35.13,u,6.755,28.375,0.3681,0.2583,0.1098,0.0872,0.1711,-16.1687,0.1348,-115.833,0.1144,13.5169,NP,NP,NP,1.65,NP
GREEN LAKE 4,5/24/2007,1220,,1060,6.47,18.33,47.93,NP,NP,0.3388,2.1564,99.8004,23.1162,17.399,9.3346,5.1054,30.5944,65.2914,0.3487,30.5491,152.1454,149.2698,0.0095,33.39,34.0953,NP,1.3446,32.7508,0.1582,0.1162,0.042,u,0.1162,-16.3755,0.0604,-117.9623,0.3339,13.042,NP,NP,NP,1.174,NP
GREEN LAKE 4,5/31/2007,1030,,1061,6.44,18.6,48.49,NP,NP,0.3631,0.6176,105.2894,23.3629,18.443,8.6185,5.2182,29.4815,67.8939,u,32.5642,156.6945,151.0837,0.0182,36.2055,31.441,4.7644,1.3419,30.0991,0.0807,0.0452,0.0355,0.0452,u,-16.2721,0.0734,-116.5011,0.0631,13.6759,NP,NP,NP,1.059,NP
GREEN LAKE 4,6/7/2007,1030,,1062,6.57,18.06,50.7,NP,NP,0.2692,0.4881,100.1996,22.7048,19.1824,8.2349,4.5412,27.8365,65.8536,u,33.3795,151.0789,148.9313,0.0072,34.5196,29.1859,5.3337,0.8613,28.3246,0.1098,0.071,0.0387,0.071,u,-16.2171,0.067,-116.2882,0.132,13.4487,NP,NP,NP,1.027,NP
GREEN LAKE 4,6/14/2007,930,,1063,6.38,15.5,40.5,NP,NP,0.4169,0.5812,88.5729,18.0981,15.6156,6.3168,5.472,25.9979,55.0064,u,28.9399,129.6014,126.9763,0.0102,32.0539,31.1302,0.9238,4.551,26.5792,0.184,0.1001,0.0839,0.1001,u,-16.2986,0.0791,-117.0146,0.2989,13.3746,NP,NP,NP,0.8123,NP
GREEN LAKE 4,6/21/2007,920,,1064,6.56,17.55,54.08,NP,NP,0.2754,0.3769,101.7964,20.3192,17.486,5.8053,4.5976,18.4663,68.4353,0.3196,29.4655,146.0593,145.8988,0.0005,18.9121,20.4776,u,1.6345,18.8432,0.1614,0.1647,u,0.0581,0.1065,-15.8298,0.041,-114.007,0.0352,12.6313,NP,NP,NP,0.7915,NP
GREEN LAKE 4,6/28/2007,925,,1065,6.65,14.82,51.08,NP,NP,0.2239,0.4257,87.8743,17.3577,15.7461,6.0866,2.1719,15.3052,57.7962,u,26.6393,127.7143,126.3534,0.0054,21.7117,19.6642,2.0474,3.9333,15.731,0.1647,u,0.1647,u,u,-16.0523,0.053,-116.2007,0.0554,12.2176,NP,NP,NP,0.5158,NP
