DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,pH,EC,TIC,TOC,TN,F-,Cl-,NO2-,Br-,NO3-,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Mo98,Ag107,Cd111,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,Tl205,Pb208,U238,NH4-N,Ortho-P,SamplingNote
MST,,,,,pH,uS/cm,mg/L,mg/L,mg/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,(mg/L),(mg/L),
(Detection limit),,,,,,,0.000229,0.000255,0.000204,0.983,1.14,2.33,1.45,0.724,0.109,1.05,0.042,0.039,3.69,0.366,0.096,0.684,0.723,0.138,0.114,0.027,0.003,0.003,0.012,0.006,0.0014,0.003,0.006,0.045,0.015,0.057,0.012,0.342,0.003,0.000291,0.006,0.003,0.003,0.003,0.429,0.204,0.255,1.23,0.87,0.61,2.41,0.204,0.876,0.231,0.255,0.228,0.762,0.057,0.468,0.678,0.54,0.01,0.01,
(Lab Method),,,,,PH_EC1,PH_EC1,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,SmartChem200,SmartChem200,
2/10/2011 12:15,OR_up,OR-46,GRAB,SW,6.6,291,0.92,4.49,5.94,0.49,"-9,999.00",1.17,0.72,183.47,89.74,0.53,0.09,16.4,21168,7207,7.33,"6,241.19",56.67,2261,20426,1.19,0.8,0,0.13,7.57,0.17,1.78,0.73,9.69,0.34,0.01,289,71.12,0,0,0.04,0,0.04,12.5,20.5,11.38,8.35,25.83,15.68,8.88,11.58,2.36,14.21,3.18,17.76,3.38,43.35,10.6,0.23,0.34,0.09,-9999,-9999,
2/10/2011 10:55,OR_low,OR-47,GRAB,SW,6.7,151.3,"-9,999.00","-9,999.00","-9,999.00",0.49,230.69,1.17,0.72,13.6,42.27,0.53,0.2,6.25,10469,3444,20.48,"5,243.78",123.93,2593,11150,1,2.42,0.12,0.37,21.51,0.07,1.22,1.25,11.67,0.29,0.03,124.95,81.32,0.41,0,0.02,0,0.09,6.17,52.23,45.27,16.18,60.84,17.72,7.88,19.97,1.74,13.64,2.56,11.88,1.64,17.41,3.24,0.23,0.06,13.83,-9999,-9999,
2/10/2011 11:45,OR_mid,OR-48,GRAB,SW,6.8,181,3.78,25.66,0.56,0.49,349.45,1.17,0.72,0.36,56.86,0.53,0.12,9.58,13649,4483,7.48,"6,323.90",53.59,2034,13440,0.9,1.45,0,0.1,6.85,0.08,1.16,0.43,2.55,0.28,0.03,176.58,65.7,0.12,0,0.02,0,0.05,9.94,24.95,15.16,8.83,23.51,6.67,7.84,16.43,1.75,7.51,2.67,13.16,3.39,29.45,5.04,0.23,0.34,6.77,-9999,-9999,
2/18/2011 11:25,OR_low,OR-49,GRAB,SW,-9999,146,2.65,5.87,0,0.49,236.34,1.17,0.72,0.36,40.91,0.53,0.02,6.19,10318,3421,22.03,"5,139.37",63.22,2148,11438,1.19,2.11,0.01,0.18,10.71,0.07,1.01,0.56,2.53,0.32,0.03,128.48,75.56,0.27,0,0.02,0,0.08,4.94,40.58,24.01,13.56,47.62,13.66,6.93,11.42,1.84,9.29,1.73,10.96,0.31,16.42,2.91,0.23,0.34,16.32,-9999,-9999,
2/18/2011 12:25,OR_mid,OR-50,GRAB,SW,-9999,187.6,2.71,4.32,0,0.49,366.35,1.17,0.72,0.36,57.19,0.53,0.09,10.19,14299,4537,10.82,"6,136.95",70.28,2087,13623,44.98,1.5,0.02,0.12,6.09,0.11,1.15,0.35,2.92,0.24,0.07,182.37,86.88,0.12,0,0.01,0,0.07,10.25,22.23,14.63,10.12,39.85,9.53,6.75,16.09,2.36,15.67,4.41,14.84,4,37.11,8.36,0.23,0.02,18.03,-9999,-9999,
2/18/2011 13:15,OR_up,OR-51,GRAB,SW,-9999,278,"-9,999.00","-9,999.00","-9,999.00",0.49,"-9,999.00",1.17,0.72,195.2,79.86,0.53,0.1,16.48,20814,7178,8.64,"6,233.07",73.97,2109,20082,1.18,0.79,0.01,0.14,6.62,0.17,1.84,0.99,4.53,0.31,0.1,282.29,94.78,0.02,0,0.02,0,0.04,12.16,16.56,12.53,7.77,24.21,11.54,6.43,10.61,2.16,16.38,3.5,18.31,3.5,45.64,10.07,0.23,0.04,17.62,-9999,-9999,
2/24/2011 13:20,OR_up,OR-52,GRAB,SW,-9999,329,"-9,999.00","-9,999.00","-9,999.00",0.49,"-9,999.00",1.17,0.72,153.35,79.56,0.53,0.13,15.84,19974,6668,9.1,"6,323.98",78.77,2041,19068,0.83,0.79,0,0.11,7.6,0.44,1.65,0.59,3.99,0.32,0.03,272.5,105.09,0,0,0.01,0,0.05,11.41,23.24,13.39,9.93,37.94,11,8.43,11.93,2.88,20,5.14,19.61,4.42,53.16,10.56,0.23,0.03,16.35,-9999,-9999,
2/24/2011 12:40,OR_mid,OR-53,GRAB,SW,-9999,194.7,3.32,4.43,0.91,0.49,388.99,1.17,0.72,32.12,64.86,0.53,0.11,9.95,14783,4916,8.58,"6,101.45",70.78,2087,14553,0.64,1.41,0,0.14,4.91,0.09,1.22,0.37,2.7,0.24,0.03,190.16,48.51,0.13,0,0.01,0,0.06,10.98,10.11,9.78,6.09,15.66,6.3,5.25,8.64,1.63,7.19,0.71,8.86,1.53,29.61,6.02,0.23,0.34,21.97,-9999,-9999,
3/3/2011 11:40,OR_low,OR-65,GRAB,SW,-9999,134.7,7.82,156.67,5.18,0.49,219.6,1.17,0.72,0.36,39.33,0.53,0.15,8.33,9751,3055,60.68,"5,012.32",86.24,1956,10433,3.09,1.94,0.11,0.39,31.56,0.07,1.02,0.53,1.54,0.26,0.03,116.68,102.48,0.43,0,0.02,0,0.07,3.27,68.08,78.43,20.5,81.48,17.05,7.28,24.35,2.64,15.85,3.45,16.84,2.84,28.04,6.02,0.23,0.07,17.76,-9999,-9999,
3/3/2011 12:50,OR_mid,OR-66,GRAB,SW,-9999,210,8.93,9.42,1.64,0.49,398.9,1.17,0.72,41.32,61.85,0.53,0.08,10,2,6041,13.96,"6,082.01",71.09,244,290,0.95,1.38,0.06,0.1,10.37,0.11,1.44,0.36,2.71,0.25,0.03,198.33,85.43,0.17,0,0.01,0,0.04,11.59,24.61,15.56,10.88,36.82,7.12,8.76,10.88,1.32,9.58,3.05,14.89,2.85,34.59,6.23,0.23,0.01,10.27,-9999,-9999,
3/3/2011 13:20,OR_up,OR-67,GRAB,SW,-9999,260,7.37,6.78,4.45,0.49,"-9,999.00",1.17,0.72,142.14,66.15,0.53,0.02,16.31,19129,1618,21.92,"6,290.11",71.87,223,0,1.38,0.8,0.16,0.16,17.84,0.15,1.55,0.64,1.75,0.36,0.11,239.57,103.99,0.12,0,0.03,0,0.03,8.93,35.78,32.22,12.85,56.07,13.86,9.27,20.29,2.34,16.69,4.69,22.19,4.38,46.9,10.8,0.23,0.04,4.42,-9999,-9999,
3/10/2011 12:30,OR_low,OR-72,GRAB,SW,-9999,149.1,8.69,5.9,0.29,0.49,306.38,1.17,0.72,0.36,53.67,0.53,0.05,6.69,10409,812,24.85,"5,103.81",72.62,2237,11060,0.99,2,0.23,0.2,13.6,0.06,1.62,1.79,21.99,0.25,0.03,119.67,99.42,0.33,0,0.51,0,0.16,3.93,51.96,55.74,18.1,61.88,16.77,7.14,18.41,3.17,15.56,2.45,11.57,1.74,19.94,2.32,0.23,0.01,12.17,-9999,-9999,
3/10/2011 13:25,OR_mid,OR-76,GRAB,SW,-9999,210,9.43,20.95,1.87,0.49,483.56,1.17,0.72,42.67,69.88,0.53,0.03,10.62,15151,5935,11.13,"5,945.71",75.39,2241,15548,0.92,0,0,0.22,20.93,0,0,0.88,8.16,0.17,0.03,197.17,93.48,0.15,0,0.05,0,0.06,11.34,29.73,19.31,11.44,41.99,13.69,7.91,22.17,3.47,24.52,5.41,23.03,4.7,46.48,9.34,0.23,0.07,10.93,-9999,-9999,
3/10/2011 13:45,OR_up,OR-77,GRAB,SW,-9999,252,7.9,84.3,7.27,0.49,"-9,999.00",1.17,0.72,152.83,77.94,0.53,0.17,19.86,19541,1565,15.88,"6,378.32",77.5,2050,17769,1.04,0.68,0.07,0.16,12.9,0.2,1.61,1.04,3.51,0.4,0.49,240.59,102.69,0.11,0,0.03,0,0.05,9.23,47.5,59.69,17.2,72.49,20.58,8.86,22.32,2.97,21.09,4.91,26.73,4.81,56.62,11.92,0.23,0.03,18.53,-9999,-9999,
3/17/2011 11:35,OR_low,OR-84,GRAB,SW,-9999,146.6,8.75,5.92,0.22,0.49,257.89,1.17,0.72,0.36,44.82,0.53,0.02,7.08,10410,5110,51.91,"5,272.76",82.95,2135,11297,2,1.75,0.26,0.5,30.94,0.1,1.03,1.12,4.35,0.32,0.03,126.42,88.5,0.36,0,0.03,0,0.06,4.88,48.82,57.76,16.86,62.49,14.6,7.5,12.23,1.03,10.39,2.36,13.22,1.54,23.71,2.67,0.23,0.05,24.36,-9999,-9999,
3/17/2011 12:30,OR_mid,OR-85,GRAB,SW,-9999,207,9.98,4.65,1.32,0.49,446.64,1.17,0.72,36.57,64.94,0.53,0.15,11.49,15717,5904,10.43,"5,968.92",67.79,2389,15843,0.74,1.3,0.01,0.12,7.74,0.14,1.28,0.88,1.67,0.33,0.23,206.14,90.15,0.15,0,0.02,0,0.04,12.82,25.64,15.18,10.56,37.54,12.82,7.52,12.61,1.54,13.21,3.18,17.27,2.97,36.57,7.05,0.23,0.34,22.67,-9999,-9999,
3/17/2011 13:15,OR_up,OR-86,GRAB,SW,-9999,244,8.88,5.84,4.36,0.49,"-9,999.00",1.17,0.72,130.48,74.02,0.53,0.02,19.46,19996,1141,21,"6,464.33",68.74,2533,18308,1.4,0.78,0.04,0.17,14.65,0.22,1.37,0.69,1.78,0.41,0.03,236.65,126.01,0.05,0,0.02,0,0.06,8.99,40.16,35.04,17.01,68.84,22.64,8.56,22.33,2.66,25.71,4.2,25.23,4.2,54.5,10.51,0.23,0.34,21,-9999,-9999,
3/24/2011 11:25,OR_low,OR-95,GRAB,SW,-9999,161,2.62,5.54,0,0.49,271.74,1.17,0.72,0.36,44.46,0.53,0.02,6.42,10809,5192,31.78,"5,214.42",84.34,2209,11678,1.6,1.77,0.08,0.33,17.69,0.09,1.03,0.69,4.98,0.27,0.19,130.62,101.2,0.34,0,0.15,0,0.04,4.98,54.72,59.86,19.75,78.06,16.35,6.07,20.88,2.88,14.37,2.47,11.65,1.44,19.64,3.95,0.23,0.34,58.42,-9999,-9999,
3/24/2011 12:35,OR_mid,OR-96,GRAB,SW,-9999,221,3.5,4.65,1.08,0.49,435.49,1.17,0.72,29.44,68.99,0.53,0.23,12.35,15457,6196,12.13,"5,970.29",69.19,2359,16021,1.04,1.3,0.33,0.15,10.72,0.15,1.35,0.36,1.16,0.34,0.24,208.19,102.06,0.15,0,0.01,0,0.05,12.76,27.45,25.82,13.37,49.7,10.21,10.19,19.59,3.37,15.75,4.59,24.86,5,43.99,9.57,0.23,0.02,32.66,-9999,-9999,
3/24/2011 11:20,OR_up,OR-97,GRAB,SW,-9999,267,3.31,4.98,4.9,0.49,"-9,999.00",1.17,0.72,145.35,75.65,0.53,0.23,19.3,20740,5300,20.52,"6,419.31",69.58,2110,18228,1.04,0.81,0.03,0.15,13.51,0.2,1.48,0.74,1.26,0.28,0.21,249.87,127.98,0.09,0,0.02,0,0.03,10.16,37.78,36.46,15.64,63.28,19.81,10.45,26.41,4.16,23.36,5.89,26.43,4.77,58.71,13.5,0.23,0.03,26.71,-9999,-9999,
3/31/2011 15:00,OR_mid,OR-101,GRAB,SW,6.8,224,4.44,5.13,0.77,0.49,426.25,1.17,0.72,24.73,67.36,0.53,0.08,11.63,15886,6656,11,"6,104.56",79.42,2450,16208,0.91,1.43,0.01,6.38,11.42,0.18,1.31,0.48,3.96,0.3,0.13,218.02,104.86,0.17,0,0.02,0,0.04,15.68,34.26,51.81,13.91,52.43,17.86,7.65,20.45,3.01,22.74,4.98,21.81,5.5,52.43,11.86,0.23,0.03,33.74,-9999,-9999,
3/31/2011 14:00,OR_up,OR-103,GRAB,SW,6.6,265,3.31,5.64,5.51,0.49,"-9,999.00",1.17,0.72,167.67,77.68,0.53,0.21,20.1,21227,3418,10.24,"6,393.45",79.45,2289,19736,0.9,0.88,0.03,0.23,10.23,0.21,1.67,0.72,4.44,0.4,0.12,270.73,104.34,0.11,0,0.03,0,0.03,11.35,15.95,10.2,8.65,31.24,14.06,7.35,15.31,2.5,21.45,4.27,22.11,3.85,60.29,11.68,0.23,0.02,36.34,-9999,-9999,
3/31/2011 13:30,OR_low,OR-107,GRAB,SW,6.9,151.8,1.81,5.77,0,0.49,279.2,1.17,0.72,0.36,47.83,0.53,0.03,7.11,11406,7332,18.14,"5,281.34",84.96,2370,12121,0.76,2.22,0.04,2.63,8.18,0.11,0.92,0.61,4.03,0.4,0.26,134.64,41.23,0.37,0,0.05,0,0.05,5.36,11.44,23.28,6.74,8.99,7.62,5.58,13.36,1.04,5.34,0.63,6.26,1.25,19.1,3.17,0.23,0.34,34.23,-9999,-9999,
4/7/2011 10:00,OR_low,OR-109,GRAB,SW,7.1,163.5,7.96,16.9,0.86,0.49,296.4,1.17,0.72,0.36,44.95,0.53,0.05,7.04,11667,7184,17.03,"5,197.46",81.87,2850,12363,0.91,1.58,0.15,4.62,10.89,0.12,1.61,2.85,33.18,0.37,0.4,139.69,107.85,0.31,0,0.26,0,0.08,8.02,58.55,101.07,18.08,69.64,18.39,8.21,19.41,3.7,20.75,4.42,18.24,3.49,27.44,6.13,0.23,0.02,34.31,-9999,-9999,
4/7/2011 12:47,OR_up,OR-110,GRAB,SW,7.2,-9999,9.25,7.39,6.09,0.49,"-9,999.00",1.17,0.72,178.31,75.73,0.53,0.04,21.99,22372,7203,9.92,"6,515.44",78.64,2398,21663,0.99,0.91,0.04,0.3,11.72,0.25,1.95,0.74,4.25,0.31,0.22,296.72,125.54,0.12,0,0.03,0,0.05,13.69,24.8,15.67,10.11,39.84,11.31,10.7,24.69,3.94,25.11,5.91,29.36,6.82,69.62,15.25,0.23,0.01,22.82,-9999,-9999,
4/7/2011 11:07,OR_mid,OR-111,GRAB,SW,7.5,-9999,10.6,14.81,4.3,0.49,411.71,1.17,0.72,16.69,62.42,0.53,0.02,11.37,15895,5317,10.74,"6,066.47",77.2,2528,16428,0.94,1.63,0.03,9.56,25.63,0.21,1.54,0.45,3.6,0.34,0.2,218.06,98.59,0.16,0,0.03,0,0.06,15.61,28.63,48.16,11.16,46.51,16.33,12.32,23.98,4.34,28.73,6.61,32.04,6.79,57.98,14.47,0.23,0.34,34.72,-9999,-9999,
4/14/2011 12:40,OR_mid,OR-112,GRAB,SW,7.1,199.6,9.39,16.54,5.26,0.49,"-9,999.00",1.17,0.72,30.18,129.27,0.53,0.08,7.36,13646,4182,8.12,"4,982.04",24.37,2921,17247,0.73,1.74,0.02,4.22,9.62,0.18,0.53,0.78,1.1,0.01,1.14,218.77,43.15,0.31,0,0,0.6,0.1,22.98,17.38,52.44,14.48,22.28,21.13,8.99,16.38,3.2,28.67,3.5,15.78,6.99,31.14,8.14,0.33,0.02,3.89,-9999,-9999,
4/14/2011 11:30,OR_low,OR-113,GRAB,SW,7,163.6,6.66,107.88,37.59,31.46,"-9,999.00",1.17,0.72,0.36,95.52,0.53,0.02,2.41,10189,2848,15.79,"4,693.15",24.43,3249,13598,0.62,1.95,0.17,2.58,8.58,0.22,1.92,3.42,67.53,0.01,1.51,146.98,48.56,0.44,0,0.88,0.7,0.17,16.29,27.41,75.28,13.8,18.57,33.57,9.73,11.62,3.97,12.51,4.77,10.23,4.17,6.26,5.18,0.27,0.02,11,-9999,-9999,
4/14/2011 13:27,OR_up,OR-114,GRAB,SW,6.7,-9999,9.27,10.73,5.75,0.49,"-9,999.00",1.17,0.72,386.5,166.02,0.53,0.02,17.48,18758,5641,7.27,"5,761.05",20.48,2771,22127,0.5,0.92,0.02,0.01,8.02,0.2,0.7,1.09,1.77,0.05,1.18,290.69,77.82,0.24,0,0,0.5,0.08,21.58,19.88,49.45,15.98,26.07,39.46,9.59,14.58,3.7,21.58,6.19,18.68,7.59,53.04,12.29,0.29,0.02,3,-9999,-9999,
4/21/2011 12:45,OR_mid,OR-117,GRAB,SW,7.5,-9999,10.66,7.64,0.87,0.49,"-9,999.00",1.17,0.72,14.09,135.77,0.53,0.14,8.36,13954,4188,5.32,"5,180.60",17.99,3037,17745,0.7,2.01,0.06,6.7,19.48,0.21,0.59,0.91,5.34,0.01,1.06,223.57,56.34,0.24,0,0,0.5,0.13,23.55,20.57,57.53,13.22,21.16,34.28,7.45,30.8,5.86,19.57,3.78,17.49,5.76,29.76,8.22,0.19,0.03,5.92,-9999,-9999,
4/21/2011 11:21,OR_low,OR-118,GRAB,SW,7.2,164,9.69,12.09,0.59,17.71,"-9,999.00",1.17,0.72,0.36,100.18,0.53,0.02,3.59,10207,2806,12.98,"4,554.53",38.13,3396,14050,0.37,1.52,0.14,4.94,11.39,0.13,0.82,2.02,31.4,0.01,1.6,152.53,63.89,0.3,0,0.11,0.5,0.15,19.41,31.6,90.93,14.26,31.5,27.54,6.74,22.19,4.26,20.9,6.04,13.17,4.66,24.5,6.01,0.14,0,7.95,-9999,-9999,
4/21/2011 13:25,OR_up,OR-120,GRAB,SW,7.1,-9999,10.38,6.06,5.35,0.49,"-9,999.00",1.17,0.72,355.31,150.65,0.53,0.01,19.58,19627,6064,7.02,"4,767.19",34.2,2912,24135,0.31,0.98,0.02,0.01,11.03,0.17,0.69,1.15,2.42,0.17,1.13,316.11,96.62,0.24,0,0,0.4,0.07,22.96,25.65,53.38,12.53,35.69,37.38,11.53,32.11,5.27,24.16,6.16,24.95,5.67,49.8,12.82,0.15,0.04,0.27,-9999,-9999,
4/29/2011 11:30,OR_low,OR-121,GRAB,SW,-9999,-9999,10.06,7.31,0.93,20.5,"-9,999.00",1.17,0.72,0.36,93.98,0.53,0.06,4.42,11337,2888,19.13,"3,713.59",12.59,4264,14835,0.41,1.64,0.45,11.4,15.86,0.19,3,16.06,89.6,0.01,1.19,158.59,75.83,0.32,0,1.86,0.5,0.34,21.11,34.49,94.36,16.95,50.85,27.06,10.7,15.36,4.26,12.89,3.57,9.42,2.97,19.03,5.34,0.11,0.04,10.21,-9999,-9999,
4/29/2011 11:50,OR_mid,OR-122,GRAB,SW,-9999,-9999,12.34,6.22,0,0.49,"-9,999.00",1.17,0.72,0.36,124.39,0.53,0.02,8.08,16009,5514,7.37,"4,446.83",12.97,3261,19467,0.57,1.8,0.01,1.09,21.49,0.14,0.53,1.06,1.89,0.01,0.87,242.6,49.81,0.18,0,0,0.4,0.14,25.05,25.65,55.65,9.74,19.31,22.38,7.33,21.39,5.45,17.13,4.85,13.07,4.85,32.92,7.75,0.1,0.03,11.95,-9999,-9999,
4/29/2011 12:20,OR_up,OR-123,GRAB,SW,-9999,-9999,11.79,5.87,6.03,0.49,"-9,999.00",1.17,0.72,398.24,184.08,0.53,0.02,20.92,23198,7786,7.02,"4,821.07",13.39,3106,26425,0.66,1.05,0.02,0.02,8.19,0.2,0.76,1.1,2.27,0.12,0.8,340.11,83.19,0.09,0,0,0.3,0.06,24.39,21.72,46.21,12.1,25.09,24.52,13.58,28.86,5.75,23.8,6.35,30.34,5.55,53.05,11.34,0.11,0.02,1.51,-9999,-9999,
5/5/2011 11:15,OR_up,OR-124,GRAB,SW,7,-9999,12.14,14.61,11.14,0.49,"-9,999.00",1.17,0.72,470.32,163.88,0.53,0.02,21.68,23717,8040,7.85,"5,607.57",13.99,3417,27937,0.86,1.12,0.01,0.62,9.46,0.24,0.92,2.01,4.15,0.14,1.18,361.66,92.81,0.12,0,0,0.4,0.1,26.28,27.97,52.15,14.39,24.58,23.73,11.29,25.78,3.3,31.27,7.49,25.88,6.69,59.84,15.49,0.1,1.18,1.03,-9999,-9999,
5/5/2011 10:25,OR_low,OR-125,GRAB,SW,6.9,186,10.05,7.29,0.76,0.49,"-9,999.00",1.17,0.72,0.36,88.54,0.53,0.1,4.25,13005,3778,16.38,"4,096.40",25.97,4375,14715,0.2,1.16,0.39,0.56,15.58,0.09,2.59,8.96,21.97,0.01,1.26,157.8,129.84,0.34,0,0.1,0.3,0.33,22.97,61.52,85.49,26.67,75.71,47.64,8.39,41.85,6.79,35.06,6.09,15.28,4.99,27.91,4.46,0.07,0.05,7.23,-9999,-9999,
5/5/2011 10:50,OR_mid,OR-126,GRAB,SW,7.4,-9999,11.54,6.88,0.72,15.82,"-9,999.00",1.17,0.72,0.36,122.39,0.53,0.14,7.94,15701,5274,5.94,"4,488.80",32.6,3180,19203,0.18,1.95,0.04,6.02,18.02,0.19,0.61,1.04,1.56,0.01,1.22,242.25,42.54,0.17,0,0,0.3,0.09,25.11,18.91,56.92,9.95,30.43,29.94,12.31,25.01,4.63,14.87,3.74,11.72,3.64,29.08,7.98,0.06,0.02,11.59,-9999,-9999,
5/12/2011 11:55,OR_mid,OR-127,GRAB,SW,7.3,-9999,18.68,9.39,0.39,0.49,"-9,999.00",1.17,0.72,0.36,127,0.53,0.02,8.94,16209,5278,6.35,"3,713.20",15.48,3713,19129,1.77,1.77,0.83,0.24,37.14,0.18,0.94,2.35,5.78,0.01,1.8,239.63,56.41,0.18,0,0.06,0.3,0.13,23.76,22.76,58.91,12.28,23.16,26.26,11.58,24.86,5.89,14.48,3.2,12.38,4.19,39.04,9.22,0.07,0.04,13.33,-9999,-9999,
5/12/2011 11:40,OR_low,OR-128,GRAB,SW,6.6,187.1,14.92,11.01,1.44,17.39,"-9,999.00",1.17,0.72,0.36,79.01,0.53,0.05,5.71,14008,3671,17.71,"2,297.03",13.77,5661,15074,0.35,0.91,0.54,1.01,11.74,0.09,4.32,9.16,63.67,0.01,0.3,156.9,113.38,0.28,0,0.62,0.3,0.52,21.76,54.56,94.55,22.27,63.98,26.52,11.14,30.87,5.77,25.21,7.9,18.32,4.25,25.07,6.06,0.06,0.02,6.43,-9999,-9999,
5/12/2011 12:10,OR_up,OR-129,GRAB,SW,6.9,-9999,19.8,8.33,6.85,0.49,"-9,999.00",1.17,0.72,482.64,170.61,0.53,0.02,22.68,24373,8520,5.74,"5,181.83",22.18,3789,30313,0.01,1.1,0.06,0.01,10.29,0.21,0.96,1.42,2.68,0.12,0.81,386.72,93.73,0.11,0,0,0.3,0.05,27.78,21.48,50.56,13.29,9.01,31.28,9.69,27.28,5.6,28.38,6.1,24.58,7.29,64.75,16.59,0.05,0.04,0.27,-9999,-9999,
5/17/2011 14:35,OR_up,OR-130,GRAB,SW,7.1,-9999,19.12,8.35,6.55,0.49,"-9,999.00",1.17,0.72,455.15,178.49,0.53,0.02,22.2,25101,8522,6.26,"4,696.41",6.53,4433,30972,0.74,1.02,0.1,0.15,6.49,0.19,1.97,4.45,17.18,0.08,1.4,386.78,79.97,0.15,0,0.13,0.5,0.17,27.23,17.48,46.92,13.86,5.5,35.46,12.36,31.75,2.91,16.98,6.63,25.72,8.94,56.86,12.96,0.05,0.03,0.27,-9999,-9999,
5/17/2011 14:20,OR_mid,OR-131,GRAB,SW,7.4,-9999,16.58,8.86,0.03,0.49,"-9,999.00",1.17,0.72,0.36,115.69,0.53,0.02,9.32,16683,5338,4.13,"2,356.41",20.48,3566,19665,0.46,1.25,0.16,0.05,30.37,0.12,0.61,1.04,1.94,0.01,0.99,244.14,60.13,0.16,0,0,0.2,0.1,23.51,27.24,74.25,15.84,21.39,19.84,8.58,2.32,3.63,20.18,4.44,16.55,4.14,27.69,6.52,0.02,0.05,9.39,-9999,-9999,
5/17/2011 14:05,OR_low,OR-132,GRAB,SW,7.7,179.5,15.16,10.55,0.39,0.49,"-9,999.00",1.17,0.72,0.36,84.26,0.53,0.02,5.59,13117,3620,20.86,"2,255.05",0.36,4324,15185,0.5,1.66,0.26,1.09,20.06,0.14,1.87,5.18,30.89,0.01,1.39,155.48,67.91,0.23,0,0.25,1.05,0.38,16.65,34.21,92.08,17.45,15.25,32.6,4.41,14.75,5.72,19.46,6.32,10.83,2.61,18.8,3.82,0.02,0.02,19.43,-9999,-9999,
5/23/2011 15:10,OR_low,OR-133,GRAB,SW,7.5,188.6,12.74,10.51,0.24,0.49,"-9,999.00",1.17,0.72,0.36,84.15,0.53,0.07,5.94,13788,3759,18.4,"2,410.63",5.9,1070,486,0.34,1.47,0.08,8.02,31.71,0.18,0.85,1.95,7.59,0.01,1.03,159.04,67.82,0.21,0,0.15,0.2,0.11,16.4,46.41,107.03,17.7,32.91,51.01,7.9,18.5,4.2,20.51,6,9,4.2,20.04,3.71,0.01,0.04,15.62,-9999,-9999,
5/23/2011 15:47,OR_up,OR-134,GRAB,SW,7.2,-9999,19.98,9.76,6.07,0.49,"-9,999.00",1.17,0.72,385.84,174.47,0.53,0.02,23.56,26210,8820,6.57,"5,387.57",0.1,3307,33282,0.39,1.1,0.07,1.8,7.88,0.25,1.98,4.13,15.64,0.29,1.01,416.12,97.46,0.07,0,0.13,0.2,0.04,28.18,22.26,49.53,11.83,10.33,30.68,10.53,25.57,4.61,29.58,8.02,21.56,8.42,66.98,18.25,0.03,0.05,3.9,-9999,-9999,
5/23/2011 15:35,OR_mid,OR-135,GRAB,SW,7.1,-9999,16.8,16.36,2.27,41.57,"-9,999.00",1.17,0.72,0.36,111.06,0.53,0.02,9.45,17220,5306,15.12,"2,927.56",25.74,3944,18948,0.83,1.75,0.32,22.43,52.98,0.29,5.35,15.42,80.22,0.01,0.84,246.37,89.03,0.13,0,0.98,0.4,0.23,26.34,49.17,119.18,18.43,7.65,28.84,5.41,44.97,5.61,19.93,9.01,16.62,2.1,22.87,6.58,0.03,0.21,14.85,-9999,-9999,
5/31/2011 10:40,OR_mid,OR-136,GRAB,SW,7,-9999,21.03,8.59,0.63,0.49,"-9,999.00",1.17,0.72,0.36,85.74,0.53,0.02,10.43,16985,5515,9.61,"3,816.67",10.59,3477,19683,0.16,1.92,0.12,12.31,58.62,0.18,3.38,9.32,45,0.01,1.57,251.23,61.34,0.16,0,0.39,0.2,0.27,26.23,43.99,99.08,17.45,11.6,22.88,8.17,21.69,4.34,22.2,4.34,14.53,2.62,28.52,8.09,0.01,0.21,11.28,-9999,-9999,
