DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,pH,EC,TIC,TOC,TN,F-,Cl-,NO2-,Br-,NO3-,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Mo98,Ag107,Cd111,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,Tl205,Pb208,U238,NH4-N,Ortho-P,SamplingNote
MST,,,,,pH,uS/cm,mg/L,mg/L,mg/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,(mg/L),(mg/L),
(Detection limit),,,,,,,0.000229,0.000255,0.000204,0.983,1.14,2.33,1.45,0.724,0.109,1.05,0.042,0.039,3.69,0.366,0.096,0.684,0.723,0.138,0.114,0.027,0.003,0.003,0.012,0.006,0.0014,0.003,0.006,0.045,0.015,0.057,0.012,0.342,0.003,0.000291,0.006,0.003,0.003,0.003,0.429,0.204,0.255,1.23,0.87,0.61,2.41,0.204,0.876,0.231,0.255,0.228,0.762,0.057,0.468,0.678,0.54,0.01,0.01,
(Lab Method),,,,,PH_EC1,PH_EC1,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,SmartChem200,SmartChem200,
9/15/2011 9:20,OR_low,OR-211,GRAB,SW,7.5,178.2,15.54,7.36,0.76,0.49,277.24,1.17,0.72,0.36,34.3,0.53,0.05,7.56,11270,3757,16.79,"4,529.70",105.3,3816,17182,1.88,2.55,0.09,12.02,44.6,0.27,2.06,1.65,13.41,0.32,0.06,216.55,116.22,0.68,0,0.85,0,0.14,24.93,59.4,113.24,17.28,46.59,12.96,5.89,17.48,1.55,13.31,3.37,13.61,0.11,12.91,1.58,0.23,0.34,38.34,-9999,-9999,
9/15/2011 10:25,OR_mid,OR-212,GRAB,SW,7.4,-9999,17.89,7.2,0.72,0.49,"-9,999.00",1.17,0.72,0.36,84.22,0.53,0.02,28.93,13457,5926,12.33,"5,567.37",86.89,3746,23387,0.78,2.32,0.07,9.93,32.21,0.29,1.34,1.21,1.03,0.36,0.03,294.28,100.41,0.25,0,0.02,0.04,0.09,38.97,33.4,42.05,11.23,49.41,26.54,8.99,16.4,2.79,16.4,3.02,16.11,4.57,24.06,4.77,0.23,0.02,51.1,-9999,-9999,
9/19/2011 10:30,OR_low,OR-214,GRAB,SW,6.8,162.1,13.98,6.43,0.83,0.49,347.55,1.17,0.72,0.36,39.23,0.53,0.14,12.64,11302,3814,18.72,"4,450.49",27.38,4350,16009,0.87,2.17,0.11,20.01,69.3,0.34,2,4.2,16.83,0.35,0.02,218.04,92,0.5,0,0.27,0,0.12,24.89,49.28,80.65,14.24,41.52,33.25,8.05,16.53,1.41,19.12,3.15,10.26,2.07,18.62,2.68,0.23,0.05,38.73,-9999,-9999,
9/19/2011 11:30,OR_mid,OR-215,GRAB,SW,7,-9999,15.98,5.15,0.45,0.49,"-9,999.00",1.17,0.72,0.36,94.42,0.53,0.13,18.98,14031,6138,13.39,"5,495.38",23.08,3886,22919,0.87,2.29,0.05,13.89,28.68,0.32,1.19,1.83,5.1,0.4,0.03,295.75,108.91,0.32,0,0.08,0,0.1,38.87,36.97,55.25,11.49,54.25,26.98,9.98,19.48,3.3,17.09,1.94,19.18,4.62,35.57,5.39,0.23,0.04,39.97,-9999,-9999,
9/19/2011 12:15,OR_up,OR-216,GRAB,SW,6.4,-9999,11.68,6.02,3.36,0.49,"-9,999.00",1.17,0.72,207.27,144.55,0.53,0.03,32.39,18832,6937,12.78,"5,563.08",14.59,3673,24483,1,1.7,0.05,0.1,14.79,0.31,0.98,1.9,1.19,0.48,0.03,347.06,140.84,0.13,0,0.03,0,0.06,34.2,50,33.6,19.21,110.66,35.61,8.71,31.59,4.51,32.69,6.37,25.95,4.35,39.23,10.06,0.23,0.01,23.14,-9999,-9999,
9/22/2011 8:15,OR_low,OR-219,GRAB,SW,7.1,162.1,13.73,9.1,1.26,13.71,371.07,1.17,0.72,0.36,36.95,0.53,0.04,14.36,11940,3818,20.34,"4,413.14",40.88,3966,16180,0.97,1.81,0.12,26.73,64.78,0.62,1.93,3,22.64,0.44,0.08,218.04,103.15,0.51,0,0.26,0,0.14,24.63,47.38,77.47,13.21,39.31,25.05,6.36,18.24,1.69,19.29,2.54,10.69,3.05,10.8,2.91,0.23,0.03,38.26,-9999,-9999,
9/22/2011 9:15,OR_mid,OR-220,GRAB,SW,7,-9999,20.95,10.61,1.03,0.49,"-9,999.00",1.17,0.72,0.36,91.42,0.53,0.08,20,14063,6243,9.62,"5,619.99",22.65,4048,23652,0.96,2.35,0.07,25.51,37.36,0.4,1.83,2.18,7.5,0.41,0.13,309.05,94.09,0.33,0,0.11,0,0.13,40.75,19.9,30.48,6.42,38.1,27.09,8.59,7.05,1.96,20.11,3.24,12.91,4.47,26.35,5.97,0.23,0.04,40.11,-9999,-9999,
9/22/2011 10:05,OR_up,OR-221,GRAB,SW,7,-9999,12.04,8.89,6.3,0.49,"-9,999.00",1.17,0.72,221.01,146.66,0.53,0.02,32.23,19341,7175,11.86,"5,512.00",14.8,3764,25164,0.98,1.75,0.08,0.7,42.21,0.39,1.11,2.04,3.78,0.41,0.2,351.72,113.39,0.48,0.01,0.03,0.16,0.08,35.28,22.47,19.32,9.63,51.55,39.27,8.53,18.79,3.46,25.09,4.8,21.42,5.08,42.73,10.6,0.23,0.07,22.57,-9999,-9999,
9/26/2011 0:00,OR_up,OR-222,GRAB,SW,7.1,-9999,11.97,8.48,7.93,0.49,"-9,999.00",1.17,0.72,295.05,149.96,0.53,0.07,32.25,19886,7532,8.31,"5,526.44",21.26,4075,26245,0.84,1.9,0.16,0.41,14.1,0.32,1.24,2.33,42.41,0.42,0.13,372.23,110.94,0.16,0,0.08,0,0.06,36.08,17.32,14.1,7.02,54.43,36.29,10.34,11.72,3.81,27.06,6.48,21.05,4.99,45.31,9.86,0.23,0.03,32.45,-9999,-9999,
9/26/2011 0:00,OR_mid,OR-223,GRAB,SW,6.5,-9999,17.33,8.86,1.27,0.49,"-9,999.00",1.17,0.72,0.36,98.99,0.53,0.05,20.82,14284,6746,13.62,"5,660.24",28.47,4052,25807,0.98,1.5,0.14,23.07,41.75,0.44,1.22,1.53,27.68,0.47,0.03,333.09,99.25,0.18,0,0.08,0,0.06,42.54,34.1,72.58,12.94,32.63,22.73,10.67,19.24,2.7,17.67,5.17,17.22,3.6,37.25,6.91,0.23,0.04,23.63,-9999,-9999,
9/26/2011 0:00,OR_low,OR-224,GRAB,SW,7.4,179.3,0.14,8.49,0.97,0.49,392.56,1.17,0.72,0.36,33.78,0.53,0.14,14.69,11615,3894,17.6,"4,440.30",16.71,3759,23635,0.94,1.56,0.09,13.34,84.32,0.38,0.83,1.83,3.39,0.5,0.5,218.65,88.13,0.4,0.04,0.08,0.01,0.07,23.21,37.23,66.6,12.67,37.9,23.66,6.25,13.46,1.2,14.58,1.98,12,2.55,10.67,3.55,0.23,0.25,36.78,-9999,-9999,
9/30/2011 16:11,OR_up,OR-225,GRAB,SW,7.6,-9999,15.89,12.15,5.69,12.48,"-9,999.00",1.17,0.72,317.03,148.14,0.53,"-9,999.00","-9,999.00",20231,7733,200.23,"-9,999.00","-9,999.00",3687,27982,"-9,999.00","-9,999.00","-9,999.00","-9,999.00",215.35,"-9,999.00","-9,999.00","-9,999.00",53.43,"-9,999.00","-9,999.00","-9,999.00",12.17,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",3.03,1.94,6.23,24.04,48.97,5.69,27.43,4.11,12.37,4.09,13.17,8.12,15.86,5.48,"-9,999.00","-9,999.00","-9,999.00",-9999,-9999,
9/30/2011 15:41,OR_mid,OR-226,GRAB,SW,7.7,-9999,18.51,13.42,0.87,0.49,"-9,999.00",1.17,0.72,0.36,100.15,0.53,0.02,15.84,16200,6700,22.35,"4,811.20",32.68,4145,25171,1,3.3,0.23,0.62,22.35,1.38,2.48,3.29,47.11,0.48,0.01,292.68,114.27,0.39,0,2.92,0.04,0.18,34.38,38.59,40.39,12.73,61.64,30.47,9.35,25.66,3.16,21.85,5.35,18.54,4.47,40.39,7.54,0,0.15,89.11,-9999,-9999,
9/30/2011 14:14,OR_low,OR-227,GRAB,SW,7.8,-9999,16.66,69.98,5.19,22.24,408.1,1.17,0.72,0.36,30.48,0.53,0.3,14.5,10549,3797,25.49,"3,939.03",38.79,3666,16011,0.97,1.94,0.17,13.8,101.97,0.41,1.85,2.29,6.94,0.52,0.05,206.95,66.58,0.44,0,0.24,0.02,0.07,18.5,29.29,73.68,11.6,19.1,22.89,7.59,16.4,2.23,11.1,2.82,9.1,1.85,11.5,2.07,0.23,0.28,45.79,-9999,-9999,
10/4/2011 11:10,OR_up,OR-228,GRAB,SW,7.5,-9999,16.67,12.3,6.32,14.57,"-9,999.00",1.17,0.72,351.58,149.71,0.53,0.07,29.22,20698,8086,20.19,"4,913.50",83.01,3754,28240,1.06,1.84,0.14,0.84,18.8,0.74,1.91,3.64,11.91,0.45,0.21,375.03,84.68,0.36,0.12,0.87,0.25,0.21,38.62,13.77,21.22,7.04,38.99,28.1,7.03,20.38,2.26,21.4,6.12,15.54,3.56,41.22,8.16,0.01,0.06,51.18,-9999,-9999,
10/4/2011 11:00,OR_mid,OR-229,GRAB,SW,6.4,-9999,21.69,8.68,1.2,29.02,"-9,999.00",1.17,0.72,0.36,87.48,0.53,0.02,18.98,14524,6636,19.88,"5,474.05",82.11,4056,23927,0.89,3.06,0.2,21.48,32.17,0.51,3.57,5.54,77.12,0.36,0.26,315.66,296.68,0.47,0.07,1.04,0.22,0.28,48.35,119.87,252.73,40.76,126.86,52.34,16.78,49.35,6.35,42.05,9.39,36.66,7.13,50.84,10.19,0.01,0.08,64.53,-9999,-9999,
10/4/2011 10:35,OR_low,OR-230,GRAB,SW,7.7,172.8,15.97,9.25,0.85,16.49,415.17,1.17,0.72,0.36,30.32,0.53,0.22,15.56,10281,3888,25.43,"4,019.63",71.12,3552,16843,0.91,1.45,0.21,18.35,84.68,0.43,1.53,1.87,27.03,0.53,0.09,218.44,84.78,0.68,0.05,0.54,0.16,0.16,20.25,31.12,75.51,9.84,19.65,11.85,5.14,12.17,2.02,14.56,2.1,10.97,2.1,10.17,1.31,0,0.09,38,-9999,-9999,
10/7/2011 11:30,OR_up,OR-231,GRAB,SW,7.2,-9999,16.76,12.3,3.93,0.49,"-9,999.00",1.17,0.72,225.86,156.29,0.53,0.07,25.32,44891,8662,8.72,"3,006.00",0.36,5597,17699,1.16,1.9,0.58,8.27,86.01,1.18,2.18,6.67,33.23,1.09,15.58,365.85,87.1,87.1,0,0.16,2.93,0.28,39.28,23.31,31.75,6.15,38.79,3.78,11.71,19.44,2.47,13.09,5.11,16.27,3.34,33.63,7.83,0.05,0.07,23.22,-9999,-9999,
10/7/2011 10:25,OR_mid,OR-232,GRAB,SW,7.1,-9999,20.69,8.54,0.73,0.49,"-9,999.00",1.17,0.72,0.36,94.64,0.53,0.37,"-9,999.00",19191,7621,6.19,"3,556.00",0.36,3374,12979,0.75,2.51,0.7,2.93,72.8,0.94,1.46,2.89,9.18,0.96,14.92,295.7,70.63,70.63,0,0,2.83,0.25,30.62,8.32,12.64,2.61,27.26,4.22,8.94,4.96,1.45,8.73,2.33,18.47,3,29.44,6.85,"-9,999.00",0.04,"-9,999.00",-9999,-9999,
10/7/2011 10:15,OR_low,OR-233,GRAB,SW,7.4,172.9,15.57,9.41,0.83,13.74,456.59,1.17,0.72,0.36,36.28,0.53,0.03,"-9,999.00",13774,4067,17.07,"2,531.00",0.36,2947,8095,1.16,1.59,0.62,13.05,88.39,0.84,1.77,2.56,20.31,1.02,9.91,155.81,91.92,91.92,0,0.01,2.91,0.24,15.7,30.02,60.53,8.82,33.06,2.54,7.32,16.68,2.78,3.75,2.33,10.6,2.25,14.13,2.78,"-9,999.00",0.05,"-9,999.00",-9999,-9999,
10/10/2011 10:30,OR_up,OR-234,GRAB,SW,6.7,-9999,17.27,8.52,6.45,0.49,"-9,999.00",1.17,0.72,448.13,155.99,0.53,0.08,"-9,999.00",23608,8843,5.32,"3,339.00",0.36,3581,15905,0.8,2.24,0.49,0.6,90.42,1.24,0.82,2.34,4.39,1.08,16.9,378.13,70.11,70.11,0,0.02,2.89,0.24,28.87,9.11,7.92,2.87,33.09,9.71,7.74,9.88,1.18,9.24,3.07,15.79,3.62,30.68,7.65,"-9,999.00",0.04,"-9,999.00",-9999,-9999,
10/10/2011 10:15,OR_mid,OR-235,GRAB,SW,6.9,-9999,20.16,8.45,0.82,14.88,"-9,999.00",1.17,0.72,0.36,94.13,0.53,0.17,"-9,999.00",19092,7032,5.62,"3,472.00",0.36,3437,14181,0.83,2.66,0.56,1.65,76.35,0.97,1.33,3.56,22.86,0.88,14.49,294.63,64,64,0,1.32,2.83,0.34,30.73,5.29,5.92,1.75,26.45,4.57,7.96,4.95,1.54,9.51,2.39,13.91,2.92,26.94,4.68,"-9,999.00",0.04,"-9,999.00",-9999,-9999,
10/10/2011 10:00,OR_low,OR-236,GRAB,SW,7.4,168.7,15.7,10.26,0.88,14.06,457.06,1.17,0.72,0.36,40.03,0.53,0.31,"-9,999.00",13166,4102,16.78,"2,428.00",0.36,2881,8284,1.14,1.24,0.62,10.89,70.23,0.76,0.67,1.84,20.78,0.79,9.89,158.07,74.93,74.93,0,6.06,2.88,0.27,15.58,19.58,38.96,5.54,30.47,5.4,4.48,8.44,1.23,6.68,2.22,5.64,1.15,11.79,1.19,"-9,999.00",0.04,"-9,999.00",-9999,-9999,
10/17/2011 11:10,OR_low,OR-237,GRAB,SW,7.6,185.9,64.3,8.89,0.71,14.39,"-9,999.00",1.17,0.72,0.36,44.16,0.53,0.21,"-9,999.00",14685,4531,19.35,"2,015.00",0.36,3437,9940,1.12,1.84,0.68,4.43,62.84,0.74,0.72,2.18,22.34,0.88,10.27,169.9,40,40,0,3.2,2.87,0.28,15.66,9.94,19.85,2.19,22.84,6.18,4.22,2.81,1.37,1.79,0.9,4.31,1.64,6.76,0.56,"-9,999.00",0.06,"-9,999.00",-9999,-9999,
10/17/2011 11:50,OR_mid,OR-238,GRAB,SW,7.2,-9999,69.9,7.87,0.76,20.26,"-9,999.00",1.17,0.72,0.36,94.04,0.53,0.19,"-9,999.00",19267,6597,6.22,"3,301.00",0.36,3493,11952,0.71,2.89,0.8,5.47,92.8,0.95,1.3,3.37,13.78,0.9,14.08,271.64,72.37,72.37,0,0.39,2.87,0.31,28.65,9.16,14.18,3.08,19.43,6.54,7.22,6.53,1.31,10.41,1.47,15.66,3.15,21.91,5.99,"-9,999.00",0.05,"-9,999.00",-9999,-9999,
10/17/2011 11:35,OR_up,OR-239,GRAB,SW,7.1,-9999,64.17,7.06,8.77,12.18,"-9,999.00",1.17,0.72,"-9,999.00",163.91,0.53,0.11,"-9,999.00",17116,9402,4.55,"3,296.00",0.36,3914,16425,0.81,2.43,0.94,2.03,94.66,1.34,3.9,3.13,9.25,1.13,17.32,393.35,64.35,64.35,0,0.15,2.83,0.29,30.11,5.87,4.1,1.89,27.16,9.7,8.59,7.92,1.51,8.57,2.34,15.55,3.08,36.6,9.09,"-9,999.00",0.04,"-9,999.00",-9999,-9999,
11/9/2011 13:00,OR_low,OR-240,GRAB,SW,-9999,-9999,14.75,4.58,0.2,11.18,471.01,1.17,0.72,0.36,136.43,0.53,"-9,999.00","-9,999.00",-9999,-9999,"-9,999.00","-9,999.00","-9,999.00",-9999,-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,
11/9/2011 14:00,OR_mid,OR-241,GRAB,SW,-9999,-9999,16.51,6.92,0.16,10.79,"-9,999.00",1.17,0.72,0.36,116.02,0.53,"-9,999.00","-9,999.00",-9999,-9999,"-9,999.00","-9,999.00","-9,999.00",-9999,-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,
11/17/2011 10:55,OR_low,OR-242,GRAB,SW,-9999,-9999,9.05,5.05,0.26,11.81,412.49,1.17,0.72,0.36,126.7,0.53,"-9,999.00","-9,999.00",-9999,-9999,"-9,999.00","-9,999.00","-9,999.00",-9999,-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,
11/17/2011 11:55,OR_mid,OR-243,GRAB,SW,-9999,-9999,15.8,3.88,0.23,11.44,"-9,999.00",1.17,0.72,0.36,130.14,0.53,"-9,999.00","-9,999.00",-9999,-9999,"-9,999.00","-9,999.00","-9,999.00",-9999,-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,
11/17/2011 12:40,OR_up,OR-244,GRAB,SW,-9999,-9999,12.43,4.16,8.65,0.49,"-9,999.00",1.17,0.72,"-9,999.00",214.48,0.53,"-9,999.00","-9,999.00",-9999,-9999,"-9,999.00","-9,999.00","-9,999.00",-9999,-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,
11/23/2011 11:25,OR_up,OR-247,GRAB,SW,-9999,-9999,12.24,8.47,9.02,0.49,"-9,999.00",1.17,0.72,"-9,999.00",171.67,0.53,"-9,999.00","-9,999.00",-9999,-9999,"-9,999.00","-9,999.00","-9,999.00",-9999,-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,
11/23/2011 11:05,OR_mid,OR-248,GRAB,SW,-9999,-9999,13.55,3.42,0.19,0.49,"-9,999.00",1.17,0.72,0.36,126.71,0.53,"-9,999.00","-9,999.00",-9999,-9999,"-9,999.00","-9,999.00","-9,999.00",-9999,-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,
11/23/2011 10:50,OR_low,OR-249,GRAB,SW,-9999,-9999,10.55,4.27,0.2,0.49,382.57,1.17,0.72,0.36,94.59,0.53,"-9,999.00","-9,999.00",-9999,-9999,"-9,999.00","-9,999.00","-9,999.00",-9999,-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,
12/1/2011 10:55,OR_up,OR-250,GRAB,SW,-9999,-9999,11.96,3.71,8.54,0.49,"-9,999.00",1.17,0.72,"-9,999.00",171.83,0.53,0.29,16.86,16691,7969,7.24,"5,036.13",23.19,2373,17906,0.4,1.41,0.23,1.5,68.69,1.02,1.72,5.72,4.56,0.34,12.14,317.81,90.71,0.16,0.01,0.06,0,0.06,23.69,23.59,13.62,8.39,120.22,12.38,10.38,18.7,3.23,19.25,5.02,18.36,3.79,35.73,8.09,0.23,0.02,109.56,-9999,-9999,
12/1/2011 11:15,OR_mid,OR-251,GRAB,SW,-9999,-9999,15.01,3.56,0.19,0.49,"-9,999.00",1.17,0.72,0.36,126.99,0.53,0.35,9.33,14471,5396,9.22,"5,244.94",27.12,2377,12565,0.51,3.1,0.21,12.92,54.71,0.71,0.74,1.27,1.69,0.25,9.1,217.34,107.69,0.18,0.02,0.03,0,0.08,24.96,44.54,53.55,13.41,127.76,17.21,9.37,20.82,3.04,19.68,4.38,13.41,2.2,23.99,4.7,0.23,0.04,135.1,-9999,-9999,
12/1/2011 11:35,OR_low,OR-252,GRAB,SW,-9999,-9999,11.07,4.33,0.21,0.49,373.13,1.17,0.72,0.36,84.38,0.53,0.09,4.17,10528,3082,35.06,"3,809.25",14.48,1991,7695,1.08,3.77,0.26,3.03,46.9,0.43,0.48,1.17,1.01,0.01,6.01,109.88,123.87,0.27,0.01,0.02,0,0.07,14.68,74.22,121.87,26.27,131.36,21.98,7.59,28.27,3.23,16.88,3.78,14.98,2.29,15.88,4.5,0.23,0.34,97.19,-9999,-9999,
12/8/2011 13:45,OR_up,OR-253,GRAB,SW,-9999,-9999,10,3.44,8.34,0.49,"-9,999.00",1.17,0.72,"-9,999.00",162.44,0.53,0.34,15.42,15219,7152,5.85,"4,929.75",20.14,2222,16937,0.41,1.4,0.26,0.63,46.5,0.9,0.94,1.81,6.21,0.37,11.14,299.13,83.29,0.11,0.01,0.11,0.2,0.08,22.48,20.63,9.78,6.9,106.85,12.05,7.28,14.43,2.19,12.1,4.41,16.42,2.76,37.54,7.92,0.23,0.02,174.01,-9999,-9999,
12/8/2011 13:20,OR_mid,OR-254,GRAB,SW,-9999,-9999,12.36,3.33,0.25,0.49,"-9,999.00",1.17,0.72,0.36,124.26,0.53,0.02,7.25,13242,5000,10.36,"4,589.70",13.91,2266,12050,0.54,2.54,0.34,6.13,53.51,0.66,1.16,2.2,20.61,0.3,8.53,205.08,91.68,0.15,0.01,0.15,0,0.13,22.34,36.04,50.25,11.88,125.08,17.97,9.56,15.94,2.56,16.75,3.72,11.68,1.83,18.78,4.87,0.23,0.03,138.07,-9999,-9999,
12/8/2011 12:15,OR_low,OR-255,GRAB,SW,-9999,-9999,10.94,4.05,0.17,0.49,330.95,1.17,0.72,0.36,66.81,0.53,0.16,4.17,9141,1985,31.9,"3,987.92",24.61,1929,7581,1.39,3.2,0.39,3.02,49.55,0.42,0.73,1.1,3.24,0.1,5.91,109.37,101.07,0.28,0,0.09,0,0.09,13.57,67.34,111.4,19.65,116.66,20.96,6.96,25.11,2.47,19.95,3.55,10.94,2.06,13.14,3.14,0.23,0.34,74.74,-9999,-9999,
12/15/2011 14:30,OR_mid,OR-260,GRAB,SW,-9999,-9999,9.85,5.76,0.21,0.49,"-9,999.00",1.17,0.72,50.07,118.48,0.53,0.45,7.83,13017,5133,13.86,"2,771.03",16.2,1671,13669,0.13,4.68,0.06,0.4,43.81,0.85,0.84,1.23,5.55,0.21,8.85,191.53,93.23,0.23,0,0.08,0.31,0.09,22.41,44.21,55.12,13.25,49.73,15.47,11.29,17.05,0.6,15.42,4.31,13.82,1.58,23.87,5.89,0.23,0.26,97.13,-9999,-9999,
12/15/2011 12:45,OR_low,OR-261,GRAB,SW,-9999,-9999,8.66,4.69,8.11,0.49,327.46,1.17,0.72,0.36,61.98,0.53,0.52,3.85,7633,2842,40.67,"1,936.26",41.8,1332,8608,0.61,6.3,0.07,1.54,49.58,0.64,0.86,1.41,8.76,0.29,6.96,102.14,136.88,0.4,0,0.05,0.29,0.08,14.85,103.06,175.8,28.84,57.59,20.07,11.43,27.15,2.11,24,5.72,19.78,2.86,19.15,3.53,0.23,0.05,32.43,-9999,-9999,
12/15/2011 10:30,OR_up,OR-262,GRAB,SW,-9999,-9999,7.96,"-9,999.00","-9,999.00",0.49,"-9,999.00",1.17,0.72,"-9,999.00",149.21,0.53,0.5,14.98,26107,7023,12.01,"2,829.57",18.93,1761,17243,0.01,3.16,0.08,0.25,58.22,1.04,1.31,2.13,5.07,0.25,10.48,267.69,96.91,0.12,0.09,0.1,0.28,0.06,22.29,35.42,32.77,10.85,54.67,14.03,10.87,20.38,1.01,15.59,5.97,22.17,3.5,39.78,10.52,0.23,0.06,4.96,-9999,-9999,
