DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,pH,EC,DO,Temp,TIC,TOC,TN,F-,Cl-,NO2-,Br-,NO3-,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Mo98,Ag107,Cd111,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,Tl205,Pb208,U238,NH4-N,Ortho-P,FI,HIX,UVA254,UVA280,SUVA254,SUVA280,SamplingNote
MST,,,,,pH,uS/cm,%,degC,mg/L,mg/L,mg/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,(mg/L),(mg/L),nm/nm,nm/nm,au,au,au,au,
(Detection limit),,,,,,,,,0.0002,0.0003,0.0002,2.37,0.82,3.34,1.9,0.51,0.84,1.45,0.00424,2.26495,0.75816,0.04031,0.00424,0.66,3.26683,0.14425,0.42426,0.01061,0.15274,0.12304,0.00212,0.17607,0.12516,0.00636,0.00212,0.01485,0.00849,0.27153,0.01273,0.76368,0.07637,0.01273,0.03818,0.17819,0.00636,0.01909,2.10011,4.5184,0.36062,0.67882,0.19092,0.97581,0.78489,0.04243,0.29689,0.04243,0.29689,0.0212,0.063,0.0212,0.06576,0.00212,0.13649,0.01,0.01,,,,,,,
(Lab Method),,,,,pH_EC1,pH_EC1,OxyTem,OxyTem,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,SmartChem200,SmartChem200,Fluoromax4,Fluoromax4,UV_Vis,UV_Vis,UV_Vis,UV_Vis,
10/1/2012 14:35,MG_SOUT,SOUT-1282,GRAB,SW,6.75,-9999,-9999,13.4,9.6,6.52,1.09,30.12,70.93,1.67,0.95,0.26,24.02,0.73,0.03,83.37,"11,718.00","2,741.00",51.11,"12,902.66",106.37,"1,490.00","8,949.00",1.54,0.64,0.12,1.97,67.25,0.04,4.39,8.2,11.64,0.26,0.65,55.81,166,5.92,0.01,0.05,0.03,0.09,10.81,54.73,152.67,17.57,81.43,30.02,9.04,31.09,5.6,30.34,7.78,19.1,3.39,21.17,4.11,0.01,0.3,60.26,-9999,-9999,1.38,16.8081,0.174,0.133,0.0267,0.0204,
10/8/2012 12:40,MG_SOUT,SOUT-1283,GRAB,SW,6.17,-9999,-9999,12.5,0.57,4.2,0.19,10.32,53.3,1.67,0.95,0.26,54.72,0.73,0.04,84.02,"8,235.00","2,717.00",22.5,"11,656.49",97.02,"1,514.00","9,092.00",1.26,0.65,0.13,3.73,20.32,0.04,0.97,3.77,2.09,0.22,0.2,54.07,173,7.8,0.01,0.02,0.01,0.05,10.16,61.16,77.9,19.91,87.88,26.17,7.19,25.72,6,34.29,6.41,17.25,4,29.48,3.82,0.01,0.03,115.27,-9999,-9999,1.36,21.8198,0.138,0.104,0.0328,0.0248,
10/15/2012 13:30,MG_SOUT,SOUT-1284,GRAB,SW,6.33,-9999,-9999,10.3,8.83,3.82,0.28,1.19,91.38,1.67,0.95,0.26,0.42,0.73,0.202,139.63,"9,154.00","2,641.35",33.34,"12,017.15",91.54,"1,552.55","9,799.22",1.24,0.4,0.06,1.07,70.37,0.06,0.88,5.13,1.86,0.29,0.28,49.11,106.86,5.66,0.01,0.02,0.03,0.1,8.01,36.42,94.13,11.69,48.85,18.59,5.77,15.89,3.18,22.6,3.91,13.25,1.09,15.35,2.69,2.5,0,43.29,-9999,-9999,-9999,-9999,-9999,-9999,-2618.9104,-2618.9104,
10/22/2012 12:05,MG_SOUT,SOUT-1285,GRAB,SW,6.62,-9999,-9999,8.3,9.06,4.08,0.32,11.71,57.97,1.67,0.95,0.26,25.22,0.73,0.127,140.88,"8,638.94","2,504.04",21.52,"11,664.65",23.55,"1,477.38","9,264.95",1.13,0.42,0.06,1.59,85.55,0.05,0.74,6.93,23.1,0.23,0.03,49.44,117.33,5.64,0.01,0.93,0.03,0.17,8.3,34.21,99.06,13.91,39.69,13.67,7.21,12.25,4.2,19.81,5.26,13.52,1.62,16.43,1.93,2.54,0.04,49.45,-9999,-9999,-9999,-9999,-9999,-9999,-2451.9372,-2451.9372,
10/29/2012 16:45,MG_SOUT,SOUT-1286,GRAB,SW,6.29,-9999,-9999,7.9,8.92,3.07,0.19,15.32,59.28,1.67,0.95,0.26,53.16,0.73,0.03,154.99,"8,044.00","2,313.00",35.35,546.01,96.34,"1,437.00","8,322.00",1.33,0.48,0.26,2.49,19.26,0.03,1.72,5.86,7.24,0.15,0.04,46.6,141,10.25,0.01,0.08,0.12,0.1,7.98,53.37,76.9,18.75,71.72,27.02,9.28,23.13,5.78,26.44,7.37,19.33,4.28,21.34,5.23,0.06,0.09,113.15,-9999,-9999,-9999,-9999,-9999,-9999,-3262.3165,-3262.3165,
11/13/2012 13:30,MG_SOUT,SOUT-1287,GRAB,SW,6.31,-9999,-9999,2.6,9.24,3.53,0.22,16.44,125.45,1.67,0.95,0.26,32.57,0.73,0.03,166.82,"8,648.00","2,614.00",19.64,580.91,87.78,"1,354.00","8,637.00",1.26,0.38,0.07,3.6,41.55,0.04,0.4,4.44,5.04,0.2,0.06,52.39,115,4.8,0.01,0.09,0.1,0.11,9.61,41.53,76.47,16.16,50.72,19.61,9.7,26,7.45,21.07,9.43,16.33,7.16,17.84,8.82,0.1,0.08,49.95,-9999,-9999,-9999,-9999,-9999,-9999,-2833.3806,-2833.3806,
11/13/2012 13:00,MG_WEIR,WEIR-2254,GRAB_Auto,SW,6.12,-9999,-9999,2.4,8.85,3.58,0.25,10.81,107.14,1.67,0.95,0.26,51.74,0.73,0.03,165.66,"8,504.00","2,645.00",23.44,527.1,100.8,"1,362.00","7,992.00",1.4,0.35,0.08,0.99,22.06,0.03,0.52,5.18,12.47,0.17,0.03,47.55,126,7.77,0.02,0.17,0.08,0.15,7.55,53.59,60.27,17.42,62.96,17.1,7.11,24.09,7.34,19.59,7.84,15.48,6.01,14.92,6.47,0.08,0.19,85.34,-9999,-9999,-9999,-9999,-9999,-9999,-2791.4573,-2791.4573,
11/19/2012 12:45,MG_SOUT,SOUT-1288,GRAB,SW,7.25,-9999,60.5,5.5,9.5,2.84,0.17,13.78,95.16,1.67,0.95,0.26,29.91,0.73,0.01,23.7,"8,770.00","2,485.00",13.29,348.74,92.26,"1,261.00","8,416.00",1.09,0.42,0.2,1.75,26.32,0.04,1.06,4.45,9.58,0.22,0.79,49.3,89,4.77,0.01,0.02,0.1,0.36,9.51,69.99,96.5,17.25,36.42,10.45,4.17,14.26,3.77,17.63,3.89,11.81,2.02,13.14,2.69,0.01,0.13,42.81,-9999,-9999,-9999,-9999,-9999,-9999,-3517.0594,-3517.0594,
11/19/2012 13:00,MG_WEIR,WEIR-2255,GRAB_Auto,SW,7.14,-9999,49.9,5.3,8.22,2.86,0.04,13.04,96.99,1.67,0.95,0.26,50.54,0.73,0.01,25.03,"8,764.00","2,540.00",14.32,481.61,85.1,"1,391.00","7,655.00",1.24,0.42,0.17,0.9,14.24,0.03,0.95,4.77,5.9,0.17,0.72,44.59,103,8.06,0.01,0.03,0.02,0.36,7.64,38.02,36.53,11.35,42.69,11.97,4.97,17.55,2.75,16.23,3.65,12.13,2.5,15.88,2.64,0.01,0.09,66.23,-9999,-9999,-9999,-9999,-9999,-9999,-3501.0504,-3501.0504,
11/26/2012 15:05,MG_SOUT,SOUT-1289,GRAB,SW,7.88,-9999,62.6,5.3,9.62,2.47,0.18,12.86,80.44,1.67,0.95,0.26,28.08,0.73,0.01,25.26,"8,017.00","2,122.00",14.25,528.05,89.78,"1,436.00","8,021.00",1.3,0.4,0.09,2.2,25.2,0.04,0.83,5.73,10.74,0.17,0.87,48.77,82,5.4,0.01,0.05,0.11,0.43,8.14,27.35,48.54,9.09,34.54,8.46,4.57,12.28,2.67,14.06,3.54,9.61,1.97,11.69,2.43,0.01,0.09,44.99,-9999,-9999,-9999,-9999,-9999,-9999,-4044.9029,-4044.9029,
11/26/2012 15:30,MG_WEIR,WEIR-2256,GRAB_Auto,SW,6.86,-9999,49.8,4.2,8.49,2.89,0.24,13.94,88.04,1.67,0.95,0.26,51.68,0.73,0.02,24.55,"8,430.00","2,358.00",15.12,477,83.3,"1,243.00","7,262.00",1.2,0.42,0.17,0.61,13.89,0.03,0.71,4.4,10.16,0.14,0.67,43.81,96,8.38,0.02,0.31,0.11,0.44,6.77,36.3,34.54,10.81,42.48,16.73,4.35,12.9,3.15,17.71,4.26,12.31,2.4,13.73,2.61,0.01,0.03,67.1,-9999,-9999,-9999,-9999,-9999,-9999,-3465.8579,-3465.8579,
12/3/2012 14:30,MG_SOUT,SOUT-1290,GRAB,SW,7.21,-9999,63.3,3.3,9.15,4.09,0.02,14.21,74.56,1.67,0.95,0.26,27.73,0.73,0.01,25.55,"7,790.00","2,137.00",14.9,552.45,73.13,"1,176.00","7,621.00",1.26,0.38,0.12,1.61,28.49,0.04,0.6,4.29,7.07,0.19,0.25,47.24,73,5.09,0.01,0.03,0.02,0.4,8.19,26.66,48.24,7.4,33.51,11.29,4.15,12.5,2.29,11.97,3.48,9.11,1.76,11.84,2.14,0.01,0.04,42.26,-9999,-9999,-9999,-9999,-9999,-9999,-2442.9514,-2442.9514,
12/3/2012 14:45,MG_WEIR,WEIR-2277,GRAB_Auto,SW,6.88,-9999,54.1,3.4,7.89,2.47,0.09,15.19,79.18,1.67,0.95,0.26,51.28,0.73,0.01,26.6,"7,908.00","2,267.00",18.96,517.6,82.67,"1,221.00","7,079.00",1.62,0.41,0.15,0.65,42.11,0.03,0.46,4.22,3.84,0.15,0.46,41.33,101,8.69,0.01,0.03,0.01,0.38,6.64,38.53,40.71,10.06,44.56,11.84,4.79,16.37,3.06,15.77,4.16,11.26,2.72,14.49,2.68,0.01,0.04,71.8,-9999,-9999,-9999,-9999,-9999,-9999,-4044.9029,-4044.9029,
12/10/2012 15:35,MG_SOUT,SOUT-1291,GRAB,SW,7.18,-9999,64.2,3.7,9.4,2.77,0.3,14.73,72.12,1.67,0.95,0.26,28.03,0.73,0.07,14.78,"8,680.00","2,370.00",15.68,"10,630.00",59.52,"1,390.00","1,770.00",1.49,0.44,0.18,1.88,51.26,0.49,1.03,6.33,22.62,0.45,1.83,47.52,69,4.94,0.15,0.44,0.52,0.4,8.09,13.8,43.6,7.2,31.6,6.4,4.3,14.2,2.1,10.4,3,8.3,1.6,8.5,0.8,1.74,0.4,25.3,-9999,-9999,-9999,-9999,-9999,-9999,-3614.9675,-3614.9675,
12/10/2012 15:45,MG_WEIR,WEIR-2272,GRAB_Auto,SW,7.14,-9999,62,2.7,8.84,2.92,0.2,15.59,83.6,1.67,0.95,0.26,50.7,0.73,0.06,15.16,"8,260.00","2,390.00",21.79,"9,080.00",35.74,"1,340.00","1,720.00",1.77,0.36,0.7,1.06,25.1,0.45,1.06,4.7,8.91,0.58,1.82,42.47,84.8,8.2,0.14,0.12,0.32,0.28,6.72,22,36.1,9.8,32.8,7.9,5.6,9.6,2.1,11.3,4,9,2.3,12.5,1.7,1.53,0.24,37.85,-9999,-9999,-9999,-9999,-9999,-9999,-3419.6306,-3419.6306,
12/17/2012 13:00,MG_GOUT,GOUT-1144,GRAB,SW,6.22,-9999,40.8,2.7,1.38,11.45,0.33,1.19,54.61,1.67,0.95,0.26,49.3,0.73,0.22,15.81,"4,390.00",636,279.95,"4,760.00",28.4,535,915,3.85,0.28,1.04,2.82,127.62,0.21,1.64,6.05,8.3,0.63,1.83,21.56,678,0.64,0.14,0.11,0.28,0.34,5.09,341,"1,049.00",111,462,129,27.4,134,23.3,128,26.7,72,11.1,58,8.1,1.39,0.36,35.65,-9999,-9999,-9999,-9999,-9999,-9999,-873.2751,-873.2751,
12/17/2012 13:35,MG_SOUT,SOUT-1292,GRAB,SW,7.36,-9999,45.7,0.9,7.44,5.16,0.16,14.98,71.81,1.67,0.95,0.26,30.18,0.73,0.22,15.23,"6,770.00","1,900.00",92.99,"9,750.00",29.86,"1,130.00","1,510.00",3.19,0.52,0.19,2.14,93.7,0.47,1.06,6.62,3.41,0.55,1.77,40.28,205,3.74,0.14,0.03,0.24,0.19,7.91,74.8,233,25.3,120,31.6,9.5,38.1,5.1,38.2,8.6,21.3,4,21.8,2.4,1.32,0.23,44.09,-9999,-9999,-9999,-9999,-9999,-9999,-1937.4152,-1937.4152,
12/17/2012 14:05,MG_WEIR,WEIR-2293,GRAB_Auto,SW,7.35,-9999,42.2,0.6,6.54,5.04,0.15,14.44,72.89,1.67,0.95,0.26,40.44,0.73,0.01,15.16,"6,760.00","2,000.00",84.84,"9,070.00",37.35,"1,110.00","1,490.00",3.12,0.43,0.19,1.89,86.6,0.42,0.64,5.46,2.48,0.48,1.83,36.65,179,6.53,0.16,0.03,0.21,0.17,5.83,64.9,199,22.1,100,16.2,7.1,31.2,5.1,34.8,6,21.3,3.3,18.9,3.4,1.28,0.19,46.38,-9999,-9999,-9999,-9999,-9999,-9999,-1983.535,-1983.535,
12/26/2012 12:55,MG_GOUT,GOUT-1145,GRAB,SW,-9999,-9999,-9999,-9999,0.92,14.84,0.3,1.19,37.06,1.67,0.95,0.26,29.61,0.73,0.04,19.76,"3,630.00",590,37.01,"3,160.00",99.97,374,754,2.09,0.99,0.4,16.85,26.3,0.25,5.4,9.65,"1,459.37",0.66,1.67,11.44,166,1,0.16,0.05,0.66,0.85,11.98,48.7,108,19.1,76,16.2,6.8,22.2,3.3,23.2,6.1,20.5,3.6,17.2,3.1,1.27,0.17,22.27,-9999,-9999,-9999,-9999,-9999,-9999,-673.7871,-673.7871,
12/26/2012 13:25,MG_SOUT,SOUT-1293,GRAB,SW,-9999,-9999,-9999,-9999,5.13,8.79,0.26,1.19,55.41,1.67,0.95,0.26,29.72,0.73,0.05,18.33,"5,750.00","1,590.00",133.46,"7,380.00",60.66,870,"1,250.00",3.56,1.64,0.25,3.48,45.18,0.32,1.23,11.83,127.49,0.73,1.83,27.19,906,0.63,0.15,0.01,0.37,0.39,5.77,398,709,128,604,146,36.8,184,26.7,153,32.8,104,16.4,102,16.9,1.2,0.17,86.15,-9999,-9999,-9999,-9999,-9999,-9999,-1138.1901,-1138.1901,
12/26/2012 13:45,MG_WEIR,WEIR-2294,GRAB_Auto,SW,-9999,-9999,-9999,-9999,5.15,8.6,0.21,1.19,38.08,1.67,0.95,0.26,26.73,0.73,0.12,19.1,"5,960.00","1,740.00",32.54,"7,670.00",75.82,930,"1,310.00",2.47,0.82,0.25,2.55,21.27,0.48,1.16,2.56,95.42,0.58,1.89,53.13,623,0.53,0.14,0.01,0.25,0.48,4.25,132,313,65.6,311,90,24.4,88,15.7,112,24.6,72.9,11,80,11.7,1.19,0.13,55.92,-9999,-9999,-9999,-9999,-9999,-9999,-1162.269,-1162.269,
1/3/2012 11:55,OR_low,ORLOW-234,GRAB,SW,-9999,-9999,-9999,-9999,7.46,7.57,0.48,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",0.46,5.12,"9,538.00","3,345.00",50.89,"5,137.00",23.13,"2,190.00","13,440.00",1.13,5.61,0.17,1.04,65.88,0.5,0.69,1.77,3.97,0.24,8.2,134.77,233.33,0.37,0.09,0.22,0.32,0.09,14.48,141.81,201.15,41.58,152.87,33.49,13.73,33.59,4.12,37.31,6.84,26.45,3.26,36.51,6.44,0.17,0.08,48.78,-9999,-9999,-9999,-9999,-9999,-9999,-1321.2209,-1321.2209,
1/3/2012 13:55,OR_mid,ORMID-053,GRAB,SW,-9999,-9999,-9999,-9999,7.12,6.21,1.47,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",0.36,8.56,"11,377.00","3,845.00",41.09,"5,431.00",13.09,"2,200.00","13,953.00",1,4.17,0.11,0.71,49.65,0.51,0.55,0.71,0.55,0.19,8.75,167.16,178.24,0.14,0.09,0.05,0.26,0.06,18.33,94.05,129.9,28.91,98.69,35.04,13.15,33.13,2.62,25.88,6.44,22.25,3.74,27.99,5.96,0.14,0.09,27.89,-9999,-9999,-9999,-9999,-9999,-9999,-1610.9232,-1610.9232,
1/3/2012 14:45,OR_up,ORUP-049,GRAB,SW,-9999,-9999,-9999,-9999,5.79,6.02,4.27,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",0.51,15.88,"9,686.00","3,341.00",37.18,"4,813.00",7.03,"2,168.00","13,326.00",0.62,2.63,0.11,0.35,61.4,0.63,0.64,1.12,0.29,0.38,9.45,221.09,158.79,0.15,0.09,0.03,0.24,0.05,17.19,72.96,115.57,23.01,73.46,26.93,11.8,30.05,2.61,27.23,5.53,24.72,3.26,35.68,8.59,0.1,0.09,10.65,-9999,-9999,-9999,-9999,-9999,-9999,-1661.5155,-1661.5155,
1/10/2012 15:20,OR_up,ORUP-050,GRAB,SW,6.4,261.3,-9999,-9999,5.99,5.41,6.86,1.19,"-9,999.00",1.67,0.95,"-9,999.00",147.07,0.73,0.38,15.89,"18,683.00","6,766.00",19.31,"5,151.00",2.01,"2,505.00","24,440.00",0.43,2.37,0.33,0.06,54.81,0.76,0.64,1.5,0.44,0.3,11.26,277.55,139.78,0.08,0.08,0.02,0.24,0.05,20.11,54,32.68,19.31,109.61,23,13.33,28.46,1.81,27.25,6.23,21.52,5.16,42.24,8.73,0.08,0.04,1.91,-9999,-9999,-9999,-9999,-9999,-9999,-1848.9275,-1848.9275,
1/10/2012 14:30,OR_mid,ORMID-054,GRAB,SW,6.8,180,-9999,-9999,7.04,5.35,1.62,1.19,"-9,999.00",1.67,0.95,103.85,119.4,0.73,0.28,7.57,"12,361.00","4,349.00",29.13,"5,355.00",2.01,"2,295.00","15,100.00",0.87,4.14,0.16,0.71,45.6,0.54,0.62,1.23,2.25,0.12,9.14,181.78,163.7,0.13,0.09,0.04,0.27,0.05,17.88,74.12,85.77,26.23,118.51,22.86,14.12,26.11,1.81,30.33,5.32,22.6,4.82,32.74,6.29,0.02,0.04,19.38,-9999,-9999,-9999,-9999,-9999,-9999,-1868.6227,-1868.6227,
1/10/2012 13:00,OR_low,ORLOW-260,GRAB,SW,6.7,135.1,-9999,-9999,6.82,7.11,0.26,11.78,"-9,999.00",1.67,0.95,0.26,95.73,0.73,0.5,3.4,"9,034.00","3,238.00",43.18,"4,477.00",15.06,"2,139.00","12,771.00",0.91,5.32,0.16,0.92,46.49,0.44,0.62,1.3,2.23,0.19,7.41,131.55,199.83,0.29,0.09,0.11,0.22,0.08,14.76,122.51,168.7,37.67,126.53,32.33,11.84,33.34,3.31,34.34,7.73,23.2,3.56,25.43,6.78,0.01,0.06,25.81,-9999,-9999,-9999,-9999,-9999,-9999,-1406.9228,-1406.9228,
1/19/2012 14:55,OR_up,ORUP-051,GRAB,SW,6.3,179.9,-9999,-9999,5.01,9,4.08,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,-9999,-9999,-9999,-9999,-1111.2469,-1111.2469,
1/19/2012 14:10,OR_mid,ORMID-055,GRAB,SW,6.5,151.6,-9999,-9999,6.46,7.11,1.64,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,-9999,-9999,-9999,-9999,-1406.9228,-1406.9228,
1/19/2012 14:55,OR_low,ORLOW-270,GRAB,SW,6.5,123,-9999,-9999,7.42,9.91,0.65,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,-9999,-9999,-9999,-9999,-1008.7772,-1008.7772,
1/26/2012 12:40,OR_low,ORLOW-271,GRAB,SW,-9999,-9999,-9999,-9999,6.83,9.4,0.76,13.59,458.21,1.67,0.95,0.26,92.61,0.73,-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,-9999,-9999,-9999,-9999,-1063.9498,-1063.9498,
1/26/2012 14:05,OR_mid,ORMID-056,GRAB,SW,-9999,-9999,-9999,-9999,6.22,6.2,2.04,1.19,729.02,1.67,0.95,125.61,114.18,0.73,-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,-9999,-9999,-9999,-9999,-1612.4819,-1612.4819,
1/26/2012 15:05,OR_up,ORUP-052,GRAB,SW,-9999,-9999,-9999,-9999,6.26,5.94,6.11,1.19,"-9,999.00",1.67,0.95,398.06,125.71,0.73,-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,-9999,-9999,-9999,-9999,-1682.2005,-1682.2005,
2/9/2012 11:50,OR_low,ORLOW-272,GRAB,SW,7.1,13.1,-9999,-9999,6.41,6.64,0.25,1.19,0.41,1.67,0.95,0.26,93.47,0.73,0.002,0.25,"11,335.39","3,521.81",29.44,"6,356.00",1.63,"2,376.40","13,182.49",2.4,0.08,0.06,0,50.13,0.51,0,0,4.01,0,8.51,131.51,176.18,0.04,0.01,0.02,0.09,0,13.41,91.97,156.56,27.88,79.68,25.75,10.44,28.9,4.66,27.38,6.59,23.12,3.35,32.24,4.87,0.01,0.02,49.02,-9999,-9999,-9999,-9999,-9999,-9999,-1505.6467,-1505.6467,
2/9/2012 13:30,OR_mid,ORMID-057,GRAB,SW,6.8,24.1,-9999,-9999,7.35,5.1,2.33,1.19,0.41,1.67,0.95,148.97,115.22,0.73,0.002,4.61,"15,197.72","4,964.29",15.59,"8,644.00",1.63,"2,468.80","16,706.89",2.1,0.08,0.06,0,55.35,0.64,0,0,2.9,0,10.38,192.88,160.39,0.04,0.01,0.02,0.01,0,20.26,69.95,92.93,21.76,81.52,21.05,11.9,28.77,4.27,29.89,6.1,23.79,4.27,33.65,6.51,0.01,0.22,31.25,-9999,-9999,-9999,-9999,-9999,-9999,-1962.5123,-1962.5123,
2/9/2012 14:35,OR_up,ORUP-053,GRAB,SW,6.8,24.3,-9999,-9999,6.36,4.62,8.09,1.19,0.41,1.67,0.95,"-9,999.00",132.58,0.73,0.002,12.06,"20,472.25","7,024.11",11.49,"8,139.00",1.63,"2,400.30","18,857.34",1.84,0.08,0.06,0,70.19,0.87,0,0,0.01,0,12.7,290.65,130.28,0.04,0.01,0.02,0.09,0,20.95,44.14,34.08,14.05,76.6,11.66,10.76,17.64,3.29,20.73,5.28,21.62,5.38,41.15,9.17,0.01,0.14,17.91,-9999,-9999,-9999,-9999,-9999,-9999,-2165.692,-2165.692,
